source,target,method,value_mean,value_sd,value_median,metric
hungary,switzerland,conservative_candidate,0.9999852745312042,7.5463608572979295e-06,0.999986653980424,patient_cosine_similarity_mean
hungary,switzerland,entropy_sfda,0.9993664145270682,0.00020808218617233515,0.9993359930168049,patient_cosine_similarity_mean
hungary,switzerland,pseudo_label_sfda,0.999764471185822,0.0001287693849820696,0.9998010458697112,patient_cosine_similarity_mean
hungary,switzerland,reliability_gated_sfda,0.9999673405640234,8.771760239668432e-06,0.9999691285925434,patient_cosine_similarity_mean
hungary,va_long_beach,conservative_candidate,0.9999804568332783,5.886939628563109e-06,0.9999804982525471,patient_cosine_similarity_mean
hungary,va_long_beach,entropy_sfda,0.9990292001351125,0.0002057428593660851,0.9989993922377041,patient_cosine_similarity_mean
hungary,va_long_beach,pseudo_label_sfda,0.9995018605716727,0.0002618745786768534,0.9995915766082584,patient_cosine_similarity_mean
hungary,va_long_beach,reliability_gated_sfda,0.9999779607818434,7.66420096102387e-06,0.9999805695687902,patient_cosine_similarity_mean
switzerland,cleveland,conservative_candidate,1.0,0.0,1.0,patient_cosine_similarity_mean
switzerland,cleveland,entropy_sfda,0.9940041518703351,0.0028616628006200365,0.9947347950794769,patient_cosine_similarity_mean
switzerland,cleveland,pseudo_label_sfda,0.9947583131237318,0.0024784912022690012,0.9956230559141641,patient_cosine_similarity_mean
switzerland,cleveland,reliability_gated_sfda,1.0,0.0,1.0,patient_cosine_similarity_mean
switzerland,hungary,conservative_candidate,1.0,0.0,1.0,patient_cosine_similarity_mean
switzerland,hungary,entropy_sfda,0.9902281215271647,0.003795734590712877,0.9907112510356149,patient_cosine_similarity_mean
switzerland,hungary,pseudo_label_sfda,0.9949009125037346,0.003251748397504791,0.99559576307345,patient_cosine_similarity_mean
switzerland,hungary,reliability_gated_sfda,1.0,0.0,1.0,patient_cosine_similarity_mean
switzerland,va_long_beach,conservative_candidate,1.0,0.0,1.0,patient_cosine_similarity_mean
switzerland,va_long_beach,entropy_sfda,0.9972779820209677,0.0005170256585170449,0.9972528868037236,patient_cosine_similarity_mean
switzerland,va_long_beach,pseudo_label_sfda,0.9953083557602266,0.0008576536836668478,0.9953749176504593,patient_cosine_similarity_mean
switzerland,va_long_beach,reliability_gated_sfda,1.0,0.0,1.0,patient_cosine_similarity_mean
va_long_beach,cleveland,conservative_candidate,0.9999594493674067,3.463348974691061e-05,0.9999697847195069,patient_cosine_similarity_mean
va_long_beach,cleveland,entropy_sfda,0.9796734138726453,0.011840616340192558,0.9832792712121337,patient_cosine_similarity_mean
va_long_beach,cleveland,pseudo_label_sfda,0.9997703500362863,0.00023571223248261157,0.9998333956637411,patient_cosine_similarity_mean
va_long_beach,cleveland,reliability_gated_sfda,0.9999303609999973,2.56740561037431e-05,0.9999413213764221,patient_cosine_similarity_mean
va_long_beach,hungary,conservative_candidate,0.9999234668899384,5.6476102882994834e-05,0.9999407906228294,patient_cosine_similarity_mean
va_long_beach,hungary,entropy_sfda,0.9752205124079569,0.015073297714263483,0.9796993351501304,patient_cosine_similarity_mean
va_long_beach,hungary,pseudo_label_sfda,0.9998804369050545,0.00017861230412545613,1.0,patient_cosine_similarity_mean
va_long_beach,hungary,reliability_gated_sfda,0.9998534283556187,4.746401308964246e-05,0.9998748625499002,patient_cosine_similarity_mean
va_long_beach,switzerland,conservative_candidate,0.9999909322008893,8.78157412119786e-06,0.9999912367681141,patient_cosine_similarity_mean
va_long_beach,switzerland,entropy_sfda,0.9976300610721124,0.001413676414247153,0.9975494984616818,patient_cosine_similarity_mean
va_long_beach,switzerland,pseudo_label_sfda,1.0,0.0,1.0,patient_cosine_similarity_mean
va_long_beach,switzerland,reliability_gated_sfda,0.9999628909192564,3.8525551371612675e-05,0.99997434934867,patient_cosine_similarity_mean
cleveland,hungary,conservative_candidate,0.9953514739229025,0.0031370379394477137,0.9965986394557823,patient_top3_overlap_mean
cleveland,hungary,entropy_sfda,0.9404761904761905,0.015176094486214129,0.9410430839002267,patient_top3_overlap_mean
cleveland,hungary,pseudo_label_sfda,0.9615646258503402,0.009774414636745402,0.9631519274376418,patient_top3_overlap_mean
cleveland,hungary,reliability_gated_sfda,0.9952380952380953,0.003060991191431086,0.9948979591836735,patient_top3_overlap_mean
cleveland,switzerland,conservative_candidate,0.9989159891598917,0.0018948669343634445,1.0,patient_top3_overlap_mean
cleveland,switzerland,entropy_sfda,0.9791327913279133,0.010063250183655769,0.9823848238482384,patient_top3_overlap_mean
cleveland,switzerland,pseudo_label_sfda,0.9897018970189702,0.003789733868726791,0.9905149051490515,patient_top3_overlap_mean
cleveland,switzerland,reliability_gated_sfda,0.9948509485094851,0.003244495934248948,0.994579945799458,patient_top3_overlap_mean
cleveland,va_long_beach,conservative_candidate,0.9976666666666667,0.0022498285257018546,0.9975,patient_top3_overlap_mean
cleveland,va_long_beach,entropy_sfda,0.9798333333333333,0.008219594174596547,0.9808333333333332,patient_top3_overlap_mean
cleveland,va_long_beach,pseudo_label_sfda,0.9871666666666666,0.0022291558497487545,0.9866666666666666,patient_top3_overlap_mean
cleveland,va_long_beach,reliability_gated_sfda,0.9974999999999999,0.0019641855032959767,0.9983333333333334,patient_top3_overlap_mean
hungary,cleveland,conservative_candidate,0.9965896589658966,0.002616216939015317,0.9977997799779978,patient_top3_overlap_mean
hungary,cleveland,entropy_sfda,0.9412541254125413,0.009089509870087078,0.9416941694169418,patient_top3_overlap_mean
hungary,cleveland,pseudo_label_sfda,0.9665566556655666,0.004345086393428281,0.9675467546754675,patient_top3_overlap_mean
hungary,cleveland,reliability_gated_sfda,0.9936193619361935,0.003230321312144545,0.9933993399339935,patient_top3_overlap_mean
hungary,switzerland,conservative_candidate,0.9981029810298102,0.001309067456747075,0.9972899728997289,patient_top3_overlap_mean
hungary,switzerland,entropy_sfda,0.9859078590785908,0.007204119977371977,0.9850948509485095,patient_top3_overlap_mean
hungary,switzerland,pseudo_label_sfda,0.9905149051490515,0.007901018827703627,0.9932249322493225,patient_top3_overlap_mean
hungary,switzerland,reliability_gated_sfda,0.9972899728997289,0.0028566193858793167,0.9972899728997289,patient_top3_overlap_mean
hungary,va_long_beach,conservative_candidate,0.9964999999999999,0.002144473229513234,0.9966666666666666,patient_top3_overlap_mean
hungary,va_long_beach,entropy_sfda,0.9809999999999999,0.008964952335086337,0.9824999999999999,patient_top3_overlap_mean
hungary,va_long_beach,pseudo_label_sfda,0.9866666666666667,0.00603487805066679,0.9858333333333333,patient_top3_overlap_mean
hungary,va_long_beach,reliability_gated_sfda,0.9966666666666667,0.003424674446093904,0.9966666666666666,patient_top3_overlap_mean
switzerland,cleveland,conservative_candidate,1.0,0.0,1.0,patient_top3_overlap_mean
switzerland,cleveland,entropy_sfda,0.9250825082508252,0.020895334055658868,0.9295929592959296,patient_top3_overlap_mean
switzerland,cleveland,pseudo_label_sfda,0.9298129812981297,0.01773722472384871,0.9295929592959296,patient_top3_overlap_mean
switzerland,cleveland,reliability_gated_sfda,1.0,0.0,1.0,patient_top3_overlap_mean
switzerland,hungary,conservative_candidate,1.0,0.0,1.0,patient_top3_overlap_mean
switzerland,hungary,entropy_sfda,0.9113378684807255,0.023043131057618755,0.9087301587301587,patient_top3_overlap_mean
switzerland,hungary,pseudo_label_sfda,0.9349206349206349,0.0161778312759519,0.9302721088435374,patient_top3_overlap_mean
switzerland,hungary,reliability_gated_sfda,1.0,0.0,1.0,patient_top3_overlap_mean
switzerland,va_long_beach,conservative_candidate,1.0,0.0,1.0,patient_top3_overlap_mean
switzerland,va_long_beach,entropy_sfda,0.9591666666666667,0.007667874301023485,0.9575,patient_top3_overlap_mean
switzerland,va_long_beach,pseudo_label_sfda,0.9466666666666667,0.01160034056545617,0.9483333333333334,patient_top3_overlap_mean
switzerland,va_long_beach,reliability_gated_sfda,1.0,0.0,1.0,patient_top3_overlap_mean
va_long_beach,cleveland,conservative_candidate,0.9957095709570958,0.0021033561275687813,0.9961496149614961,patient_top3_overlap_mean
va_long_beach,cleveland,entropy_sfda,0.9105610561056106,0.018430627914514816,0.914191419141914,patient_top3_overlap_mean
va_long_beach,cleveland,pseudo_label_sfda,0.9903190319031904,0.007200843540085679,0.988998899889989,patient_top3_overlap_mean
va_long_beach,cleveland,reliability_gated_sfda,0.9942794279427943,0.002924444743289602,0.995049504950495,patient_top3_overlap_mean
va_long_beach,hungary,conservative_candidate,0.9936507936507937,0.004006759873227107,0.9943310657596371,patient_top3_overlap_mean
va_long_beach,hungary,entropy_sfda,0.8844671201814058,0.03340109456464936,0.8843537414965986,patient_top3_overlap_mean
va_long_beach,hungary,pseudo_label_sfda,0.9947845804988662,0.007730471761478734,1.0,patient_top3_overlap_mean
va_long_beach,hungary,reliability_gated_sfda,0.9904761904761905,0.0033463255663158014,0.9914965986394557,patient_top3_overlap_mean
va_long_beach,switzerland,conservative_candidate,0.9981029810298103,0.002870866952496941,1.0,patient_top3_overlap_mean
va_long_beach,switzerland,entropy_sfda,0.9644986449864499,0.015928054761258293,0.967479674796748,patient_top3_overlap_mean
va_long_beach,switzerland,pseudo_label_sfda,1.0,0.0,1.0,patient_top3_overlap_mean
va_long_beach,switzerland,reliability_gated_sfda,0.9948509485094851,0.00644482709367189,0.9986449864498644,patient_top3_overlap_mean
cleveland,hungary,conservative_candidate,0.0019571850399429692,0.0007054549984207947,0.001909236206679423,mean_absolute_probability_shift
cleveland,hungary,entropy_sfda,0.05258449774384372,0.0050180406885922,0.0515024000018531,mean_absolute_probability_shift
cleveland,hungary,pseudo_label_sfda,0.04164623844423047,0.0029813273274065456,0.04251644668861477,mean_absolute_probability_shift
cleveland,hungary,reliability_gated_sfda,0.0043809674125874325,0.00042039048556925183,0.004358343662833476,mean_absolute_probability_shift
cleveland,switzerland,conservative_candidate,0.0025854812117248036,0.0007867745469283985,0.002451281934007392,mean_absolute_probability_shift
cleveland,switzerland,entropy_sfda,0.027343675342759464,0.005308863450733659,0.027203045743782586,mean_absolute_probability_shift
cleveland,switzerland,pseudo_label_sfda,0.01929034612527708,0.006015943988300395,0.018935166605998102,mean_absolute_probability_shift
cleveland,switzerland,reliability_gated_sfda,0.0038630165803299208,0.0004309484999587926,0.003910863817465013,mean_absolute_probability_shift
cleveland,va_long_beach,conservative_candidate,0.0026210006736218914,0.0009060339194258559,0.0027945256046950843,mean_absolute_probability_shift
cleveland,va_long_beach,entropy_sfda,0.033691375726833936,0.00437434644395962,0.03411703626625239,mean_absolute_probability_shift
cleveland,va_long_beach,pseudo_label_sfda,0.028341846641153096,0.005757495556470281,0.029175058156251907,mean_absolute_probability_shift
cleveland,va_long_beach,reliability_gated_sfda,0.0037703372742980703,0.0004392958029609087,0.003879331871867179,mean_absolute_probability_shift
hungary,cleveland,conservative_candidate,0.0015241291005127498,0.0003676194460515541,0.0014994642097908685,mean_absolute_probability_shift
hungary,cleveland,entropy_sfda,0.05411697898249114,0.005075458778276786,0.05418417459083322,mean_absolute_probability_shift
hungary,cleveland,pseudo_label_sfda,0.03878195456124646,0.0024899103249127613,0.03835998267771387,mean_absolute_probability_shift
hungary,cleveland,reliability_gated_sfda,0.004642903105826071,0.00041053183150760003,0.00478261584114812,mean_absolute_probability_shift
hungary,switzerland,conservative_candidate,0.0024882847700661744,0.0007467733978132721,0.0027429901548032794,mean_absolute_probability_shift
hungary,switzerland,entropy_sfda,0.021388296202976043,0.002606253391350606,0.02132198147142563,mean_absolute_probability_shift
hungary,switzerland,pseudo_label_sfda,0.012392579942820517,0.003720423983955412,0.012748454205267799,mean_absolute_probability_shift
hungary,switzerland,reliability_gated_sfda,0.004972996214419848,0.00039894666447741207,0.005016605771048285,mean_absolute_probability_shift
hungary,va_long_beach,conservative_candidate,0.0019954026816412793,0.0006023507307180681,0.002232007933780548,mean_absolute_probability_shift
hungary,va_long_beach,entropy_sfda,0.0342937872428447,0.002338807419015665,0.03409525425639004,mean_absolute_probability_shift
hungary,va_long_beach,pseudo_label_sfda,0.021858804603107275,0.003647428172906516,0.02256238340865821,mean_absolute_probability_shift
hungary,va_long_beach,reliability_gated_sfda,0.005478139341808856,0.00044534562899649577,0.005446927528828383,mean_absolute_probability_shift
switzerland,cleveland,conservative_candidate,0.0,0.0,0.0,mean_absolute_probability_shift
switzerland,cleveland,entropy_sfda,0.04927367867022851,0.0058053181009699055,0.05000215965529087,mean_absolute_probability_shift
switzerland,cleveland,pseudo_label_sfda,0.050945884500793105,0.002889373658868019,0.05173574560152815,mean_absolute_probability_shift
switzerland,cleveland,reliability_gated_sfda,0.0,0.0,0.0,mean_absolute_probability_shift
switzerland,hungary,conservative_candidate,0.0,0.0,0.0,mean_absolute_probability_shift
switzerland,hungary,entropy_sfda,0.04964711434987127,0.00351149047822764,0.05043242709571812,mean_absolute_probability_shift
switzerland,hungary,pseudo_label_sfda,0.048420850658903315,0.002856040023532294,0.048865561177130465,mean_absolute_probability_shift
switzerland,hungary,reliability_gated_sfda,0.0,0.0,0.0,mean_absolute_probability_shift
switzerland,va_long_beach,conservative_candidate,0.0,0.0,0.0,mean_absolute_probability_shift
switzerland,va_long_beach,entropy_sfda,0.021908406198024748,0.0026989074008890463,0.022315435111522675,mean_absolute_probability_shift
switzerland,va_long_beach,pseudo_label_sfda,0.034485308825969695,0.002705163401060775,0.033963034003973006,mean_absolute_probability_shift
switzerland,va_long_beach,reliability_gated_sfda,0.0,0.0,0.0,mean_absolute_probability_shift
va_long_beach,cleveland,conservative_candidate,0.0018998346903143152,0.0006750020771186397,0.0018915511889032802,mean_absolute_probability_shift
va_long_beach,cleveland,entropy_sfda,0.09670840931607552,0.017768063357882807,0.09692548889138125,mean_absolute_probability_shift
va_long_beach,cleveland,pseudo_label_sfda,0.007502328021691579,0.004987262611714596,0.009381225990383539,mean_absolute_probability_shift
va_long_beach,cleveland,reliability_gated_sfda,0.002907918221486284,0.0011087284999745622,0.0032955640711800124,mean_absolute_probability_shift
va_long_beach,hungary,conservative_candidate,0.0019070157185703718,0.0004929445931120128,0.0018224386232239841,mean_absolute_probability_shift
va_long_beach,hungary,entropy_sfda,0.08348378816834924,0.015556544540527741,0.08255303488904928,mean_absolute_probability_shift
va_long_beach,hungary,pseudo_label_sfda,0.002520181786040871,0.0033228049973672642,0.0,mean_absolute_probability_shift
va_long_beach,hungary,reliability_gated_sfda,0.003728411138868656,0.0009591302692898029,0.0038180751155833816,mean_absolute_probability_shift
va_long_beach,switzerland,conservative_candidate,0.0007333032726272334,0.0006961857305189352,0.0008043300330154279,mean_absolute_probability_shift
va_long_beach,switzerland,entropy_sfda,0.04112776559058244,0.005737634234956884,0.042374069976612805,mean_absolute_probability_shift
va_long_beach,switzerland,pseudo_label_sfda,0.0,0.0,0.0,mean_absolute_probability_shift
va_long_beach,switzerland,reliability_gated_sfda,0.0010933155451363652,0.001053584347246369,0.0012189544797912826,mean_absolute_probability_shift
