source,target,direction,seed,method,brier_improvement,brier_degradation,brier_worsened,global_importance_spearman,global_top3_overlap_fraction,global_importance_relative_l1_drift,patient_l1_drift_mean,patient_l2_drift_mean,patient_cosine_similarity_mean,patient_top3_overlap_mean,mean_absolute_probability_shift
cleveland,hungary,cleveland -> hungary,3,entropy_sfda,0.0008369759961658,-0.0008369759961658,False,0.9523809523809524,1.0,0.2318069570014667,0.830176561298902,0.3487199381374867,0.997069286489394,0.9172335600907028,0.0505620051420065
cleveland,hungary,cleveland -> hungary,3,reliability_gated_sfda,-0.0002785947511854,0.0002785947511854,True,1.0,1.0,0.0229612253861955,0.0820955958100175,0.0352032292969027,0.9999745815437348,0.9931972789115646,0.0042505599035672
cleveland,hungary,cleveland -> hungary,3,conservative_candidate,-1.5523895715935376e-05,1.5523895715935376e-05,True,1.0,1.0,0.0053148852604751,0.0220501894476985,0.0104895708707915,0.9999854621331988,0.9931972789115646,0.0014754960386297
cleveland,hungary,cleveland -> hungary,4,pseudo_label_sfda,-0.0011794893848123,0.0011794893848123,True,1.0,1.0,0.2403823908252125,0.8238593773595237,0.3628490267035196,0.9989046692151196,0.9705215419501136,0.0383910020689803
cleveland,hungary,cleveland -> hungary,4,entropy_sfda,0.0008918324528015,-0.0008918324528015,False,1.0,1.0,0.2274550942959592,0.7900704484049543,0.3410153354921672,0.9967963228489248,0.9569160997732424,0.0481439055368101
cleveland,hungary,cleveland -> hungary,4,reliability_gated_sfda,-0.0003710174986218,0.0003710174986218,True,1.0,1.0,0.0226581203762495,0.0778559605734025,0.0342356843089429,0.9999800755565132,0.9909297052154196,0.0038845958251531
cleveland,hungary,cleveland -> hungary,4,conservative_candidate,0.00027828861686,-0.00027828861686,False,1.0,1.0,0.0048538110251201,0.0214497132369491,0.0100481285131954,0.9999827114970624,0.9909297052154196,0.0015764459175672
cleveland,hungary,cleveland -> hungary,5,pseudo_label_sfda,0.0006794908873584,-0.0006794908873584,False,0.9761904761904764,1.0,0.2262798578687192,0.7750041012253129,0.3352478758734357,0.9987510581555962,0.9546485260770976,0.0401182500130756
cleveland,hungary,cleveland -> hungary,5,entropy_sfda,0.0037748020664882,-0.0037748020664882,False,0.9761904761904764,1.0,0.2176159149822136,0.7489983989313618,0.322647768496474,0.9971080738486352,0.9546485260770976,0.048934794790159
cleveland,hungary,cleveland -> hungary,5,reliability_gated_sfda,-0.0001883351603813,0.0001883351603813,True,1.0,1.0,0.0209599364934849,0.0719543612576733,0.0312730089039183,0.9999798927625037,0.992063492063492,0.0038311174281929
cleveland,hungary,cleveland -> hungary,5,conservative_candidate,0.0001961471137773,-0.0001961471137773,False,1.0,1.0,0.0025556113199043,0.0133308856305547,0.0063401784847999,0.9999927963590384,0.9931972789115646,0.001147561861823
cleveland,hungary,cleveland -> hungary,6,pseudo_label_sfda,0.001896056629278,-0.001896056629278,False,0.9761904761904764,1.0,0.1996100308257273,0.6117828070862891,0.2700358508769852,0.999154466729602,0.9716553287981858,0.0391630700482118
cleveland,hungary,cleveland -> hungary,6,entropy_sfda,0.0028454655400471,-0.0028454655400471,False,0.9761904761904764,1.0,0.2201716329445997,0.6795728979804011,0.2989850054851395,0.9977834335210088,0.9569160997732424,0.0506554352163913
cleveland,hungary,cleveland -> hungary,6,reliability_gated_sfda,2.665872370552491e-05,-2.665872370552491e-05,False,1.0,1.0,0.0226001871931865,0.0692057744276667,0.0304167444393741,0.9999840877127056,0.9988662131519276,0.0043763216097085
cleveland,hungary,cleveland -> hungary,6,conservative_candidate,0.0003959466249034,-0.0003959466249034,False,1.0,1.0,0.0036434935689679,0.0149331673928827,0.006927345871731,0.9999900139984372,1.0,0.0019364130372802
cleveland,hungary,cleveland -> hungary,7,pseudo_label_sfda,0.0011637729929613,-0.0011637729929613,False,1.0,1.0,0.2183361379819008,0.7120946354024725,0.3024171694236779,0.9985369525956336,0.968253968253968,0.0429795120373925
cleveland,hungary,cleveland -> hungary,7,entropy_sfda,0.0021799762367915,-0.0021799762367915,False,1.0,1.0,0.232519460518881,0.7651103061259708,0.3237864800430631,0.9960261754409394,0.947845804988662,0.0574004400607046
cleveland,hungary,cleveland -> hungary,7,reliability_gated_sfda,-0.0003803719496586,0.0003803719496586,True,1.0,1.0,0.0229042458492729,0.074791697652665,0.0329387149417717,0.9999826054606898,0.9988662131519276,0.0040496278532026
cleveland,hungary,cleveland -> hungary,7,conservative_candidate,0.0001159999760398,-0.0001159999760398,False,1.0,1.0,0.0027214876006745,0.0127294046881652,0.0060382046084235,0.9999917442691886,0.9965986394557824,0.0010429259918655
cleveland,hungary,cleveland -> hungary,8,pseudo_label_sfda,-0.0002069471047707,0.0002069471047707,True,1.0,1.0,0.2461785820418106,0.8818556984488972,0.3712783732051953,0.9989399635566124,0.971655328798186,0.0442741940987492
cleveland,hungary,cleveland -> hungary,8,entropy_sfda,0.001675158373767,-0.001675158373767,False,1.0,1.0,0.2411479193370847,0.867761205358757,0.3604631571233214,0.997624512177524,0.95124716553288,0.0538603613710626
cleveland,hungary,cleveland -> hungary,8,reliability_gated_sfda,-0.0002301649839628,0.0002301649839628,True,1.0,1.0,0.023193105339732,0.0830817976099324,0.0354730283306019,0.9999824836577886,0.9988662131519274,0.0044291047015081
cleveland,hungary,cleveland -> hungary,8,conservative_candidate,0.0002101564141897,-0.0002101564141897,False,1.0,1.0,0.0042468481207092,0.018302255714008,0.0088380108414022,0.999986877201438,0.9988662131519274,0.0018820593760786
cleveland,hungary,cleveland -> hungary,9,pseudo_label_sfda,8.058680578476585e-05,-8.058680578476585e-05,False,1.0,1.0,0.2495673455132258,0.8319277286833052,0.3543880369288795,0.9986615309303496,0.9625850340136054,0.0451691122583056
cleveland,hungary,cleveland -> hungary,9,entropy_sfda,0.0020986942246852,-0.0020986942246852,False,0.9761904761904764,0.6666666666666666,0.240230924819441,0.808387146477483,0.3403941683637945,0.99603143633141,0.9342403628117916,0.059863453862403
cleveland,hungary,cleveland -> hungary,9,reliability_gated_sfda,-0.0001166461516353,0.0001166461516353,True,1.0,1.0,0.0246488259314435,0.0824497132322538,0.0354975045559647,0.999977523593001,0.9965986394557824,0.0045874824994528
cleveland,hungary,cleveland -> hungary,9,conservative_candidate,0.0005035970600663,-0.0005035970600663,False,1.0,1.0,0.005575400855824,0.0222207227285054,0.0102623595375516,0.9999818915248846,0.9965986394557824,0.00312621335556
cleveland,switzerland,cleveland -> switzerland,0,pseudo_label_sfda,0.0071892279648743,-0.0071892279648743,False,1.0,1.0,0.0621254406216027,0.1867251927482638,0.0903055570738622,0.9994791896519836,0.989159891598916,0.0238889795765886
cleveland,switzerland,cleveland -> switzerland,0,entropy_sfda,0.0107099927495951,-0.0107099927495951,False,1.0,1.0,0.0549703194060361,0.1854352734815443,0.0943089484340275,0.9990601463299326,0.989159891598916,0.0297897783812226
cleveland,switzerland,cleveland -> switzerland,0,reliability_gated_sfda,-0.003159420674857,0.003159420674857,True,1.0,1.0,0.022291906494243,0.0656554785288413,0.0296754096793912,0.9999490660563692,0.997289972899729,0.0042005579434032
cleveland,switzerland,cleveland -> switzerland,0,conservative_candidate,0.0013585683449945,-0.0013585683449945,False,1.0,1.0,0.0038177136380649,0.0173361052738169,0.0081283070203843,0.9999872416093704,1.0,0.0022950443795056
cleveland,switzerland,cleveland -> switzerland,1,pseudo_label_sfda,0.008936391668582,-0.008936391668582,False,0.9761904761904764,1.0,0.0516602113063807,0.1311827608456596,0.063888962112794,0.9998050791793218,0.981029810298103,0.0208630179456336
cleveland,switzerland,cleveland -> switzerland,1,entropy_sfda,0.0133214061290541,-0.0133214061290541,False,0.9761904761904764,1.0,0.0782164782152526,0.1888283284511644,0.0892933249724749,0.9995641583504428,0.989159891598916,0.0340007224794083
cleveland,switzerland,cleveland -> switzerland,1,reliability_gated_sfda,-0.0023067941465844,0.0023067941465844,True,1.0,1.0,0.0220414321685882,0.0569030125729542,0.0255523065446226,0.9999540842578386,0.9972899728997288,0.0038530510373231
cleveland,switzerland,cleveland -> switzerland,1,conservative_candidate,0.0011465343114272,-0.0011465343114272,False,1.0,1.0,0.0049456599404151,0.0146757766606316,0.0068588790654593,0.9999876409898,0.994579945799458,0.0016430365603144
cleveland,switzerland,cleveland -> switzerland,2,pseudo_label_sfda,0.0039472030090806,-0.0039472030090806,False,1.0,1.0,0.0657497192298748,0.1784751429795136,0.0846886837559739,0.9996069585124054,0.991869918699187,0.0180088488415368
cleveland,switzerland,cleveland -> switzerland,2,entropy_sfda,0.0106252437151266,-0.0106252437151266,False,0.9761904761904764,1.0,0.0567121884108859,0.1756939195845147,0.0900508389433155,0.9989983320802782,0.970189701897019,0.0291933017911586
cleveland,switzerland,cleveland -> switzerland,2,reliability_gated_sfda,-0.0033333729295726,0.0033333729295726,True,1.0,1.0,0.0255780407519886,0.0691246447239518,0.0306579879045579,0.9999261393152256,0.991869918699187,0.0044315831766017
cleveland,switzerland,cleveland -> switzerland,2,conservative_candidate,0.0020115885006312,-0.0020115885006312,False,1.0,1.0,0.0070030872848863,0.0219558304771061,0.0104039130658638,0.9999823051116002,1.0,0.00300956031353
cleveland,switzerland,cleveland -> switzerland,3,pseudo_label_sfda,0.0063785935980709,-0.0063785935980709,False,0.9761904761904764,1.0,0.0423086739248571,0.1263416273128033,0.0605178796502083,0.999706082156654,0.989159891598916,0.0198614843704593
cleveland,switzerland,cleveland -> switzerland,3,entropy_sfda,0.0062789242240888,-0.0062789242240888,False,0.9285714285714288,1.0,0.0580352157354868,0.170164794269741,0.0827147116267203,0.9993338282314308,0.981029810298103,0.0238485504698947
cleveland,switzerland,cleveland -> switzerland,3,reliability_gated_sfda,-0.0029686019723784,0.0029686019723784,True,1.0,1.0,0.0205469730313047,0.0561659492384755,0.0258806894302276,0.999955999879508,0.997289972899729,0.0038884104176507
cleveland,switzerland,cleveland -> switzerland,3,conservative_candidate,0.0019635931759043,-0.0019635931759043,False,1.0,1.0,0.008461905571071,0.0240735587622777,0.0118168573174769,0.9999864156825072,1.0,0.0026075194885091
cleveland,switzerland,cleveland -> switzerland,4,pseudo_label_sfda,0.0134936888345623,-0.0134936888345623,False,1.0,1.0,0.0519340534770381,0.1582180375535097,0.0792345653591637,0.9996141389461732,0.989159891598916,0.0306545167071063
cleveland,switzerland,cleveland -> switzerland,4,entropy_sfda,0.0124390783268766,-0.0124390783268766,False,1.0,1.0,0.0624336729635958,0.1944618509336342,0.0998691535288557,0.9995029448074032,0.983739837398374,0.0321042542989418
cleveland,switzerland,cleveland -> switzerland,4,reliability_gated_sfda,-0.0026694250548355,0.0026694250548355,True,1.0,1.0,0.0195038116731855,0.0616820856383542,0.0278773029504748,0.9999315735705232,0.994579945799458,0.0036387958874305
cleveland,switzerland,cleveland -> switzerland,4,conservative_candidate,0.0022142244405539,-0.0022142244405539,False,1.0,1.0,0.0045599928921009,0.018182599030807,0.0087580076745066,0.9999836532322738,0.9972899728997288,0.0033594799811035
cleveland,switzerland,cleveland -> switzerland,5,pseudo_label_sfda,0.0060604320755085,-0.0060604320755085,False,1.0,1.0,0.0306584401070901,0.0912132739350654,0.0447191241692124,0.9997818633438736,0.994579945799458,0.0168825475635325
cleveland,switzerland,cleveland -> switzerland,5,entropy_sfda,0.0050048138409938,-0.0050048138409938,False,1.0,1.0,0.0504178506707322,0.1458383695770441,0.0701219769889049,0.9993424800515952,0.986449864498645,0.0206470447100274
cleveland,switzerland,cleveland -> switzerland,5,reliability_gated_sfda,-0.0022567104790213,0.0022567104790213,True,1.0,1.0,0.0145928432426139,0.0402687335348067,0.0183518458214904,0.999946401124008,0.994579945799458,0.0029266922151654
cleveland,switzerland,cleveland -> switzerland,5,conservative_candidate,0.0014134611211934,-0.0014134611211934,False,1.0,1.0,0.0082611624258985,0.0228226939438675,0.0117966817690476,0.9999847330306072,1.0,0.0019665272618696
cleveland,switzerland,cleveland -> switzerland,6,pseudo_label_sfda,0.0007279825287379,-0.0007279825287379,False,0.9523809523809524,1.0,0.0399574369409237,0.0911040710741029,0.0422603674317262,0.9999222483051722,0.9864498644986448,0.0087784505259942
cleveland,switzerland,cleveland -> switzerland,6,entropy_sfda,0.0040047940427223,-0.0040047940427223,False,0.9047619047619048,1.0,0.0750894975228676,0.1718744952063647,0.0805660228564586,0.9995837044698724,0.9864498644986448,0.0199037936584251
cleveland,switzerland,cleveland -> switzerland,6,reliability_gated_sfda,-0.0031114060881854,0.0031114060881854,True,0.9523809523809524,1.0,0.0219667557337234,0.050650731454096,0.0231223093971978,0.9999716600160984,1.0,0.0039555904553915
cleveland,switzerland,cleveland -> switzerland,6,conservative_candidate,0.0008874166595199,-0.0008874166595199,False,0.9761904761904764,1.0,0.0077683194350412,0.0195385769329732,0.0097812798331176,0.9999900547472038,0.9972899728997288,0.0016255428242247
cleveland,switzerland,cleveland -> switzerland,7,pseudo_label_sfda,0.0001292949739823,-0.0001292949739823,False,0.9761904761904764,1.0,0.0581113799726771,0.138734034337605,0.065441838667821,0.9997063543340918,0.991869918699187,0.0133028031228397
cleveland,switzerland,cleveland -> switzerland,7,entropy_sfda,0.0046424265800454,-0.0046424265800454,False,0.9523809523809524,1.0,0.0887262628849052,0.2132902907006957,0.1029970495389187,0.9988897921765236,0.964769647696477,0.0242633004483532
cleveland,switzerland,cleveland -> switzerland,7,reliability_gated_sfda,-0.0028624977286221,0.0028624977286221,True,1.0,1.0,0.0212206752351516,0.0515630744933339,0.023975867558271,0.9999220557370484,0.989159891598916,0.0039333172172792
cleveland,switzerland,cleveland -> switzerland,7,conservative_candidate,0.0019057563989164,-0.0019057563989164,False,1.0,1.0,0.0110920482125921,0.0260980901179638,0.01223023947848,0.9999870662875748,1.0,0.0022343319075984
cleveland,switzerland,cleveland -> switzerland,8,pseudo_label_sfda,0.0084549289414979,-0.0084549289414979,False,1.0,1.0,0.0414065834517704,0.1166003721435384,0.0581088059379534,0.9997006138012317,0.991869918699187,0.0232188773712491
cleveland,switzerland,cleveland -> switzerland,8,entropy_sfda,0.0073449457681184,-0.0073449457681184,False,0.9761904761904764,0.6666666666666666,0.0574967034470023,0.1626532364118943,0.0819839566346424,0.9992429833476034,0.978319783197832,0.0252127896964065
cleveland,switzerland,cleveland -> switzerland,8,reliability_gated_sfda,-0.0026638188285036,0.0026638188285036,True,1.0,1.0,0.0205546596045991,0.0542495096868048,0.0249135020490002,0.9999586344290664,0.994579945799458,0.0035202198215131
cleveland,switzerland,cleveland -> switzerland,8,conservative_candidate,0.0021138556040433,-0.0021138556040433,False,1.0,1.0,0.0078884140787139,0.0239938317520763,0.0115955921567622,0.9999801587387152,1.0,0.0030548745705708
cleveland,switzerland,cleveland -> switzerland,9,pseudo_label_sfda,0.0058270078129417,-0.0058270078129417,False,1.0,1.0,0.0522390614855919,0.1412189503581778,0.0685302275840685,0.9997401702663172,0.991869918699187,0.0174439352278302
cleveland,switzerland,cleveland -> switzerland,9,entropy_sfda,0.0149948861210972,-0.0149948861210972,False,0.9761904761904764,0.6666666666666666,0.0435613596050011,0.1689904043602386,0.0863304243171086,0.9983232313609922,0.962059620596206,0.034473217493756
cleveland,switzerland,cleveland -> switzerland,9,reliability_gated_sfda,-0.0030584411981795,0.0030584411981795,True,1.0,1.0,0.0222982870638068,0.0630466963696422,0.028615304101634,0.9999235496116476,0.991869918699187,0.0042819476315403
cleveland,switzerland,cleveland -> switzerland,9,conservative_candidate,0.0028710819790491,-0.0028710819790491,False,1.0,1.0,0.0089654811805967,0.0267672044597944,0.0124799805364008,0.9999718751845956,1.0,0.0040588948300214
cleveland,va_long_beach,cleveland -> va_long_beach,0,pseudo_label_sfda,-0.0008333093537703,0.0008333093537703,True,0.9761904761904764,0.6666666666666666,0.1023406559885055,0.2672793768731207,0.125432535665482,0.9989284654473504,0.9883333333333334,0.0320663169026374
cleveland,va_long_beach,cleveland -> va_long_beach,0,entropy_sfda,-0.0020141295437501,0.0020141295437501,True,0.9761904761904764,0.6666666666666666,0.0939360502951108,0.2665481360998091,0.1337901382348394,0.9978206745230424,0.97,0.0374407254904508
cleveland,va_long_beach,cleveland -> va_long_beach,0,reliability_gated_sfda,-0.0011242565447324,0.0011242565447324,True,1.0,1.0,0.0232472103777742,0.0598587629099347,0.0281865216591642,0.9999761769133586,1.0,0.0041551936417818
cleveland,va_long_beach,cleveland -> va_long_beach,0,conservative_candidate,0.0004036502748461,-0.0004036502748461,False,1.0,1.0,0.0066336443693214,0.0195841742290212,0.0092833851581018,0.9999832283903836,0.9983333333333334,0.0023179277777671
cleveland,va_long_beach,cleveland -> va_long_beach,1,pseudo_label_sfda,-0.0009906075481117,0.0009906075481117,True,1.0,1.0,0.1095748565361559,0.2532571290159831,0.1215112382823552,0.9997268347628488,0.9883333333333334,0.0288966327160596
cleveland,va_long_beach,cleveland -> va_long_beach,1,entropy_sfda,-0.0016859685155998,0.0016859685155998,True,1.0,1.0,0.1277733319228267,0.2997430845310737,0.1488368993607121,0.999245653128566,0.98,0.0391362059488892
cleveland,va_long_beach,cleveland -> va_long_beach,1,reliability_gated_sfda,-0.0010213045916463,0.0010213045916463,True,1.0,1.0,0.0257060181974887,0.060534022693173,0.0288869657363741,0.9999740368748374,0.995,0.0042158925160765
cleveland,va_long_beach,cleveland -> va_long_beach,1,conservative_candidate,6.446972145909835e-05,-6.446972145909835e-05,False,1.0,1.0,0.0020061931071516,0.0097157378011616,0.0045572444966251,0.999993470223658,1.0,0.0010355508327484
cleveland,va_long_beach,cleveland -> va_long_beach,2,pseudo_label_sfda,-0.0001645314532142,0.0001645314532142,True,0.9761904761904764,1.0,0.0948176020810669,0.2449143510824069,0.1204736799421047,0.9991436840389906,0.9833333333333334,0.0326228132843971
cleveland,va_long_beach,cleveland -> va_long_beach,2,entropy_sfda,-0.0004185728360468,0.0004185728360468,True,0.9523809523809524,1.0,0.0974999553942535,0.2625177292533044,0.1332926475280934,0.9986370973198756,0.98,0.0355624696984887
cleveland,va_long_beach,cleveland -> va_long_beach,2,reliability_gated_sfda,-0.0010774681977928,0.0010774681977928,True,1.0,1.0,0.024029991339589,0.0603681068523656,0.028501075062694,0.9999805466391216,0.9966666666666666,0.0039342405647039
cleveland,va_long_beach,cleveland -> va_long_beach,2,conservative_candidate,0.0005790065301599,-0.0005790065301599,False,1.0,1.0,0.0083130986311671,0.023932519449736,0.011009501406324,0.9999809524521536,0.9966666666666668,0.0031607455387711
cleveland,va_long_beach,cleveland -> va_long_beach,3,pseudo_label_sfda,-0.0003591954880896,0.0003591954880896,True,1.0,1.0,0.071554051075301,0.1971233487481367,0.0904929113256035,0.9995608314715514,0.9866666666666666,0.0294534835964441
cleveland,va_long_beach,cleveland -> va_long_beach,3,entropy_sfda,-0.0018140423227817,0.0018140423227817,True,1.0,1.0,0.0853944117484789,0.2374564099569761,0.116409773584832,0.998890031583822,0.9783333333333332,0.0296655047126114
cleveland,va_long_beach,cleveland -> va_long_beach,3,reliability_gated_sfda,-0.0008736252381144,0.0008736252381144,True,1.0,1.0,0.0201427140036745,0.0510583356446295,0.0237325134590783,0.999989006045372,0.9983333333333334,0.0033155769482254
cleveland,va_long_beach,cleveland -> va_long_beach,3,conservative_candidate,0.000647440402145,-0.000647440402145,False,1.0,1.0,0.0070871201722123,0.0197946107183815,0.0092760242004737,0.9999864479875538,0.9966666666666666,0.0030021378397941
cleveland,va_long_beach,cleveland -> va_long_beach,4,pseudo_label_sfda,0.0007453881964396,-0.0007453881964396,False,1.0,1.0,0.0912151164638299,0.2689675783444181,0.1322796369814161,0.9991921681195274,0.9866666666666666,0.0364921073615551
cleveland,va_long_beach,cleveland -> va_long_beach,4,entropy_sfda,-0.0009049421926509,0.0009049421926509,True,1.0,1.0,0.1045513879840929,0.3147293264899201,0.1576167810157319,0.998907240573631,0.9833333333333332,0.0382091897726058
cleveland,va_long_beach,cleveland -> va_long_beach,4,reliability_gated_sfda,-0.0010755017061555,0.0010755017061555,True,1.0,1.0,0.0220347498627229,0.062375780159964,0.0303828832324723,0.99998532241552,0.9983333333333334,0.0036212549731135
cleveland,va_long_beach,cleveland -> va_long_beach,4,conservative_candidate,0.0006450105142377,-0.0006450105142377,False,1.0,1.0,0.0055986731543654,0.0221544199889831,0.0107353159333313,0.9999775093355096,0.995,0.0036598449200391
cleveland,va_long_beach,cleveland -> va_long_beach,5,pseudo_label_sfda,-0.0006820669813279,0.0006820669813279,True,1.0,1.0,0.0782748786137287,0.2027750129306514,0.0970070846454038,0.9991472635414776,0.9883333333333332,0.0253777519613504
cleveland,va_long_beach,cleveland -> va_long_beach,5,entropy_sfda,-0.0009889013655772,0.0009889013655772,True,1.0,1.0,0.0769328905014707,0.2143407047367509,0.1062809832860808,0.9986959298449984,0.9816666666666666,0.02741260740906
cleveland,va_long_beach,cleveland -> va_long_beach,5,reliability_gated_sfda,-0.0007642340130276,0.0007642340130276,True,1.0,1.0,0.0177483124881545,0.042067224291386,0.0208221626507572,0.999982210056554,0.9983333333333332,0.0028982688114047
cleveland,va_long_beach,cleveland -> va_long_beach,5,conservative_candidate,0.0007077493119324,-0.0007077493119324,False,1.0,1.0,0.0108973778686949,0.0262473615887574,0.0147392641879884,0.9999724777407198,1.0,0.0026376881077885
cleveland,va_long_beach,cleveland -> va_long_beach,6,pseudo_label_sfda,-0.0004975756818296,0.0004975756818296,True,0.9523809523809524,1.0,0.0882912239496645,0.1903546440516947,0.0879371816146335,0.9997675626203072,0.9866666666666668,0.0185545798204839
cleveland,va_long_beach,cleveland -> va_long_beach,6,entropy_sfda,-0.0013945204452046,0.0013945204452046,True,0.9523809523809524,1.0,0.127231662827492,0.2750170405613062,0.1316844851565891,0.9991969807025612,0.985,0.0287143992260098
cleveland,va_long_beach,cleveland -> va_long_beach,6,reliability_gated_sfda,-0.0010720310313333,0.0010720310313333,True,0.9761904761904764,1.0,0.0229396918709916,0.0496093233555893,0.0241866745389895,0.9999885744711507,0.9983333333333334,0.0040296375006437
cleveland,va_long_beach,cleveland -> va_long_beach,6,conservative_candidate,0.0003976432285607,-0.0003976432285607,False,1.0,1.0,0.0079676411429393,0.0182612785469427,0.0094364252199986,0.9999892457020332,1.0,0.0015639762952923
cleveland,va_long_beach,cleveland -> va_long_beach,7,pseudo_label_sfda,-0.0008947475478498,0.0008947475478498,True,1.0,1.0,0.0996296287930077,0.2334180519505753,0.1084122494265942,0.999445213871775,0.985,0.0194503723829984
cleveland,va_long_beach,cleveland -> va_long_beach,7,entropy_sfda,-0.0006213478308895,0.0006213478308895,True,0.9761904761904764,0.6666666666666666,0.1240275934390324,0.2941586754799937,0.141675862520147,0.998777625229295,0.9833333333333334,0.032671602834016
cleveland,va_long_beach,cleveland -> va_long_beach,7,reliability_gated_sfda,-0.0009647406435549,0.0009647406435549,True,1.0,1.0,0.0233501446070744,0.0538688368183648,0.0260097616260052,0.9999738267256472,0.9933333333333334,0.0038244231790304
cleveland,va_long_beach,cleveland -> va_long_beach,7,conservative_candidate,0.0005034829962462,-0.0005034829962462,False,1.0,1.0,0.0102836605845283,0.0246621025884815,0.0119235942185882,0.9999860726429708,0.995,0.0019822492077946
cleveland,va_long_beach,cleveland -> va_long_beach,8,pseudo_label_sfda,-0.0018201803419827,0.0018201803419827,True,0.9761904761904764,1.0,0.0998693213791047,0.2532980458918609,0.11803259750233,0.9993293652718614,0.9916666666666666,0.028350038062781
cleveland,va_long_beach,cleveland -> va_long_beach,8,entropy_sfda,-0.0030386257006906,0.0030386257006906,True,0.9761904761904764,1.0,0.1002933568669106,0.2601636032317765,0.1295356083364009,0.9990289011336224,0.9933333333333332,0.0306667451933026
cleveland,va_long_beach,cleveland -> va_long_beach,8,reliability_gated_sfda,-0.000958917143513,0.000958917143513,True,1.0,1.0,0.0213737200572681,0.0516289820389647,0.0249998580352738,0.9999893255227076,0.9983333333333334,0.0034739926084876
cleveland,va_long_beach,cleveland -> va_long_beach,8,conservative_candidate,0.0007107873302619,-0.0007107873302619,False,1.0,1.0,0.0092183105136805,0.0260301850306859,0.012731320582705,0.9999785843447476,1.0,0.0038985231146216
cleveland,va_long_beach,cleveland -> va_long_beach,9,pseudo_label_sfda,0.0001741965557012,-0.0001741965557012,False,1.0,1.0,0.0785718459486781,0.2092101955434191,0.101215304213142,0.9990719391378912,0.9866666666666666,0.0321543703228235
cleveland,va_long_beach,cleveland -> va_long_beach,9,entropy_sfda,-0.0004660866225138,0.0004660866225138,True,0.9761904761904764,0.6666666666666666,0.0941159423936725,0.2594947402027173,0.132301293788698,0.9975847042631988,0.9633333333333334,0.0374343069829046
