source,target,seed,method,global_importance_spearman,global_top3_overlap_fraction,global_top3_jaccard,global_importance_l1_drift,global_importance_relative_l1_drift,patient_l1_drift_mean,patient_l1_drift_median,patient_l2_drift_mean,patient_cosine_similarity_mean,patient_cosine_similarity_median,patient_top3_overlap_mean,mean_absolute_probability_shift
cleveland,va_long_beach,6,conservative_candidate,1.0,1.0,1.0,0.01701193121092734,0.00796764114293939,0.01826127854694278,0.016137890517711653,0.009436425219998695,0.9999892457020333,0.9999923521239442,1.0,0.0015639762952923825
cleveland,va_long_beach,7,pseudo_label_sfda,1.0,1.0,1.0,0.22380595964845262,0.09962962879300778,0.23341805195057533,0.21547199855558585,0.10841224942659423,0.999445213871775,0.9995998123782679,0.985,0.019450372382998463
cleveland,va_long_beach,7,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.2786130482346926,0.12402759343903248,0.2941586754799937,0.2582756206393242,0.14167586252014705,0.998777625229295,0.9990272835801157,0.9833333333333334,0.03267160283401608
cleveland,va_long_beach,7,reliability_gated_sfda,1.0,1.0,1.0,0.0524532870896655,0.023350144607074463,0.05386883681836481,0.05085442587733269,0.026009761626005223,0.9999738267256472,0.9999800628381585,0.9933333333333334,0.0038244231790304155
cleveland,va_long_beach,7,conservative_candidate,1.0,1.0,1.0,0.023101004728232594,0.010283660584528334,0.0246621025884815,0.020409714081324616,0.011923594218588227,0.9999860726429707,0.9999899300613151,0.995,0.0019822492077946614
cleveland,va_long_beach,8,pseudo_label_sfda,0.9761904761904763,1.0,1.0,0.23762488543085064,0.09986932137910477,0.25329804589186095,0.23411801143083727,0.11803259750233,0.9993293652718614,0.9995279950943535,0.9916666666666666,0.028350038062781094
cleveland,va_long_beach,8,entropy_sfda,0.9761904761904763,1.0,1.0,0.2386338177317521,0.10029335686691065,0.2601636032317765,0.21662965766154224,0.12953560833640093,0.9990289011336224,0.9992682864333646,0.9933333333333333,0.030666745193302633
cleveland,va_long_beach,8,reliability_gated_sfda,1.0,1.0,1.0,0.05085573537202453,0.02137372005726817,0.05162898203896476,0.04704712991951966,0.02499985803527383,0.9999893255227077,0.9999923824065813,0.9983333333333334,0.0034739926084876123
cleveland,va_long_beach,8,conservative_candidate,1.0,1.0,1.0,0.021933662404335176,0.009218310513680512,0.026030185030685972,0.02190095419064158,0.012731320582705067,0.9999785843447477,0.999985694187965,1.0,0.0038985231146216387
cleveland,va_long_beach,9,pseudo_label_sfda,1.0,1.0,1.0,0.18765758548775913,0.07857184594867817,0.2092101955434191,0.19922411581501365,0.10121530421314208,0.9990719391378913,0.9993436583143929,0.9866666666666666,0.032154370322823526
cleveland,va_long_beach,9,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.224782430554551,0.09411594239367259,0.25949474020271734,0.23661252669990074,0.13230129378869804,0.9975847042631989,0.9981915404602995,0.9633333333333334,0.037434306982904675
cleveland,va_long_beach,9,reliability_gated_sfda,1.0,1.0,1.0,0.056023742126271765,0.0234570258610784,0.05789153495410573,0.05653086397796872,0.02807382973005917,0.9999795448185611,0.999984623335116,0.9983333333333334,0.004234891999512919
cleveland,va_long_beach,9,conservative_candidate,1.0,1.0,1.0,0.018278018872952148,0.007652968993498572,0.02272387494158464,0.02010696730576457,0.010715682921972407,0.9999837659243386,0.9999877461868409,0.995,0.0029513631016015993
hungary,cleveland,0,pseudo_label_sfda,1.0,1.0,1.0,0.6411885570577406,0.21109723935772307,0.673880813175658,0.6662669631186873,0.3293420309988482,0.9983702351177507,0.9986926153620407,0.966996699669967,0.03626532615669588
hungary,cleveland,0,entropy_sfda,0.9761904761904763,1.0,1.0,0.6995818760202239,0.23032195616564508,0.7175533854498269,0.6752468491904439,0.35811946709467063,0.9973133166896954,0.9978514925593129,0.9394939493949396,0.04844526959761436
hungary,cleveland,0,reliability_gated_sfda,1.0,1.0,1.0,0.07760107790386209,0.025548449260946036,0.08304948117128702,0.0822227088501676,0.038391733425939746,0.9999314689418363,0.9999475780531244,0.9922992299229921,0.004873161815819965
hungary,cleveland,0,conservative_candidate,1.0,1.0,1.0,0.014668051982736706,0.004829133717731737,0.021951922864450295,0.02068164758384214,0.010127877881491375,0.9999735037827522,0.9999812750993089,0.9944994499449944,0.002080830299716577
hungary,cleveland,1,pseudo_label_sfda,0.9761904761904763,0.6666666666666666,0.5,0.6984855711988929,0.21995594809486735,0.7142039588592759,0.6941220415756111,0.35185911360292316,0.9988429042913697,0.9989615503153486,0.966996699669967,0.03658461899622636
hungary,cleveland,1,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.6221416726764459,0.19591494385201583,0.6608349671801305,0.5840643765404818,0.3277074962769148,0.9970862934179829,0.9974483135829351,0.9438943894389439,0.045799972418781754
hungary,cleveland,1,reliability_gated_sfda,1.0,1.0,1.0,0.06736052149785537,0.021212102269764048,0.07233658810873267,0.06989624723792076,0.03411982953814568,0.9999741146422674,0.9999779364464116,0.9977997799779977,0.0040363845578318
hungary,cleveland,1,conservative_candidate,1.0,1.0,1.0,0.014611847971092676,0.004601330373057315,0.022031856700970118,0.019517564214766112,0.010264725651170281,0.9999793749076786,0.999986554882477,0.9988998899889988,0.001996183724883363
hungary,cleveland,2,pseudo_label_sfda,0.9047619047619048,1.0,1.0,0.7252274606742102,0.22733766751199327,0.7430306113306065,0.7341950749978424,0.35899248102508785,0.9984325504770549,0.9988152625307348,0.9702970297029703,0.03742804190469753
hungary,cleveland,2,entropy_sfda,0.9285714285714287,1.0,1.0,0.738952634536707,0.2316401094095958,0.763252026531587,0.723439123481512,0.36677992811506543,0.9969682553795549,0.9975491237359138,0.9581958195819581,0.05382045077178443
hungary,cleveland,2,reliability_gated_sfda,0.9047619047619048,1.0,1.0,0.08351712572441332,0.026180184271901493,0.08707743159137932,0.08616911387071013,0.0400366023228932,0.9999223183716355,0.999944058051789,0.9944994499449946,0.005039307285751836
hungary,cleveland,2,conservative_candidate,1.0,1.0,1.0,0.018926051581663578,0.005932765449597204,0.024405603213261177,0.024029901251196695,0.011150240241408073,0.9999711653191163,0.9999814445280105,0.997799779977998,0.0016800953081437026
hungary,cleveland,3,pseudo_label_sfda,0.9761904761904763,0.6666666666666666,0.5,0.7333490742677997,0.22202234268521553,0.7803037021842564,0.7655946239829063,0.35938913202558836,0.9978385779574848,0.9984232807914135,0.965896589658966,0.04371527073714304
hungary,cleveland,3,entropy_sfda,0.9285714285714287,0.6666666666666666,0.5,0.7356549504910808,0.22272044957455217,0.7911133239269397,0.7624391965800892,0.37012472481891273,0.9956737521710262,0.9969695912585457,0.9438943894389439,0.05870526232188045
hungary,cleveland,3,reliability_gated_sfda,1.0,1.0,1.0,0.07570101141178685,0.022918575187493267,0.08510074700725845,0.08339133532717824,0.038072237693207917,0.9999317846818757,0.9999511940292416,0.9922992299229921,0.0049092818371238465
hungary,cleveland,3,conservative_candidate,1.0,1.0,1.0,0.013820787380675534,0.004184260537964901,0.02343985015330372,0.02214717213064425,0.010783634177183978,0.9999817409958931,0.9999876291275622,0.9977997799779977,0.001803725143347441
hungary,cleveland,4,pseudo_label_sfda,0.9761904761904763,1.0,1.0,0.6851385202117242,0.22051164876691987,0.6966220860052723,0.6722979471087455,0.34041611408333383,0.9988695114275622,0.9990624070087526,0.9691969196919693,0.0362796101307269
hungary,cleveland,4,entropy_sfda,0.9761904761904763,1.0,1.0,0.7812666004793924,0.2514504455901839,0.8134827562541549,0.7837231326848271,0.3896274261292165,0.9966575567409868,0.9971919555077594,0.9460946094609461,0.05201007561641361
hungary,cleveland,4,reliability_gated_sfda,1.0,1.0,1.0,0.07882471767806663,0.025369714219842823,0.0824206722325879,0.08093692705733727,0.03844410983157402,0.9999509093593891,0.9999643742031102,0.9944994499449946,0.0046951193854261955
hungary,cleveland,4,conservative_candidate,1.0,1.0,1.0,0.011952813061203105,0.003847009674356313,0.016620804849057688,0.015550277661532176,0.007530641325328261,0.9999873256210992,0.9999903808117722,0.9977997799779977,0.0012285748293789302
hungary,cleveland,5,pseudo_label_sfda,0.9523809523809524,0.6666666666666666,0.5,0.6043184463530448,0.20359438255190862,0.6181564010892382,0.6162772993557157,0.30074403046505005,0.9987129192999649,0.9989424462242434,0.9691969196919691,0.03703675679124819
hungary,cleveland,5,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.604441738395553,0.20363591953860746,0.63440990310019,0.609455453697592,0.3113286776320814,0.9966601526198661,0.9973312742821875,0.9405940594059405,0.05091710243583119
hungary,cleveland,5,reliability_gated_sfda,1.0,1.0,1.0,0.06313816418576595,0.02127119506352511,0.06793681204712046,0.06634380808100118,0.03135713634597816,0.9999561432041503,0.9999645376737383,0.9922992299229924,0.004109018614435744
hungary,cleveland,5,conservative_candidate,1.0,1.0,1.0,0.010022336829483662,0.0033765169520142664,0.016329217648841363,0.015913791139610077,0.007657417980251166,0.9999866576180411,0.9999899553013603,0.997799779977998,0.0010192049390608706
hungary,cleveland,6,pseudo_label_sfda,0.9523809523809524,1.0,1.0,0.6763694228119084,0.21595763064235113,0.6926556324332982,0.6922063920646905,0.34442579483244823,0.9977904672365159,0.998461072156973,0.965896589658966,0.04067214970283284
hungary,cleveland,6,entropy_sfda,0.9523809523809524,1.0,1.0,0.8157252413625804,0.2604524752870323,0.8434972079374845,0.8303372077643874,0.4196065253410153,0.9941272559087408,0.995962469055321,0.935093509350935,0.06273003554251352
hungary,cleveland,6,reliability_gated_sfda,0.9761904761904763,1.0,1.0,0.07819447986265421,0.024966673582383192,0.08459402540151725,0.0824916344136003,0.04002596037648959,0.999928423115687,0.9999527038580462,0.9955995599559957,0.004870112296870045
hungary,cleveland,6,conservative_candidate,1.0,1.0,1.0,0.017222507667347203,0.005498965246089099,0.02250886758020138,0.02165932301431892,0.010397614619341933,0.9999762525906114,0.9999833709217218,0.997799779977998,0.001382311099138197
hungary,cleveland,7,pseudo_label_sfda,1.0,1.0,1.0,0.7531414744309057,0.22952725869441476,0.7718274854664187,0.7606334015727045,0.3614939351598153,0.9985291100842354,0.9986937109139149,0.9548954895489549,0.040935556098462236
hungary,cleveland,7,entropy_sfda,1.0,1.0,1.0,0.7833789635654812,0.23874243038059173,0.8201338293899167,0.797576155338902,0.3827261470252555,0.9959660049663408,0.9965371800693504,0.9218921892189218,0.0559669734615058
hungary,cleveland,7,reliability_gated_sfda,1.0,1.0,1.0,0.07319377786612072,0.02230652242301904,0.07894732298645314,0.07618039380758998,0.037347427568449325,0.9999541506574446,0.9999600182004514,0.9867986798679867,0.004653645654765294
hungary,cleveland,7,conservative_candidate,1.0,1.0,1.0,0.012646138018058244,0.0038540347210986314,0.019442768031492242,0.018464224063791237,0.009100486429258366,0.999985344660556,0.9999873128826622,0.9933993399339934,0.00131999298303139
hungary,cleveland,8,pseudo_label_sfda,1.0,1.0,1.0,0.632489110230633,0.22442313467421948,0.6679574261354063,0.6655108388513329,0.3238505767185249,0.9984878030966405,0.9988009835246119,0.9680968096809682,0.03961029164370137
hungary,cleveland,8,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.7278170680334555,0.2582479053558839,0.7828167068849148,0.7594703114591538,0.3735473607068601,0.9957357975623532,0.9966019247572219,0.9427942794279428,0.0582267492487043
hungary,cleveland,8,reliability_gated_sfda,1.0,1.0,1.0,0.07373756103641388,0.02616395179513734,0.08295334436183045,0.08259830251336078,0.036951899919239965,0.9999136473491802,0.999933351904691,0.9922992299229921,0.005135034091106737
hungary,cleveland,8,conservative_candidate,1.0,1.0,1.0,0.01695204588194921,0.006015014668918133,0.025895641233345368,0.02403449453413481,0.011584899852680105,0.9999632430152756,0.9999705268656491,0.9911991199119913,0.00161661732044354
hungary,cleveland,9,pseudo_label_sfda,1.0,1.0,1.0,0.7363077066526571,0.23399124866438842,0.7578657289647855,0.72632856015116,0.3567518906899985,0.999003670613832,0.9992397118152222,0.968096809680968,0.03929192345073022
hungary,cleveland,9,entropy_sfda,0.9761904761904763,1.0,1.0,0.7042087849198164,0.22379053134310278,0.7320135247820344,0.6785295335575938,0.34119228113407596,0.9976340115414949,0.9981123480094722,0.9405940594059408,0.054547898409882
hungary,cleveland,9,reliability_gated_sfda,1.0,1.0,1.0,0.07154244951852995,0.022735477225212318,0.07562710662414576,0.07278370857238767,0.034058929541412625,0.9999666104064246,0.9999754305519782,0.9977997799779977,0.004107965519129245
hungary,cleveland,9,conservative_candidate,1.0,1.0,1.0,0.012014203745811955,0.0038179941766072877,0.017664248183125276,0.016340814530849408,0.008125455749073772,0.9999858961203835,0.9999900860399156,0.9988998899889988,0.0011137553579834859
hungary,switzerland,0,pseudo_label_sfda,1.0,1.0,1.0,0.16986426180765724,0.060041014369357,0.1935923671267304,0.18736350163817406,0.0973905337896992,0.9996064351624868,0.9997471288027411,0.9891598915989159,0.01867028465115927
hungary,switzerland,0,entropy_sfda,1.0,1.0,1.0,0.2773589080373394,0.09803657347179766,0.30679436859527337,0.29311834753025323,0.15608537587182028,0.9995052159486318,0.9997185021242936,0.9864498644986449,0.02228477398857354
hungary,switzerland,0,reliability_gated_sfda,1.0,1.0,1.0,0.055097794521856154,0.01947512347448661,0.06268865678927196,0.05917876493185741,0.033999712209811496,0.9999637220704494,0.9999777893543108,0.9972899728997289,0.0049640214661272565
hungary,switzerland,0,conservative_candidate,1.0,1.0,1.0,0.007450738184937654,0.002633572675403065,0.01265532455673986,0.010604480281472303,0.006140779649931118,0.9999933591153527,0.9999960324760555,0.9972899728997289,0.0013547320433748443
hungary,switzerland,1,pseudo_label_sfda,1.0,1.0,1.0,0.12002131420427102,0.043560040616141694,0.12872168465968925,0.1234575277194381,0.06396802675230204,0.9998802859155388,0.9999249147715261,0.994579945799458,0.012122630739842
hungary,switzerland,1,entropy_sfda,1.0,1.0,1.0,0.2704226601061059,0.09814608460042899,0.2897125593241308,0.27585028391331434,0.14257804330437002,0.9996625263467173,0.9997514659962241,0.983739837398374,0.021456482994362588
hungary,switzerland,1,reliability_gated_sfda,1.0,1.0,1.0,0.058289391753155825,0.021155311363582018,0.06218904293519899,0.0603956121485681,0.03192812140859444,0.9999816548892828,0.9999858284660937,1.0,0.004552919054176751
hungary,switzerland,1,conservative_candidate,1.0,1.0,1.0,0.010022041654286232,0.0036373584509695107,0.013540317729868873,0.012290393002331198,0.006482922022898557,0.999993381844629,0.9999952588661933,1.0,0.001326141833532144
hungary,switzerland,2,pseudo_label_sfda,1.0,1.0,1.0,0.19666353357823085,0.07115828593188163,0.2100449131703647,0.1983475612942129,0.10498413471728403,0.9995661785336404,0.9997129116226271,1.0,0.015465768432714095
hungary,switzerland,2,entropy_sfda,0.9285714285714287,1.0,1.0,0.26840164262295174,0.09711511068091996,0.28923279782750655,0.272554766619578,0.14354373574469373,0.9989845026277383,0.9994048083716192,0.994579945799458,0.027632586188553784
hungary,switzerland,2,reliability_gated_sfda,0.9761904761904763,1.0,1.0,0.0598368963228717,0.02165063802296379,0.06457239060524089,0.05982899875380099,0.034418210415454446,0.9999570829591018,0.99996866074053,1.0,0.005114530644765709
hungary,switzerland,2,conservative_candidate,1.0,1.0,1.0,0.013080466625846068,0.004732873285398041,0.018047419539566983,0.017413659952580998,0.008939508442537755,0.9999875221177885,0.9999909877784018,0.9972899728997289,0.0031357178297953905
hungary,switzerland,3,pseudo_label_sfda,1.0,1.0,1.0,0.12763826667261635,0.04717283061566659,0.14183872947710258,0.14100847765803332,0.0673891102171435,0.9996121311784918,0.9997686320525239,0.983739837398374,0.013825632662065629
hungary,switzerland,3,entropy_sfda,0.9761904761904763,0.6666666666666666,0.5,0.24824167848115272,0.09174570413727277,0.2731854244998985,0.2651187861338258,0.1328057977532747,0.9992402000385723,0.9995031150447196,0.9810298102981029,0.019345338145891827
hungary,switzerland,3,reliability_gated_sfda,1.0,1.0,1.0,0.06237703618463593,0.023053441878778065,0.06739836712109182,0.06461234297603366,0.03332660621964473,0.9999632905652631,0.999976026975483,0.994579945799458,0.005457892377928997
hungary,switzerland,3,conservative_candidate,1.0,1.0,1.0,0.0112853383975451,0.004170860123268084,0.018747212698507036,0.016827694256789823,0.009452756522731953,0.9999836925690789,0.9999919853343234,0.9972899728997289,0.0032249195728360127
hungary,switzerland,4,pseudo_label_sfda,1.0,1.0,1.0,0.16525834893648758,0.05879638401405183,0.17234286848205801,0.16342507908120754,0.08081814154829076,0.9997248469959712,0.9998311822340119,0.991869918699187,0.015892111279857835
hungary,switzerland,4,entropy_sfda,1.0,1.0,1.0,0.3083753657595413,0.10971522190772919,0.32223468185099585,0.31324181798845535,0.15632338661296458,0.9992547086518678,0.9995897572723561,0.994579945799458,0.022933038118166656
hungary,switzerland,4,reliability_gated_sfda,1.0,1.0,1.0,0.06623542004423885,0.02356554580942714,0.06981086501722958,0.06633477751165617,0.03417803541845786,0.9999684443884493,0.9999815937397286,0.9972899728997289,0.004609678637206074
hungary,switzerland,4,conservative_candidate,1.0,1.0,1.0,0.0066139814320846785,0.002353153076048906,0.013835503531400327,0.011560778133571111,0.006871466002526174,0.9999899434105689,0.9999937190409673,1.0,0.002175469345193568
hungary,switzerland,5,pseudo_label_sfda,1.0,1.0,1.0,0.09124070763298334,0.03609655676572846,0.10120314582794282,0.09783576847985387,0.049390238096181815,0.9998642953885732,0.9999113608828202,0.994579945799458,0.007558599720156293
hungary,switzerland,5,entropy_sfda,1.0,1.0,1.0,0.2365970078652736,0.09360226971675784,0.260490535175176,0.2446540743112564,0.1302837950425427,0.9992107650685118,0.9994834852065688,0.991869918699187,0.01930050309596023
hungary,switzerland,5,reliability_gated_sfda,1.0,1.0,1.0,0.05005796418165137,0.019803881321571237,0.056247837455944145,0.051697500050068096,0.02885767765695515,0.9999515930875315,0.9999725871884895,1.0,0.004354626758069529
hungary,switzerland,5,conservative_candidate,1.0,1.0,1.0,0.01196266741589342,0.004732658422425783,0.01917707983085439,0.016456426586955744,0.009972302404040108,0.9999812198288396,0.9999894418163556,1.0,0.002759785762405008
hungary,switzerland,6,pseudo_label_sfda,1.0,1.0,1.0,0.1044886477562037,0.04484870905538154,0.11249081034161722,0.10859526990680023,0.055866265406993916,0.9999077702366262,0.9999508791969712,0.9972899728997289,0.008252316525554273
hungary,switzerland,6,entropy_sfda,1.0,1.0,1.0,0.2666358776009955,0.11444568529736172,0.285769324809513,0.2701670724200088,0.14042026535887206,0.9993614789753408,0.9995717548326417,0.991869918699187,0.02118747994848868
hungary,switzerland,6,reliability_gated_sfda,1.0,1.0,1.0,0.05990675470987243,0.025713229811375936,0.06376600359292538,0.05942844133824129,0.03221671662960025,0.9999714701680517,0.9999816781922305,1.0,0.004834449842451072
hungary,switzerland,6,conservative_candidate,1.0,1.0,1.0,0.014716555335718112,0.0063166527916891126,0.02082847987224423,0.018661607522517415,0.010644502720915978,0.9999672948505908,0.999983886810769,0.9972899728997289,0.0029187499568229733
hungary,switzerland,7,pseudo_label_sfda,1.0,1.0,1.0,0.12365681682246303,0.04750493951858074,0.13846104990004346,0.12502498333924433,0.06856553557023114,0.9998069363893092,0.9998964972788942,0.986449864498645,0.010316889945084479
hungary,switzerland,7,entropy_sfda,1.0,1.0,1.0,0.2582176567603391,0.09919885116112129,0.287061608715156,0.2677313109452373,0.14065634768692717,0.999310507058269,0.999538148334773,0.9810298102981029,0.021513400947659963
hungary,switzerland,7,reliability_gated_sfda,1.0,1.0,1.0,0.0578679130055199,0.022230975841311965,0.062190364092446826,0.058416294166818226,0.03221628227152737,0.9999756782927813,0.9999828995281453,0.994579945799458,0.00514527537473818
hungary,switzerland,7,conservative_candidate,1.0,1.0,1.0,0.016528561592707408,0.0063497374343544286,0.02210109549089726,0.02068174912710663,0.01142232349924269,0.9999828116293711,0.9999896021015231,0.9972899728997289,0.003326182988116414
hungary,switzerland,8,pseudo_label_sfda,1.0,1.0,1.0,0.11952842543129315,0.04590130378887944,0.1260212543512922,0.11553559126332401,0.0647970234123722,0.9998806767074692,0.9999083742010287,0.994579945799458,0.0084472878010777
hungary,switzerland,8,entropy_sfda,1.0,1.0,1.0,0.26490721635250297,0.10172966446924522,0.2794200460929704,0.2645692597143352,0.14348710872471668,0.9995833740114426,0.9996926819767371,0.9810298102981029,0.019214929270792783
hungary,switzerland,8,reliability_gated_sfda,1.0,1.0,1.0,0.06123687650817636,0.023516184217616257,0.06501880192654498,0.06118962867185461,0.0339742408526124,0.9999706564226848,0.9999804164391773,0.9972899728997289,0.005069190075969314
hungary,switzerland,8,conservative_candidate,1.0,1.0,1.0,0.01049525340468832,0.0040303870241040285,0.01596477780873192,0.013626701198518349,0.008385368600690037,0.9999857858430594,0.9999899126769286,0.9972899728997289,0.002726194547201551
hungary,switzerland,9,pseudo_label_sfda,1.0,1.0,1.0,0.17761641619467916,0.06180547885517414,0.1813413387418718,0.1687925788573923,0.08842305828688228,0.9997951553501132,0.9998724736726307,0.9728997289972899,0.013374277670693595
hungary,switzerland,9,entropy_sfda,1.0,1.0,1.0,0.25110924120022754,0.08737889903334518,0.266954692446781,0.2523937635123731,0.13387489987205453,0.9995508665435894,0.9997084096157276,0.9728997289972899,0.01901442933131039
hungary,switzerland,9,reliability_gated_sfda,1.0,1.0,1.0,0.05849295959950446,0.02035389214103526,0.061348777012053185,0.05942734889686113,0.032556046391379,0.9999698127966373,0.9999771824122559,0.991869918699187,0.005627377912765594
hungary,switzerland,9,conservative_candidate,1.0,1.0,1.0,0.010809449986881187,0.00376138223545725,0.016337569703265668,0.016368309967219774,0.00809750457277829,0.9999877341027633,0.9999925449874615,0.997289972899729,0.0019349538213838378
hungary,va_long_beach,0,pseudo_label_sfda,1.0,1.0,1.0,0.2859574725251879,0.10449180910523259,0.31861413550039286,0.3118874026695264,0.15837854207757712,0.9990174565873403,0.999324939152478,0.975,0.026986856088042264
hungary,va_long_beach,0,entropy_sfda,1.0,1.0,1.0,0.480761018221092,0.17567503341522475,0.5111850120985764,0.48806160845560964,0.2629861417780389,0.9989870052859472,0.9993823901470538,0.9733333333333333,0.03201461803168059
hungary,va_long_beach,0,reliability_gated_sfda,1.0,1.0,1.0,0.06670978457928882,0.024376443161828007,0.06913586109090827,0.06617915141396236,0.03586113394377114,0.9999833997046542,0.9999906939140396,0.9966666666666666,0.005007991120219229
hungary,va_long_beach,0,conservative_candidate,1.0,1.0,1.0,0.013011463638395157,0.00475452298090621,0.01742471241625026,0.016907320125028394,0.008571375506250834,0.9999851210617261,0.9999892029173788,0.995,0.0013417889364063732
hungary,va_long_beach,1,pseudo_label_sfda,1.0,1.0,1.0,0.2732004806669646,0.10804409778330148,0.28855362051490374,0.2831883910112084,0.14161702810830887,0.9996367075612278,0.9997221907392484,0.995,0.021723397858440876
hungary,va_long_beach,1,entropy_sfda,1.0,1.0,1.0,0.4618619539341399,0.1826550890079784,0.4830856186984693,0.47461396618746227,0.2514875802039382,0.999189645509743,0.9993753066962533,0.99,0.03189527716487646
hungary,va_long_beach,1,reliability_gated_sfda,1.0,1.0,1.0,0.06595921976913827,0.026085255681282494,0.06963320074028162,0.06911342311650506,0.035247369882657094,0.999982060858151,0.999987237485076,0.9966666666666667,0.005178369656205179
hungary,va_long_beach,1,conservative_candidate,1.0,1.0,1.0,0.006126435622304666,0.002422855215420661,0.0131657702306484,0.012650314019992786,0.006325072503232718,0.9999907971698024,0.9999932611760605,0.9983333333333334,0.00091182386502623
hungary,va_long_beach,2,pseudo_label_sfda,1.0,1.0,1.0,0.27065022005922845,0.1013802906699279,0.2889023938290984,0.28002422361169,0.1467994620874112,0.999237483014996,0.9995501519033867,0.9866666666666666,0.025281459959223866
hungary,va_long_beach,2,entropy_sfda,1.0,1.0,1.0,0.47788877816272374,0.17900781025572884,0.49582214180218215,0.48507049682666525,0.25769623886216636,0.9986684375462744,0.9991408417590635,0.9883333333333333,0.03417679294943809
hungary,va_long_beach,2,reliability_gated_sfda,1.0,1.0,1.0,0.0675319232101174,0.025296140542737048,0.06915466382626619,0.0677764420397581,0.0358213419271354,0.9999857538889028,0.9999907662755423,1.0,0.005458732992410659
hungary,va_long_beach,2,conservative_candidate,1.0,1.0,1.0,0.010104563240383828,0.003784972198354773,0.015885866931712362,0.01496726751793187,0.007877562722624996,0.9999830137759774,0.9999890121948986,0.9983333333333333,0.0023618507292121702
hungary,va_long_beach,3,pseudo_label_sfda,0.9285714285714287,1.0,1.0,0.3246830197298914,0.12452941356113247,0.33713539969441625,0.3300288818427362,0.1633169847122563,0.999216121005625,0.9995259343656611,0.9866666666666666,0.025176488040015106
hungary,va_long_beach,3,entropy_sfda,0.9761904761904763,1.0,1.0,0.44777349369065633,0.17173971901550397,0.4664662359531576,0.45684355823323136,0.23763752834474464,0.9988974385164328,0.9992477114764311,0.975,0.03407491699792445
hungary,va_long_beach,3,reliability_gated_sfda,1.0,1.0,1.0,0.06467756818035923,0.024806531745210313,0.06733421989529231,0.0659420455340295,0.03365821979798973,0.9999805311483451,0.9999896744606246,0.9966666666666666,0.0055100116319954425
hungary,va_long_beach,3,conservative_candidate,1.0,1.0,1.0,0.008090821798978104,0.003103165957654829,0.018056000451761055,0.016208059882046433,0.00872961677828462,0.9999764624439116,0.99998981508182,0.9966666666666666,0.002335006687790151
hungary,va_long_beach,4,pseudo_label_sfda,1.0,1.0,1.0,0.3072626287570893,0.10960236287142142,0.3135345716971642,0.3119957968592645,0.15362112924136806,0.9996746257447672,0.9997697260410232,0.9833333333333333,0.02349181276746094
hungary,va_long_beach,4,entropy_sfda,0.9761904761904763,1.0,1.0,0.5257332999377831,0.18753211917263224,0.5371949023839988,0.5246228741016237,0.2717653151156149,0.9993095563833174,0.9995007481872292,0.9833333333333333,0.03223410081118345
hungary,va_long_beach,4,reliability_gated_sfda,1.0,1.0,1.0,0.07987961321908411,0.02849352161530919,0.08215356907304568,0.08008958259597408,0.03940378846131166,0.9999793607511588,0.9999849414979607,1.0,0.005122986221686009
hungary,va_long_beach,4,conservative_candidate,1.0,1.0,1.0,0.011958624978578872,0.004265710931548504,0.01909598830257891,0.017831405159085937,0.009453478100237233,0.9999851320038959,0.9999918292580422,0.9966666666666666,0.0023622886184602914
hungary,va_long_beach,5,pseudo_label_sfda,1.0,1.0,1.0,0.20666679450554512,0.08580801108877212,0.21565587188673818,0.2088809000561016,0.10831159799081622,0.9998058515074467,0.9998608478814639,0.995,0.016137210065498946
hungary,va_long_beach,5,entropy_sfda,0.9761904761904763,1.0,1.0,0.42565988998940146,0.17673389983931875,0.4406413815591804,0.4383166402694766,0.22999691305089612,0.999279374626164,0.9994929508838541,0.99,0.034115591514855624
hungary,va_long_beach,5,reliability_gated_sfda,1.0,1.0,1.0,0.059792040338797973,0.024825643000304168,0.06252715112161239,0.060956334229558665,0.030503011737356298,0.9999682920912798,0.9999788510913161,0.9966666666666666,0.004921740274876355
hungary,va_long_beach,5,conservative_candidate,1.0,1.0,1.0,0.008042492383683507,0.003339241203656271,0.01757587699306896,0.016048477962613165,0.008926116193698149,0.9999764952532508,0.9999867917535117,0.995,0.002470890022814273
hungary,va_long_beach,6,pseudo_label_sfda,1.0,1.0,1.0,0.2405015955675481,0.10274547222997192,0.2479308305601444,0.2355921528069303,0.12306952823643233,0.9997484793235316,0.9998288163972241,0.9916666666666666,0.017462033433839678
hungary,va_long_beach,6,entropy_sfda,1.0,1.0,1.0,0.477905182896841,0.20416743424097533,0.49537880654917216,0.4940882908704227,0.25602293274775767,0.9989652647218584,0.9993044454797146,0.9816666666666666,0.03744051445275545
hungary,va_long_beach,6,reliability_gated_sfda,1.0,1.0,1.0,0.07031330032434202,0.030038774706770275,0.0723377901443746,0.07220584887545557,0.03603410407742189,0.9999605656104467,0.9999715935717717,0.99,0.0059787621907889865
