source,target,method,delta_roc_auc_mean,delta_roc_auc_std,delta_roc_auc_median,brier_improvement_mean,brier_improvement_std,brier_improvement_median,brier_degradation_mean,brier_degradation_std,brier_degradation_median,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_balanced_accuracy_median,global_importance_spearman_mean,global_importance_spearman_std,global_importance_spearman_median,global_top3_overlap_fraction_mean,global_top3_overlap_fraction_std,global_top3_overlap_fraction_median,global_importance_relative_l1_drift_mean,global_importance_relative_l1_drift_std,global_importance_relative_l1_drift_median,patient_l1_drift_mean_mean,patient_l1_drift_mean_std,patient_l1_drift_mean_median,patient_l2_drift_mean_mean,patient_l2_drift_mean_std,patient_l2_drift_mean_median,patient_cosine_similarity_mean_mean,patient_cosine_similarity_mean_std,patient_cosine_similarity_mean_median,patient_top3_overlap_mean_mean,patient_top3_overlap_mean_std,patient_top3_overlap_mean_median,mean_absolute_probability_shift_mean,mean_absolute_probability_shift_std,mean_absolute_probability_shift_median
va_long_beach,cleveland,conservative_candidate,-2.193367257412963e-05,0.0003671661557433198,-0.00010966836287062406,0.00026805610895898693,0.0005027426553074309,0.00024040435892195,-0.00026805610895898693,0.0005027426553074309,-0.00024040435892195,0.0006645902789962702,0.006228039195116382,0.00179856115107905,1.0,0.0,1.0,1.0,0.0,1.0,0.01042244270111138,0.002984323987134381,0.0102653668324596,0.014779074979317611,0.00395893303532164,0.013996093038442702,0.007029055957955879,0.002212084330580671,0.0064418977204959,0.9999594493674067,3.463348974692728e-05,0.999969784719507,0.9957095709570958,0.0021033561275687856,0.9961496149614961,0.0018998346903142502,0.00067500207711864,0.0018915511889032
va_long_beach,cleveland,entropy_sfda,-0.003478680470257965,0.006793981978087872,-0.0031145815055272498,-0.05213534146071543,0.014677165470300391,-0.048569046739363256,0.05213534146071543,0.014677165470300391,0.048569046739363256,-0.11017283733988414,0.05748077856651635,-0.09856992454816625,0.9404761904761907,0.039283710065919394,0.9523809523809526,0.9,0.1610152971798827,1.0,0.24137187019520107,0.0841723342183919,0.2111253453596032,0.35354107727220246,0.12075407271081909,0.3456464976990395,0.17014398127131106,0.060247383654376804,0.16574344377279404,0.9796734138726452,0.011840616340192553,0.9832792712121337,0.9105610561056106,0.01843062791451484,0.9141914191419143,0.0967084093160755,0.01776806335788279,0.09692548889138125
va_long_beach,cleveland,pseudo_label_sfda,-0.00026759080540448,0.0008267698348819474,0.0,-0.002583261869327069,0.0018297106427088324,-0.0032591520396091,0.002583261869327069,0.0018297106427088324,0.0032591520396091,-0.01136602912791714,0.0099580902572177,-0.0113726092296894,0.9976190476190476,0.007529232524210363,1.0,1.0,0.0,1.0,0.03406705484742207,0.024201925792672524,0.038038408106833746,0.04475081396742271,0.03213729717640664,0.05306889782519585,0.02131983777342298,0.015363667374451063,0.02510755383748865,0.9997703500362863,0.00023571223248262916,0.9998333956637412,0.9903190319031904,0.007200843540085673,0.988998899889989,0.0075023280216915305,0.0049872626117145775,0.009381225990383501
va_long_beach,cleveland,reliability_gated_sfda,0.0001666959115633989,0.00030588540363786433,0.00019740305316715,0.0001283765136397041,0.0006129910627142602,1.3912618058220527e-05,-0.0001283765136397041,0.0006129910627142602,-1.3912618058220527e-05,0.00096946832777676,0.005017990961184149,0.0030487804878048,0.9952380952380953,0.010038976698947148,1.0,1.0,0.0,1.0,0.02143303843834325,0.00977298637233513,0.025965000810028498,0.029066312337283774,0.013348452990374423,0.0310513695708743,0.01398971133326452,0.005923717829990191,0.01545964020373615,0.9999303609999973,2.5674056103722266e-05,0.9999413213764221,0.9942794279427943,0.002924444743289656,0.995049504950495,0.0029079182214862497,0.0011087284999745665,0.0032955640711800002
va_long_beach,hungary,conservative_candidate,-0.00030108390204729,0.0005637729006540835,-0.0002509032517061,-4.445811129614e-05,0.0005245332009166902,-0.00016830688750690001,4.445811129614e-05,0.0005245332009166902,0.00016830688750690001,-0.00153552790044162,0.008808231343247638,0.0003010839020473,0.9952380952380953,0.010038976698947148,1.0,1.0,0.0,1.0,0.01431003218949306,0.0038284618435243077,0.0157010445745186,0.015505176630314671,0.004119780611557529,0.014872457755526348,0.0076727680102934796,0.002210551082855865,0.00746394799210155,0.9999234668899384,5.647610288300138e-05,0.9999407906228294,0.9936507936507937,0.004006759873227124,0.9943310657596371,0.0019070157185703302,0.0004929445931120197,0.0018224386232239499
va_long_beach,hungary,entropy_sfda,0.00667402649538337,0.007994260420845086,0.00795363307908455,-0.042273778423910405,0.013977167306026717,-0.04172071283524005,0.042273778423910405,0.013977167306026717,0.04172071283524005,-0.1358089120835006,0.08021518596274384,-0.13260236852669605,0.9261904761904762,0.04949989247464347,0.9285714285714288,0.9,0.16101529717988267,1.0,0.3187658236034353,0.09172560052230688,0.3065611667379861,0.3460469163905309,0.105754577210925,0.3621076289849462,0.16944248795114544,0.053346778333527266,0.1725389046028687,0.9752205124079568,0.015073297714263433,0.9796993351501304,0.8844671201814058,0.033401094564649375,0.8843537414965986,0.0834837881683492,0.01555654454052772,0.08255303488904925
va_long_beach,hungary,pseudo_label_sfda,0.00087816138097148,0.0012264923841588326,0.0,-0.0005150233923135269,0.0007753514187300644,-7.215027381102246e-09,0.0005150233923135269,0.0007753514187300644,7.215027381102246e-09,-0.00484745082296265,0.008398001657672068,0.0,0.9976190476190476,0.007529232524210367,1.0,1.0,0.0,1.0,0.014901028161460012,0.019884769655607436,0.0,0.014647742241477519,0.019096967152781218,0.0,0.0069674399863452405,0.009119028691153391,0.0,0.9998804369050545,0.0001786123041254418,1.0,0.9947845804988662,0.007730471761478734,1.0,0.00252018178604085,0.003322804997367239,0.0
va_long_beach,hungary,reliability_gated_sfda,0.0003211561621839,0.0007230194160709122,0.0004014452027298,0.0003007423762410963,0.0008124704744437628,0.0004550788331787,-0.0003007423762410963,0.0008124704744437628,-0.0004550788331787,-0.00186170212765958,0.007599619778898833,-0.0013297872340425,0.9928571428571429,0.011501092655705808,1.0,1.0,0.0,1.0,0.02998759461327477,0.008236044591151648,0.030563115700418503,0.03200909160445903,0.00964390967336899,0.03543673222259405,0.0149079109338013,0.004227382971170668,0.016575191420383953,0.9998534283556187,4.7464013089643835e-05,0.9998748625499002,0.9904761904761905,0.003346325566315798,0.9914965986394557,0.0037284111388686198,0.0009591302692897939,0.00381807511558335
va_long_beach,switzerland,conservative_candidate,-0.00043478260869565105,0.0007600064117174887,0.0,-0.0001491798239483302,0.00039214286002913504,-7.420950202311861e-05,0.0001491798239483302,0.00039214286002913504,7.420950202311861e-05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.00381884006506015,0.003686318393596551,0.004204659355137299,0.00591371025877802,0.005673426176876712,0.0059501165332168995,0.00282230612907221,0.0027265177767743713,0.0028171166591923003,0.9999909322008893,8.781574121192034e-06,0.9999912367681141,0.9981029810298102,0.0028708669524969755,1.0,0.0007333032726271999,0.0006961857305189144,0.00080433003301535
va_long_beach,switzerland,entropy_sfda,0.00532608695652168,0.006243038551119627,0.0054347826086956,0.01965426968744568,0.0030861930606045844,0.020183363715769502,-0.01965426968744568,0.0030861930606045844,-0.020183363715769502,-0.05804347826086957,0.07841830313613447,-0.045108695652174,0.9880952380952381,0.016835875742536786,1.0,0.9333333333333333,0.14054567378526128,1.0,0.06186784301174246,0.02397987378218252,0.05420169768889945,0.10016326879910334,0.0325600711448822,0.09990891539750155,0.04844550776363659,0.014752519762542094,0.04913003736307035,0.9976300610721124,0.0014136764142471299,0.9975494984616818,0.9644986449864499,0.01592805476125827,0.9674796747967479,0.04112776559058237,0.0057376342349568675,0.04237406997661275
va_long_beach,switzerland,pseudo_label_sfda,0.0,0.0,0.0,1.0869291147685976e-09,3.5279118216770643e-09,1.990278122865341e-09,-1.0869291147685976e-09,3.5279118216770643e-09,-1.990278122865341e-09,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
va_long_beach,switzerland,reliability_gated_sfda,-0.00032608695652175,0.0011514672885558303,0.0,0.0002381769701303119,0.0003853964352847437,7.95652688701104e-05,-0.0002381769701303119,0.0003853964352847437,-7.95652688701104e-05,0.0,0.0,0.0,0.9976190476190476,0.007529232524210362,1.0,1.0,0.0,1.0,0.0072007428144305495,0.006799224690303409,0.00853560586182205,0.01090656741560346,0.010381350418003924,0.011248413774550901,0.0055467040126624696,0.005204003066555933,0.0060003455467918,0.9999628909192564,3.852555137157924e-05,0.9999743493486699,0.9948509485094851,0.006444827093671873,0.9986449864498643,0.00109331554513634,0.001053584347246348,0.00121895447979125
