analysis_level,method,xai_metric,outcome,outcome_interpretation,n,spearman_rho,nominal_p_value,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_iterations,inference_note
direction_level_method_specific,reliability_gated_sfda,patient_l2_drift_mean,delta_roc_auc,AUROC change; positive = improvement,12,0.028368794326241138,0.9302610297951027,-0.6115107913669066,0.6865785575937107,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,patient_l2_drift_mean,brier_degradation,Brier degradation; positive = worsening,12,0.3521214076019994,0.26164342813511765,-0.3085758130201152,0.7826151536074294,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,patient_cosine_similarity_mean,delta_roc_auc,AUROC change; positive = improvement,12,-0.12765957446808512,0.6925649361400552,-0.6322190050013162,0.7110287283481198,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,patient_cosine_similarity_mean,brier_degradation,Brier degradation; positive = worsening,12,0.3943759765142393,0.20458190665795484,-0.41263141459695907,0.7906137184115525,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,patient_top3_overlap_mean,delta_roc_auc,AUROC change; positive = improvement,12,-0.19538219097505605,0.5428243800747992,-0.7519180859691807,0.6119827001356846,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,patient_top3_overlap_mean,brier_degradation,Brier degradation; positive = worsening,12,0.46562657025678783,0.12712593865563285,-0.31368695097064775,0.8591195705699974,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,mean_absolute_probability_shift,delta_roc_auc,AUROC change; positive = improvement,12,-0.19148936170212766,0.5510490072913672,-0.713208899709204,0.5620437956204379,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,reliability_gated_sfda,mean_absolute_probability_shift,brier_degradation,Brier degradation; positive = worsening,12,0.5070548269468791,0.09246418359510442,-0.18185342539194516,0.856604449854602,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_importance_spearman,delta_roc_auc,AUROC change; positive = improvement,12,0.5142879704242209,0.0871489600199489,0.2218755272439041,0.7956568536259853,4452,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_importance_spearman,brier_degradation,Brier degradation; positive = worsening,12,0.021502268945057548,0.9471168670655322,-0.5916079783099616,0.6572412918116668,4433,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_top3_overlap_fraction,delta_roc_auc,AUROC change; positive = improvement,12,,,,,0,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_top3_overlap_fraction,brier_degradation,Brier degradation; positive = worsening,12,,,,,0,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_importance_relative_l1_drift,delta_roc_auc,AUROC change; positive = improvement,12,-0.3120567375886525,0.32341696641940654,-0.8241821155943294,0.43687375009739426,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,global_importance_relative_l1_drift,brier_degradation,Brier degradation; positive = worsening,12,-0.19014556010507966,0.5539000407542048,-0.6878953408767936,0.4372684168317268,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_l1_drift_mean,delta_roc_auc,AUROC change; positive = improvement,12,-0.2624113475177305,0.4099572556618883,-0.8805970149253733,0.471718847190545,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_l1_drift_mean,brier_degradation,Brier degradation; positive = worsening,12,-0.4436729735785192,0.14852484474790698,-0.8222235177975357,0.16400044500957167,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_l2_drift_mean,delta_roc_auc,AUROC change; positive = improvement,12,-0.21276595744680857,0.5067404240782253,-0.848,0.5252224027229824,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_l2_drift_mean,brier_degradation,Brier degradation; positive = worsening,12,-0.4436729735785192,0.14852484474790698,-0.8044541810843825,0.14521253185751062,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_cosine_similarity_mean,delta_roc_auc,AUROC change; positive = improvement,12,0.24822695035460998,0.43661299340623855,-0.46187987012987003,0.8608806728022849,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_cosine_similarity_mean,brier_degradation,Brier degradation; positive = worsening,12,0.08450913782447984,0.7939959959092631,-0.5555555555555555,0.6976925423003157,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_top3_overlap_mean,delta_roc_auc,AUROC change; positive = improvement,12,0.3268211194491847,0.29979422701690167,-0.33100428822784284,0.868421052631579,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,patient_top3_overlap_mean,brier_degradation,Brier degradation; positive = worsening,12,0.0035274740170968774,0.9913192509320857,-0.5319311975218065,0.5475630997369073,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,mean_absolute_probability_shift,delta_roc_auc,AUROC change; positive = improvement,12,-0.4822695035460993,0.11232081970946559,-0.9122807017543861,0.20714610389610383,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
direction_level_method_specific,conservative_candidate,mean_absolute_probability_shift,brier_degradation,Brier degradation; positive = worsening,12,-0.7112852433560387,0.009491918077715,-0.900359485515289,-0.2519351468420178,5000,Exploratory. 10 source seeds averaged within each of 12 directions. Bootstrap resamples directions; no multiplicity correction.
