source,target,seed,model_state,feature,mean_abs_shap,importance_rank,importance_fraction,top3
hungary,cleveland,4,entropy_sfda,oldpeak,1.1533304292481183,1,0.2966150919410041,True
hungary,cleveland,4,pseudo_label_sfda,age,0.0647543629807367,8,0.01707576847752803,False
hungary,cleveland,4,pseudo_label_sfda,sex,0.5116137749190433,4,0.13491289186229177,False
hungary,cleveland,4,pseudo_label_sfda,cp,0.854126477371225,2,0.22523371872959927,True
hungary,cleveland,4,pseudo_label_sfda,trestbps,0.1657259830230656,6,0.043702051669544724,False
hungary,cleveland,4,pseudo_label_sfda,restecg,0.1538843432319943,7,0.040579403400627774,False
hungary,cleveland,4,pseudo_label_sfda,thalach,0.3064629763469296,5,0.08081449017714949,False
hungary,cleveland,4,pseudo_label_sfda,exang,0.6061575327425113,3,0.1598441435228058,True
hungary,cleveland,4,pseudo_label_sfda,oldpeak,1.1294531014628044,1,0.29783753216045317,True
hungary,cleveland,4,reliability_gated_sfda,age,0.0607758940969979,8,0.019106381309766267,False
hungary,cleveland,4,reliability_gated_sfda,sex,0.4502065603159484,4,0.1415333881526507,False
hungary,cleveland,4,reliability_gated_sfda,cp,0.7227992159206875,2,0.2272295230694583,True
hungary,cleveland,4,reliability_gated_sfda,trestbps,0.1351485198594955,7,0.04248722609929635,False
hungary,cleveland,4,reliability_gated_sfda,restecg,0.1416726102376288,6,0.04453823267544065,False
hungary,cleveland,4,reliability_gated_sfda,thalach,0.2273975596624878,5,0.0714879566705779,False
hungary,cleveland,4,reliability_gated_sfda,exang,0.5028728237221933,3,0.1580903097043817,True
hungary,cleveland,4,reliability_gated_sfda,oldpeak,0.9400480545737564,1,0.29552698231842817,True
hungary,cleveland,4,source_only,age,0.06202454993708,8,0.019962584743337897,False
hungary,cleveland,4,source_only,sex,0.4427318277687338,4,0.1424931198915896,False
hungary,cleveland,4,source_only,cp,0.7068831947660565,2,0.22751016643367458,True
hungary,cleveland,4,source_only,trestbps,0.128947050214523,7,0.04150157348859671,False
hungary,cleveland,4,source_only,restecg,0.1428957099752752,6,0.04599094588730778,False
hungary,cleveland,4,source_only,thalach,0.2161882285846292,5,0.06958012332230941,False
hungary,cleveland,4,source_only,exang,0.4902933809980012,3,0.15780079302790717,True
hungary,cleveland,4,source_only,oldpeak,0.9170760896222868,1,0.2951606932052768,True
hungary,cleveland,5,conservative_candidate,age,0.0638538624176128,7,0.021519209963810352,False
hungary,cleveland,5,conservative_candidate,sex,0.4909672525714431,3,0.16545948817225795,True
hungary,cleveland,5,conservative_candidate,cp,0.6046503760556847,2,0.20377151677907238,True
hungary,cleveland,5,conservative_candidate,trestbps,0.0609396676219409,8,0.020537105400215316,False
hungary,cleveland,5,conservative_candidate,restecg,0.1741688048948069,6,0.05869613739518232,False
hungary,cleveland,5,conservative_candidate,thalach,0.264187317389208,5,0.0890330222390126,False
hungary,cleveland,5,conservative_candidate,exang,0.4614697659000902,4,0.15551862343749676,False
hungary,cleveland,5,conservative_candidate,oldpeak,0.8470588029967775,1,0.2854648966129524,True
hungary,cleveland,5,entropy_sfda,age,0.0874403539569371,7,0.024474662255184642,False
hungary,cleveland,5,entropy_sfda,sex,0.5443430873742112,4,0.1523622974009168,False
hungary,cleveland,5,entropy_sfda,cp,0.6804204489636195,2,0.19045051771070184,True
hungary,cleveland,5,entropy_sfda,trestbps,0.073060454957098,8,0.020449710898536935,False
hungary,cleveland,5,entropy_sfda,restecg,0.1849550142455477,6,0.05176913520148801,False
hungary,cleveland,5,entropy_sfda,thalach,0.3743841412136017,5,0.10479058003828347,False
hungary,cleveland,5,entropy_sfda,exang,0.5798384265685239,3,0.16229748635088215,True
hungary,cleveland,5,entropy_sfda,oldpeak,1.0482469640008294,1,0.2934056101440062,True
hungary,cleveland,5,pseudo_label_sfda,age,0.0704561323569103,8,0.01972143838924631,False
hungary,cleveland,5,pseudo_label_sfda,sex,0.5586381088754027,4,0.15636888766845247,False
hungary,cleveland,5,pseudo_label_sfda,cp,0.7131715735025618,2,0.19962448657477513,True
hungary,cleveland,5,pseudo_label_sfda,trestbps,0.076422979342121,7,0.021391623811869095,False
hungary,cleveland,5,pseudo_label_sfda,restecg,0.1959522768122024,6,0.05484917529688051,False
hungary,cleveland,5,pseudo_label_sfda,thalach,0.3506968066698746,5,0.09816385365875133,False
hungary,cleveland,5,pseudo_label_sfda,exang,0.5658670191963514,3,0.1583923383568012,True
hungary,cleveland,5,pseudo_label_sfda,oldpeak,1.0413607024824365,1,0.291488196243224,True
hungary,cleveland,5,reliability_gated_sfda,age,0.0627120826393365,7,0.020719444944214207,False
hungary,cleveland,5,reliability_gated_sfda,sex,0.4997243259975029,3,0.16510391975557198,True
hungary,cleveland,5,reliability_gated_sfda,cp,0.6171442628968753,2,0.20389829263474052,True
hungary,cleveland,5,reliability_gated_sfda,trestbps,0.0626456610806187,8,0.020697499925470732,False
hungary,cleveland,5,reliability_gated_sfda,restecg,0.1771354862940636,6,0.058523793206547714,False
hungary,cleveland,5,reliability_gated_sfda,thalach,0.2719311585984878,5,0.08984333532025976,False
hungary,cleveland,5,reliability_gated_sfda,exang,0.4714147068019157,4,0.15575070468714566,False
hungary,cleveland,5,reliability_gated_sfda,oldpeak,0.8640183118838977,1,0.28546300952604947,True
hungary,cleveland,5,source_only,age,0.0650417430782782,7,0.02191250921105564,False
hungary,cleveland,5,source_only,sex,0.4933445578173614,3,0.16620737169338604,True
hungary,cleveland,5,source_only,cp,0.6057724193485435,2,0.20408422484623565,True
hungary,cleveland,5,source_only,trestbps,0.0612399058619924,8,0.0206316734111827,False
hungary,cleveland,5,source_only,restecg,0.1746681573886805,6,0.058845557122466,False
hungary,cleveland,5,source_only,thalach,0.2619212468818641,5,0.08824105048910934,False
hungary,cleveland,5,source_only,exang,0.4608277228381177,4,0.1552524770015337,False
hungary,cleveland,5,source_only,oldpeak,0.8454313996699777,1,0.28482513622503086,True
hungary,cleveland,6,conservative_candidate,age,0.1200722630639796,7,0.03825813006476864,False
hungary,cleveland,6,conservative_candidate,sex,0.4464712141468973,4,0.14225728194950074,False
hungary,cleveland,6,conservative_candidate,cp,0.6627549808917117,2,0.21117088670609743,True
hungary,cleveland,6,conservative_candidate,trestbps,0.1198822861566536,8,0.03819759850615291,False
hungary,cleveland,6,conservative_candidate,restecg,0.176712287548413,5,0.05630510751236197,False
hungary,cleveland,6,conservative_candidate,thalach,0.1224301795232364,6,0.03900942326336554,False
hungary,cleveland,6,conservative_candidate,exang,0.551526251823792,3,0.17573053541237754,True
hungary,cleveland,6,conservative_candidate,oldpeak,0.938627583703192,1,0.29907103658537515,True
hungary,cleveland,6,entropy_sfda,age,0.1053244478127645,8,0.026868775229194005,False
hungary,cleveland,6,entropy_sfda,sex,0.5160564539443837,4,0.13164849334179113,False
hungary,cleveland,6,entropy_sfda,cp,0.80533913311615,2,0.2054459016907314,True
hungary,cleveland,6,entropy_sfda,trestbps,0.1355549443567712,7,0.034580720875012086,False
hungary,cleveland,6,entropy_sfda,restecg,0.1914564148263956,6,0.048841455929611,False
hungary,cleveland,6,entropy_sfda,thalach,0.2536733340811624,5,0.06471329246542662,False
hungary,cleveland,6,entropy_sfda,exang,0.7065159120034463,3,0.18023562078593677,True
hungary,cleveland,6,entropy_sfda,oldpeak,1.206036518841195,1,0.30766573968229693,True
hungary,cleveland,6,pseudo_label_sfda,age,0.1270117539164791,8,0.03335109204387494,False
hungary,cleveland,6,pseudo_label_sfda,sex,0.5185147584861655,4,0.13615301657633444,False
hungary,cleveland,6,pseudo_label_sfda,cp,0.8028771853735607,2,0.21082167660584294,True
hungary,cleveland,6,pseudo_label_sfda,trestbps,0.1402330805732723,7,0.036822783983211566,False
hungary,cleveland,6,pseudo_label_sfda,restecg,0.186001552052553,6,0.04884079379682858,False
hungary,cleveland,6,pseudo_label_sfda,thalach,0.2089527842216808,5,0.05486739080844273,False
hungary,cleveland,6,pseudo_label_sfda,exang,0.6695035412268276,3,0.17580006210952043,True
hungary,cleveland,6,pseudo_label_sfda,oldpeak,1.155229034102076,1,0.3033431840759444,True
hungary,cleveland,6,reliability_gated_sfda,age,0.1218023105807257,8,0.03794798583372263,False
hungary,cleveland,6,reliability_gated_sfda,sex,0.4558435251856401,4,0.1420198315915707,False
hungary,cleveland,6,reliability_gated_sfda,cp,0.6772595550329684,2,0.21100286092775739,True
hungary,cleveland,6,reliability_gated_sfda,trestbps,0.1222392687752301,7,0.03808412186674141,False
hungary,cleveland,6,reliability_gated_sfda,restecg,0.1779880790118083,5,0.055452881548048574,False
hungary,cleveland,6,reliability_gated_sfda,thalach,0.1312366694345664,6,0.040887297201699715,False
hungary,cleveland,6,reliability_gated_sfda,exang,0.5650080085882653,3,0.1760304529825577,True
hungary,cleveland,6,reliability_gated_sfda,oldpeak,0.958339987482519,1,0.2985745680479018,True
hungary,cleveland,6,source_only,age,0.1191856225732738,7,0.03805471357731011,False
hungary,cleveland,6,source_only,sex,0.4477534042210272,4,0.14296294454829322,False
hungary,cleveland,6,source_only,cp,0.6606366515737889,2,0.21093432254261874,True
hungary,cleveland,6,source_only,trestbps,0.1187148532709536,8,0.03790440189898858,False
hungary,cleveland,6,source_only,restecg,0.1782037504676271,5,0.056898580013531555,False
hungary,cleveland,6,source_only,thalach,0.1194878777699612,6,0.038151220477126165,False
hungary,cleveland,6,source_only,exang,0.5541024628055371,3,0.17691907848686456,True
hungary,cleveland,6,source_only,oldpeak,0.9338696444585378,1,0.29817473845526704,True
hungary,cleveland,7,conservative_candidate,age,0.0555914035097698,8,0.016947126102424652,False
hungary,cleveland,7,conservative_candidate,sex,0.5860161801597269,3,0.17864794691651814,True
hungary,cleveland,7,conservative_candidate,cp,0.6391949499469318,2,0.19485957786404742,True
hungary,cleveland,7,conservative_candidate,trestbps,0.1059494881028933,7,0.032298866767260515,False
hungary,cleveland,7,conservative_candidate,restecg,0.213987084263219,6,0.06523429653402466,False
hungary,cleveland,7,conservative_candidate,thalach,0.3266836007520642,5,0.09959000543251992,False
hungary,cleveland,7,conservative_candidate,exang,0.5090024890777695,4,0.15517020302128195,False
hungary,cleveland,7,conservative_candidate,oldpeak,0.8438598019971509,1,0.2572519773619228,True
hungary,cleveland,7,entropy_sfda,age,0.0679701252753723,8,0.016722251940360165,False
hungary,cleveland,7,entropy_sfda,sex,0.6688242327089947,3,0.1645465162505782,True
hungary,cleveland,7,entropy_sfda,cp,0.7277324185919911,2,0.17903931763492342,True
hungary,cleveland,7,entropy_sfda,trestbps,0.1683281868142567,7,0.041412699140513605,False
hungary,cleveland,7,entropy_sfda,restecg,0.2442884490690363,6,0.060100712995631474,False
hungary,cleveland,7,entropy_sfda,thalach,0.4646738067456819,5,0.1143207024410617,False
hungary,cleveland,7,entropy_sfda,exang,0.6478328561723823,4,0.1593821431440395,False
hungary,cleveland,7,entropy_sfda,oldpeak,1.0750013554096836,1,0.2644756564528919,True
hungary,cleveland,7,pseudo_label_sfda,age,0.0599885268128021,8,0.014869204717309181,False
hungary,cleveland,7,pseudo_label_sfda,sex,0.6920430616109875,3,0.17153496681787453,True
hungary,cleveland,7,pseudo_label_sfda,cp,0.7633522765328854,2,0.18921020192096458,True
hungary,cleveland,7,pseudo_label_sfda,trestbps,0.1450899043564445,7,0.03596306835510386,False
hungary,cleveland,7,pseudo_label_sfda,restecg,0.2471815631175235,6,0.061268270111186914,False
hungary,cleveland,7,pseudo_label_sfda,thalach,0.4378636514294658,5,0.10853215801898634,False
hungary,cleveland,7,pseudo_label_sfda,exang,0.6274919479888658,4,0.15553484522507724,False
hungary,cleveland,7,pseudo_label_sfda,oldpeak,1.061403009803849,1,0.26308728483349725,True
hungary,cleveland,7,reliability_gated_sfda,age,0.0548310110906619,8,0.016358181382595437,False
hungary,cleveland,7,reliability_gated_sfda,sex,0.5985981896273768,3,0.17858466525497882,True
hungary,cleveland,7,reliability_gated_sfda,cp,0.6525291325847185,2,0.194674321992694,True
hungary,cleveland,7,reliability_gated_sfda,trestbps,0.1102611435573046,7,0.03289510351688482,False
hungary,cleveland,7,reliability_gated_sfda,restecg,0.2162811812509257,6,0.06452492343602217,False
hungary,cleveland,7,reliability_gated_sfda,thalach,0.3367598352833918,5,0.10046829993395597,False
hungary,cleveland,7,reliability_gated_sfda,exang,0.5199430708346193,4,0.15511884410216328,False
hungary,cleveland,7,reliability_gated_sfda,oldpeak,0.8626978365587618,1,0.25737566038070553,True
hungary,cleveland,7,source_only,age,0.056113433240801,8,0.017101119703207494,False
hungary,cleveland,7,source_only,sex,0.5884293838474813,3,0.17932963194174298,True
hungary,cleveland,7,source_only,cp,0.6398453589026638,2,0.19499915514312274,True
hungary,cleveland,7,source_only,trestbps,0.1069951346276631,7,0.03260781775865455,False
hungary,cleveland,7,source_only,restecg,0.2158219413884838,6,0.06577385558329113,False
hungary,cleveland,7,source_only,thalach,0.3247078807714085,5,0.09895791465507944,False
hungary,cleveland,7,source_only,exang,0.5093531467684425,4,0.15523037231945727,False
hungary,cleveland,7,source_only,oldpeak,0.8400061876749737,1,0.25600013289544443,True
hungary,cleveland,8,conservative_candidate,age,0.1043956611699673,6,0.03699889686981532,False
hungary,cleveland,8,conservative_candidate,sex,0.4784526176590829,3,0.1695685324415972,True
hungary,cleveland,8,conservative_candidate,cp,0.6831059138101697,2,0.24209976710693346,True
hungary,cleveland,8,conservative_candidate,trestbps,0.0714214708083216,7,0.025312504400209875,False
hungary,cleveland,8,conservative_candidate,restecg,0.0292883713855699,8,0.010380100286115081,False
hungary,cleveland,8,conservative_candidate,thalach,0.2095094944224401,5,0.0742523213178615,False
hungary,cleveland,8,conservative_candidate,exang,0.4283983124168006,4,0.15182877145158555,False
hungary,cleveland,8,conservative_candidate,oldpeak,0.8170166380408377,1,0.28955910612588204,True
hungary,cleveland,8,entropy_sfda,age,0.1422106222865838,6,0.04010332597378505,False
hungary,cleveland,8,entropy_sfda,sex,0.5526590570346406,4,0.1558495839499309,False
hungary,cleveland,8,entropy_sfda,cp,0.7905593021201676,2,0.22293733678095345,True
hungary,cleveland,8,entropy_sfda,trestbps,0.0787109975079104,7,0.022196462824136773,False
hungary,cleveland,8,entropy_sfda,restecg,0.0416252623368269,8,0.011738303633002036,False
hungary,cleveland,8,entropy_sfda,thalach,0.3177674815962367,5,0.08961027448879148,False
hungary,cleveland,8,entropy_sfda,exang,0.5562697347290445,3,0.15686779329489214,True
hungary,cleveland,8,entropy_sfda,oldpeak,1.0663029796170322,1,0.3006969190545081,True
hungary,cleveland,8,pseudo_label_sfda,age,0.1153404610953831,6,0.03342448528862586,False
hungary,cleveland,8,pseudo_label_sfda,sex,0.5625657868746778,3,0.16302580801828942,True
hungary,cleveland,8,pseudo_label_sfda,cp,0.8183706536159655,2,0.2371554406203505,True
hungary,cleveland,8,pseudo_label_sfda,trestbps,0.0774351285373647,7,0.022439907817601072,False
hungary,cleveland,8,pseudo_label_sfda,restecg,0.0349010184603948,8,0.0101139579901872,False
hungary,cleveland,8,pseudo_label_sfda,thalach,0.2890742813727262,5,0.0837707684996375,False
hungary,cleveland,8,pseudo_label_sfda,exang,0.5333657874280077,4,0.15456394699689127,False
hungary,cleveland,8,pseudo_label_sfda,oldpeak,1.0197243620411005,1,0.29550568476841715,True
hungary,cleveland,8,reliability_gated_sfda,age,0.1031448633541435,6,0.03580113876166689,False
hungary,cleveland,8,reliability_gated_sfda,sex,0.4885215714217314,3,0.16956373781297354,True
hungary,cleveland,8,reliability_gated_sfda,cp,0.6989084581282892,2,0.24258812196243384,True
hungary,cleveland,8,reliability_gated_sfda,trestbps,0.072144600209375,7,0.02504108066082439,False
hungary,cleveland,8,reliability_gated_sfda,restecg,0.0290967466182108,8,0.010099355695639498,False
hungary,cleveland,8,reliability_gated_sfda,thalach,0.2164497813225259,5,0.07512878881281594,False
hungary,cleveland,8,reliability_gated_sfda,exang,0.4381050985835173,4,0.15206439677688688,False
hungary,cleveland,8,reliability_gated_sfda,oldpeak,0.8346786715655831,1,0.289713379516759,True
hungary,cleveland,8,source_only,age,0.1077861641735382,6,0.03824525742350706,False
hungary,cleveland,8,source_only,sex,0.4808408122866264,3,0.1706144827273205,True
hungary,cleveland,8,source_only,cp,0.68349803993367,2,0.24252239316763158,True
hungary,cleveland,8,source_only,trestbps,0.0713620309154798,7,0.025321053620876832,False
hungary,cleveland,8,source_only,restecg,0.0299435153128286,8,0.010624716633018512,False
hungary,cleveland,8,source_only,thalach,0.2049645563194116,5,0.072726609015513,False
hungary,cleveland,8,source_only,exang,0.4270494545351948,4,0.15152794838278977,False
hungary,cleveland,8,source_only,oldpeak,0.812843795718238,1,0.28841753902934275,True
hungary,cleveland,9,conservative_candidate,age,0.1013532419978692,6,0.03224228120901467,False
hungary,cleveland,9,conservative_candidate,sex,0.5830867602259363,3,0.18549033974515775,True
hungary,cleveland,9,conservative_candidate,cp,0.6436873011136575,2,0.2047684569736266,True
hungary,cleveland,9,conservative_candidate,trestbps,0.0818905468346057,7,0.026050849359676644,False
hungary,cleveland,9,conservative_candidate,restecg,0.0777798430700617,8,0.024743160881925047,False
hungary,cleveland,9,conservative_candidate,thalach,0.1992887094503164,5,0.06339730713314339,False
hungary,cleveland,9,conservative_candidate,exang,0.5024291118330294,4,0.15983169745726122,False
hungary,cleveland,9,conservative_candidate,oldpeak,0.9539730414124236,1,0.3034759072401947,True
hungary,cleveland,9,entropy_sfda,age,0.1421252298899795,6,0.036906627405583425,False
hungary,cleveland,9,entropy_sfda,sex,0.6639628988366402,3,0.172415772607469,True
hungary,cleveland,9,entropy_sfda,cp,0.7439874065328173,2,0.1931962821000083,True
hungary,cleveland,9,entropy_sfda,trestbps,0.0999583343352058,8,0.025956862157746126,False
hungary,cleveland,9,entropy_sfda,restecg,0.1005692006378006,7,0.026115489975213475,False
hungary,cleveland,9,entropy_sfda,thalach,0.2937865200738358,5,0.0762895486011979,False
hungary,cleveland,9,entropy_sfda,exang,0.6387559482612626,4,0.16587011189939785,False
hungary,cleveland,9,entropy_sfda,oldpeak,1.1677950615610424,1,0.3032493052533839,True
hungary,cleveland,9,pseudo_label_sfda,age,0.1200135668936391,6,0.030907119594834262,False
hungary,cleveland,9,pseudo_label_sfda,sex,0.6903442348624048,3,0.1777844987092669,True
hungary,cleveland,9,pseudo_label_sfda,cp,0.7821530727025086,2,0.20142804838812597,True
hungary,cleveland,9,pseudo_label_sfda,trestbps,0.107849779692974,7,0.027774576870974964,False
hungary,cleveland,9,pseudo_label_sfda,restecg,0.0979645045406166,8,0.025228819843083918,False
hungary,cleveland,9,pseudo_label_sfda,thalach,0.2821828220900234,5,0.0726706026300635,False
hungary,cleveland,9,pseudo_label_sfda,exang,0.628451782312527,4,0.16184532214373756,False
hungary,cleveland,9,pseudo_label_sfda,oldpeak,1.174079758766731,1,0.30236101181991293,True
hungary,cleveland,9,reliability_gated_sfda,age,0.1003910814080173,6,0.03126181176464718,False
hungary,cleveland,9,reliability_gated_sfda,sex,0.5959223519950004,3,0.18557039263973651,True
hungary,cleveland,9,reliability_gated_sfda,cp,0.658925421361658,2,0.20518956664913376,True
hungary,cleveland,9,reliability_gated_sfda,trestbps,0.0843367647120679,7,0.026262492905644218,False
hungary,cleveland,9,reliability_gated_sfda,restecg,0.0788378782289216,8,0.024550138065550287,False
hungary,cleveland,9,reliability_gated_sfda,thalach,0.2059737875267691,5,0.06414029696465702,False
hungary,cleveland,9,reliability_gated_sfda,exang,0.5143734816670811,4,0.16017605085105005,False
hungary,cleveland,9,reliability_gated_sfda,oldpeak,0.9725400420173193,1,0.30284925015958103,True
hungary,cleveland,9,source_only,age,0.1038778093132488,6,0.03301133220542886,False
hungary,cleveland,9,source_only,sex,0.5862380352160177,3,0.18630060317902375,True
hungary,cleveland,9,source_only,cp,0.645244270938882,2,0.2050521966378866,True
hungary,cleveland,9,source_only,trestbps,0.0817974584411311,7,0.02599441682503353,False
hungary,cleveland,9,source_only,restecg,0.0770374116103207,8,0.02448172139677868,False
hungary,cleveland,9,source_only,thalach,0.1975284639174247,5,0.06277257660240736,False
hungary,cleveland,9,source_only,exang,0.5028250312106838,4,0.15979278207962702,False
hungary,cleveland,9,source_only,oldpeak,0.9521833345610587,1,0.3025943710738142,True
hungary,switzerland,0,conservative_candidate,age,0.0516223573642668,8,0.01828862693387311,False
hungary,switzerland,0,conservative_candidate,sex,0.2159080612359614,5,0.07649131472429826,False
hungary,switzerland,0,conservative_candidate,cp,0.3864102819340579,3,0.13689637301601532,True
hungary,switzerland,0,conservative_candidate,trestbps,0.1009658537577928,7,0.03576990526423413,False
hungary,switzerland,0,conservative_candidate,restecg,0.1212994352747814,6,0.042973630657277,False
hungary,switzerland,0,conservative_candidate,thalach,0.2683160640053239,4,0.09505827795371707,False
hungary,switzerland,0,conservative_candidate,exang,0.7079647669220358,2,0.2508158124821706,True
hungary,switzerland,0,conservative_candidate,oldpeak,0.9701612411082032,1,0.34370605896841444,True
hungary,switzerland,0,entropy_sfda,age,0.0501702370631273,8,0.016171716919027305,False
hungary,switzerland,0,entropy_sfda,sex,0.2335256934506682,5,0.07527393986701546,False
hungary,switzerland,0,entropy_sfda,cp,0.4275710811714639,3,0.13782192176542907,True
hungary,switzerland,0,entropy_sfda,trestbps,0.1055811205045963,7,0.03403268736094767,False
hungary,switzerland,0,entropy_sfda,restecg,0.1287655774191612,6,0.0415058925138746,False
hungary,switzerland,0,entropy_sfda,thalach,0.3057141976006995,4,0.09854295596621038,False
hungary,switzerland,0,entropy_sfda,exang,0.7828153598357023,2,0.25233024877280424,True
hungary,switzerland,0,entropy_sfda,oldpeak,1.068201234427894,1,0.34432063683469133,True
hungary,switzerland,0,pseudo_label_sfda,age,0.0499832860148715,8,0.016710521309279545,False
hungary,switzerland,0,pseudo_label_sfda,sex,0.2289712726426258,5,0.0765501757841419,False
hungary,switzerland,0,pseudo_label_sfda,cp,0.4156599586941463,3,0.13896434490333787,True
hungary,switzerland,0,pseudo_label_sfda,trestbps,0.0995558461314445,7,0.03328372783949978,False
hungary,switzerland,0,pseudo_label_sfda,restecg,0.1267569719764547,6,0.04237766762037367,False
hungary,switzerland,0,pseudo_label_sfda,thalach,0.2976489307801807,4,0.0995106403970041,False
hungary,switzerland,0,pseudo_label_sfda,exang,0.7386468452651326,2,0.24694602600082458,True
hungary,switzerland,0,pseudo_label_sfda,oldpeak,1.033903561911084,1,0.34565689614553863,True
hungary,switzerland,0,reliability_gated_sfda,age,0.0518181282265974,8,0.01797131947147961,False
hungary,switzerland,0,reliability_gated_sfda,sex,0.2196955872146882,5,0.07619379007756047,False
hungary,switzerland,0,reliability_gated_sfda,cp,0.3951226602140099,3,0.13703458230052573,True
hungary,switzerland,0,reliability_gated_sfda,trestbps,0.1013766138197293,7,0.0351589603145108,False
hungary,switzerland,0,reliability_gated_sfda,restecg,0.1237552500485132,6,0.042920213658993324,False
hungary,switzerland,0,reliability_gated_sfda,thalach,0.2715559575415209,4,0.09417975975553065,False
hungary,switzerland,0,reliability_gated_sfda,exang,0.7277742775717402,2,0.25240325139057707,True
hungary,switzerland,0,reliability_gated_sfda,oldpeak,0.9922806956479704,1,0.3441381230308223,True
hungary,switzerland,0,source_only,age,0.0522459947894046,8,0.01846711303784435,False
hungary,switzerland,0,source_only,sex,0.2177013465150342,5,0.07694973348271611,False
hungary,switzerland,0,source_only,cp,0.387503064175778,3,0.1369686407061462,True
hungary,switzerland,0,source_only,trestbps,0.101230485997034,7,0.03578139980525866,False
hungary,switzerland,0,source_only,restecg,0.1220279756329605,6,0.04313257750908409,False
hungary,switzerland,0,source_only,thalach,0.2698480325894869,4,0.09538174439891359,False
hungary,switzerland,0,source_only,exang,0.7074839214726192,2,0.2500705671880871,True
hungary,switzerland,0,source_only,oldpeak,0.9710962877162104,1,0.34324822387194986,True
hungary,switzerland,1,conservative_candidate,age,0.1715128885400368,6,0.06240727921205005,False
hungary,switzerland,1,conservative_candidate,sex,0.2212862031528635,5,0.08051797146843283,False
hungary,switzerland,1,conservative_candidate,cp,0.4225265713866679,3,0.15374199536545408,True
hungary,switzerland,1,conservative_candidate,trestbps,0.0661717725527752,8,0.024077492489395783,False
hungary,switzerland,1,conservative_candidate,restecg,0.1106020746084414,7,0.04024405751821823,False
hungary,switzerland,1,conservative_candidate,thalach,0.2393137182570933,4,0.08707752613622384,False
hungary,switzerland,1,conservative_candidate,exang,0.6001919243272728,2,0.2183879317825504,True
hungary,switzerland,1,conservative_candidate,oldpeak,0.9166782318303982,1,0.3335457460276748,True
hungary,switzerland,1,entropy_sfda,age,0.1783130984730655,6,0.05893288837547743,False
hungary,switzerland,1,entropy_sfda,sex,0.2413394682263629,5,0.07976324826036102,False
hungary,switzerland,1,entropy_sfda,cp,0.4696720062229286,3,0.15522767622146036,True
hungary,switzerland,1,entropy_sfda,trestbps,0.0665597104537489,8,0.021998137097412336,False
hungary,switzerland,1,entropy_sfda,restecg,0.1289675573958462,7,0.04262407377333214,False
hungary,switzerland,1,entropy_sfda,thalach,0.2737708611913571,4,0.09048189808381157,False
hungary,switzerland,1,entropy_sfda,exang,0.6582484703238417,2,0.2175526304972116,True
hungary,switzerland,1,entropy_sfda,oldpeak,1.0088264201502732,1,0.3334194476909335,True
hungary,switzerland,1,pseudo_label_sfda,age,0.1717634303343853,6,0.05978482096227233,False
hungary,switzerland,1,pseudo_label_sfda,sex,0.2313937232070091,5,0.08054003280438238,False
hungary,switzerland,1,pseudo_label_sfda,cp,0.4450678150803683,3,0.15491248392541468,True
hungary,switzerland,1,pseudo_label_sfda,trestbps,0.0654253006148022,8,0.022772250624269026,False
hungary,switzerland,1,pseudo_label_sfda,restecg,0.1207063413637773,7,0.042013640466981875,False
hungary,switzerland,1,pseudo_label_sfda,thalach,0.2551726533811751,4,0.08881664372423483,False
hungary,switzerland,1,pseudo_label_sfda,exang,0.6237659769935336,2,0.21711104153146304,True
hungary,switzerland,1,pseudo_label_sfda,oldpeak,0.959732185882645,1,0.3340490859609819,True
hungary,switzerland,1,reliability_gated_sfda,age,0.1729775968053173,6,0.06147916447945086,False
hungary,switzerland,1,reliability_gated_sfda,sex,0.2256276763067486,5,0.08019189351087395,False
hungary,switzerland,1,reliability_gated_sfda,cp,0.4309693609508193,3,0.1531738023700233,True
hungary,switzerland,1,reliability_gated_sfda,trestbps,0.0669336768370727,8,0.02378936118595855,False
hungary,switzerland,1,reliability_gated_sfda,restecg,0.1132211353841835,7,0.04024070708225043,False
hungary,switzerland,1,reliability_gated_sfda,thalach,0.2458299774509983,4,0.08737213313640531,False
hungary,switzerland,1,reliability_gated_sfda,exang,0.6179657655397082,2,0.21963548831728028,True
hungary,switzerland,1,reliability_gated_sfda,oldpeak,0.9400718768195409,1,0.3341174499177573,True
hungary,switzerland,1,source_only,age,0.1706949799526028,6,0.06195133180304965,False
hungary,switzerland,1,source_only,sex,0.2223673976235644,5,0.08070510589229578,False
hungary,switzerland,1,source_only,cp,0.4243756662675641,3,0.15402115350657825,True
hungary,switzerland,1,source_only,trestbps,0.0665760814587062,8,0.02416284833766301,False
hungary,switzerland,1,source_only,restecg,0.1099211072115742,7,0.03989431315972917,False
hungary,switzerland,1,source_only,thalach,0.2403942714331717,4,0.08724770510090045,False
hungary,switzerland,1,source_only,exang,0.6029126183167706,2,0.21881861830944926,True
hungary,switzerland,1,source_only,oldpeak,0.9180655520772788,1,0.33319892389033445,True
hungary,switzerland,2,conservative_candidate,age,0.0988541308249066,6,0.03593374556958208,False
hungary,switzerland,2,conservative_candidate,sex,0.211511667734542,5,0.07688506681458848,False
hungary,switzerland,2,conservative_candidate,cp,0.4306982735381645,3,0.15655999450332822,True
hungary,switzerland,2,conservative_candidate,trestbps,0.0795289783235033,8,0.028909000045201454,False
