source,target,seed,source_epochs,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp
va_long_beach,switzerland,4,33,pseudo_label_sfda,0.9105691056910569,0.6614130434782608,0.956140350877193,0.9478260869565217,0.375,0.9519650655021834,0.3056953659291748,0.6891304347826088,0.9653122363505396,0.1217561376084685,3,5,6,109
va_long_beach,switzerland,4,33,entropy_sfda,0.926829268292683,0.4956521739130435,0.9344262295081968,0.991304347826087,0.0,0.9620253164556962,-0.023879001233902648,0.6989130434782609,0.9668342220299424,0.10158760829995903,0,8,1,114
va_long_beach,switzerland,4,33,reliability_gated_sfda,0.9105691056910569,0.6614130434782608,0.956140350877193,0.9478260869565217,0.375,0.9519650655021834,0.3056953659291748,0.6858695652173914,0.9647484779196889,0.12133350563477563,3,5,6,109
va_long_beach,switzerland,4,33,conservative_candidate,0.9105691056910569,0.6614130434782608,0.956140350877193,0.9478260869565217,0.375,0.9519650655021834,0.3056953659291748,0.6891304347826087,0.9652984576131058,0.12190455101219543,3,5,6,109
va_long_beach,cleveland,5,33,source_only,0.49174917491749176,0.5304878048780488,0.47440273037542663,1.0,0.06097560975609756,0.6435185185185185,0.17007938074498974,0.8322951394981575,0.821854446879131,0.23159807920455933,10,154,0,139
va_long_beach,cleveland,5,33,pseudo_label_sfda,0.49174917491749176,0.5304878048780488,0.47440273037542663,1.0,0.06097560975609756,0.6435185185185185,0.17007938074498974,0.8322951394981575,0.821854446879131,0.23159807943401678,10,154,0,139
va_long_beach,cleveland,5,33,entropy_sfda,0.45874587458745875,0.5,0.45874587458745875,1.0,0.0,0.6289592760180995,0.0,0.8322074048078609,0.823475984219187,0.2695177877530449,0,164,0,139
va_long_beach,cleveland,5,33,reliability_gated_sfda,0.49504950495049505,0.5335365853658537,0.476027397260274,1.0,0.06707317073170732,0.6450116009280742,0.1786859448569154,0.8322074048078609,0.8218137686801492,0.23096033322850418,11,153,0,139
va_long_beach,cleveland,5,33,conservative_candidate,0.49504950495049505,0.5335365853658537,0.476027397260274,1.0,0.06707317073170732,0.6450116009280742,0.1786859448569154,0.8322951394981575,0.8222630143316775,0.2309732379099651,11,153,0,139
va_long_beach,hungary,5,33,source_only,0.4013605442176871,0.5319148936170213,0.375886524822695,1.0,0.06382978723404255,0.5463917525773195,0.15489595509107487,0.8822260136491369,0.8279975863045559,0.23406873643398285,12,176,0,106
va_long_beach,hungary,5,33,pseudo_label_sfda,0.4013605442176871,0.5319148936170213,0.375886524822695,1.0,0.06382978723404255,0.5463917525773195,0.15489595509107487,0.8822260136491369,0.8279975863045559,0.23406874368170746,12,176,0,106
va_long_beach,hungary,5,33,entropy_sfda,0.36054421768707484,0.5,0.36054421768707484,1.0,0.0,0.53,0.0,0.8927639502207949,0.8348424586175452,0.2717257274146063,0,188,0,106
va_long_beach,hungary,5,33,reliability_gated_sfda,0.3979591836734694,0.5292553191489362,0.3745583038869258,1.0,0.05851063829787234,0.5449871465295629,0.1480393374755253,0.8809714973906063,0.8263452110291065,0.23355459043454532,11,177,0,106
va_long_beach,hungary,5,33,conservative_candidate,0.3979591836734694,0.5292553191489362,0.3745583038869258,1.0,0.05851063829787234,0.5449871465295629,0.1480393374755253,0.8808209554395826,0.826543918953652,0.23363401914291937,11,177,0,106
va_long_beach,switzerland,5,33,source_only,0.943089430894309,0.5625,0.9426229508196722,1.0,0.125,0.9704641350210971,0.3432606427373506,0.6989130434782609,0.9636447909842689,0.11496376246213913,1,7,0,115
va_long_beach,switzerland,5,33,pseudo_label_sfda,0.943089430894309,0.5625,0.9426229508196722,1.0,0.125,0.9704641350210971,0.3432606427373506,0.6989130434782609,0.9636447909842689,0.11496375952308112,1,7,0,115
va_long_beach,switzerland,5,33,entropy_sfda,0.9349593495934959,0.5,0.9349593495934959,1.0,0.0,0.9663865546218487,0.0,0.7010869565217391,0.9644344624710877,0.10046760565201156,0,8,0,115
va_long_beach,switzerland,5,33,reliability_gated_sfda,0.943089430894309,0.5625,0.9426229508196722,1.0,0.125,0.9704641350210971,0.3432606427373506,0.6989130434782609,0.9636447909842689,0.11496375952308112,1,7,0,115
va_long_beach,switzerland,5,33,conservative_candidate,0.943089430894309,0.5625,0.9426229508196722,1.0,0.125,0.9704641350210971,0.3432606427373506,0.6989130434782609,0.9636447909842689,0.11496375952308112,1,7,0,115
va_long_beach,cleveland,6,33,source_only,0.6600660066006601,0.6826855588699772,0.5782608695652174,0.9568345323741008,0.40853658536585363,0.7208672086720868,0.4257338575100411,0.8461133532198631,0.8338075484222992,0.2196541279554367,67,97,6,133
va_long_beach,cleveland,6,33,pseudo_label_sfda,0.6402640264026402,0.6643928759431479,0.5635593220338984,0.9568345323741008,0.3719512195121951,0.7093333333333334,0.39477433459955874,0.8441393226881907,0.8320792878610314,0.22442437696246065,61,103,6,133
va_long_beach,cleveland,6,33,entropy_sfda,0.45874587458745875,0.5,0.45874587458745875,1.0,0.0,0.6289592760180995,0.0,0.8299701702052992,0.8145903744428313,0.2852384479656275,0,164,0,139
va_long_beach,cleveland,6,33,reliability_gated_sfda,0.6600660066006601,0.6826855588699772,0.5782608695652174,0.9568345323741008,0.40853658536585363,0.7208672086720868,0.4257338575100411,0.8462888226004562,0.8338913130497648,0.21993574461677654,67,97,6,133
va_long_beach,cleveland,6,33,conservative_candidate,0.6600660066006601,0.6826855588699772,0.5782608695652174,0.9568345323741008,0.40853658536585363,0.7208672086720868,0.4257338575100411,0.8460256185295666,0.8335182182922283,0.2189748712491328,67,97,6,133
va_long_beach,hungary,6,33,source_only,0.7312925170068028,0.7796065837013249,0.5771428571428572,0.9528301886792453,0.6063829787234043,0.7188612099644128,0.5470370495817739,0.8896025692492974,0.8257652160308876,0.21235211193561554,114,74,5,101
va_long_beach,hungary,6,33,pseudo_label_sfda,0.7312925170068028,0.7796065837013249,0.5771428571428572,0.9528301886792453,0.6063829787234043,0.7188612099644128,0.5470370495817739,0.8896025692492974,0.8257652160308876,0.2123521191179457,114,74,5,101
va_long_beach,hungary,6,33,entropy_sfda,0.43537414965986393,0.5564532316338819,0.3888888888888889,0.9905660377358491,0.12234042553191489,0.5585106382978723,0.1979990734298641,0.8801184263348053,0.8127717457663667,0.2671485779539725,23,165,1,105
va_long_beach,hungary,6,33,reliability_gated_sfda,0.7312925170068028,0.7796065837013249,0.5771428571428572,0.9528301886792453,0.6063829787234043,0.7188612099644128,0.5470370495817739,0.8901043757527096,0.8260888442083792,0.2116190748587465,114,74,5,101
va_long_beach,hungary,6,33,conservative_candidate,0.7346938775510204,0.7802087515054195,0.5813953488372093,0.9433962264150944,0.6170212765957447,0.7194244604316546,0.5461342445918841,0.8898032918506624,0.8261081891768371,0.21170800394705233,116,72,6,100
va_long_beach,switzerland,6,33,source_only,0.9105691056910569,0.7195652173913043,0.9642857142857143,0.9391304347826087,0.5,0.9515418502202643,0.3794740632147849,0.682608695652174,0.9570810518041787,0.11863133311271667,4,4,7,108
