source,target,seed,method,fold,adapt_n,test_n,missingness_rate,selected_n,coverage,pseudo_positive_n,pseudo_negative_n,mean_selected_confidence,adaptation_skipped,entropy_before,entropy_after,mean_probability_before,mean_probability_after,positive_rate_before,positive_rate_after,confidence_before,confidence_after,selected_per_class,available_positive,available_negative,teacher_positive_rate,class_support_score,reliability_score,mean_abs_teacher_drift,reliability_mode,missingness_factor,teacher_drift
cleveland,hungary,5,reliability_gated_sfda,3,235,59,0.002127659574468085,94.0,0.4,,,0.9484118819236755,False,0.3739810287952423,0.36760586500167847,0.41894665360450745,0.4182080924510956,0.41702127659574467,0.41702127659574467,,,47.0,98.0,137.0,0.41702127659574467,0.8340425531914893,0.7893328549927746,0.00351279741153121,,,
cleveland,hungary,5,reliability_gated_sfda,4,235,59,0.001595744680851064,94.0,0.4,,,0.9498988389968872,False,0.38352373242378235,0.3769313097000122,0.43391042947769165,0.4322967529296875,0.425531914893617,0.425531914893617,,,47.0,100.0,135.0,0.425531914893617,0.851063829787234,0.8071345046614564,0.003963930532336235,,,
cleveland,hungary,5,reliability_gated_sfda,5,236,58,0.00211864406779661,94.0,0.3983050847457627,,,0.9507832527160645,False,0.38074809312820435,0.3742087185382843,0.450981080532074,0.44945991039276123,0.4533898305084746,0.4533898305084746,,,47.0,107.0,129.0,0.4533898305084746,0.9067796610169492,0.8603243246755872,0.0038657954428344965,,,
cleveland,hungary,5,conservative_candidate,1,235,59,0.0005319148936170213,94.0,,,,0.9441317319869995,False,0.38751116394996643,0.3864385187625885,,,0.4085106382978723,0.4085106382978723,,,47.0,,,0.4085106382978723,0.8170212765957446,0.7709654067122812,,full,0.999468085106383,0.0016256138915196061
cleveland,hungary,5,conservative_candidate,2,235,59,0.002127659574468085,94.0,,,,0.9507589936256409,False,0.37252891063690186,0.3716912865638733,,,0.43829787234042555,0.43829787234042555,,,47.0,,,0.43829787234042555,0.8765957446808511,0.8316580299696485,,full,0.997872340425532,0.0017225584015250206
cleveland,hungary,5,conservative_candidate,3,235,59,0.002127659574468085,94.0,,,,0.9484118819236755,False,0.3739810287952423,0.37395039200782776,,,0.41702127659574467,0.41702127659574467,,,47.0,,,0.41702127659574467,0.8340425531914893,0.7893328549927746,,full,0.997872340425532,0.0006643021479249001
cleveland,hungary,5,conservative_candidate,4,235,59,0.001595744680851064,94.0,,,,0.9498988389968872,False,0.38352373242378235,0.3829427659511566,,,0.425531914893617,0.425531914893617,,,47.0,,,0.425531914893617,0.851063829787234,0.8071345046614564,,full,0.9984042553191489,0.0007583692204207182
cleveland,hungary,5,conservative_candidate,5,236,58,0.00211864406779661,94.0,,,,0.9507832527160645,False,0.38074809312820435,0.38000914454460144,,,0.4533898305084746,0.4533898305084746,,,47.0,,,0.4533898305084746,0.9067796610169492,0.8603243246755872,,full,0.9978813559322034,0.0009889884386211634
cleveland,switzerland,5,pseudo_label_sfda,1,98,25,0.012755102040816325,33.0,0.336734693877551,31.0,2.0,0.9329415559768677,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,5,pseudo_label_sfda,2,98,25,0.007653061224489795,28.0,0.2857142857142857,27.0,1.0,0.9322009086608887,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,5,pseudo_label_sfda,3,98,25,0.011479591836734693,26.0,0.2653061224489796,25.0,1.0,0.9244715571403503,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,5,pseudo_label_sfda,4,99,24,0.01388888888888889,32.0,0.32323232323232326,30.0,2.0,0.9325911998748779,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,5,pseudo_label_sfda,5,99,24,0.0101010101010101,33.0,0.3333333333333333,31.0,2.0,0.9332846403121948,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,5,entropy_sfda,1,98,25,0.012755102040816325,,,,,,,0.4218418598175049,0.38987240195274353,0.7276519536972046,0.7477458119392395,0.7959183673469388,0.7959183673469388,0.8198333978652954,0.8382901549339294,,,,,,,,,,
cleveland,switzerland,5,entropy_sfda,2,98,25,0.007653061224489795,,,,,,,0.43396109342575073,0.402651309967041,0.719264805316925,0.7370691299438477,0.7959183673469388,0.7959183673469388,0.8110260367393494,0.8303309082984924,,,,,,,,,,
cleveland,switzerland,5,entropy_sfda,3,98,25,0.011479591836734693,,,,,,,0.45432591438293457,0.42322468757629395,0.7135874629020691,0.7362514138221741,0.8061224489795918,0.8163265306122449,0.7980209589004517,0.8180508017539978,,,,,,,,,,
cleveland,switzerland,5,entropy_sfda,4,99,24,0.01388888888888889,,,,,,,0.4330751895904541,0.40268591046333313,0.714241087436676,0.7321911454200745,0.7878787878787878,0.7878787878787878,0.8100259304046631,0.8282283544540405,,,,,,,,,,
cleveland,switzerland,5,entropy_sfda,5,99,24,0.0101010101010101,,,,,,,0.4201793074607849,0.38881734013557434,0.7216956615447998,0.7380237579345703,0.797979797979798,0.797979797979798,0.8203352093696594,0.8387029767036438,,,,,,,,,,
cleveland,switzerland,5,reliability_gated_sfda,1,98,25,0.012755102040816325,40.0,0.40816326530612246,,,0.8339616060256958,False,0.4218418598175049,0.4193056523799896,0.7276519536972046,0.7265801429748535,0.7959183673469388,0.7959183673469388,,,20.0,78.0,20.0,0.7959183673469388,0.40816326530612246,0.3360507512827408,0.002658233977854252,,,
cleveland,switzerland,5,reliability_gated_sfda,2,98,25,0.007653061224489795,40.0,0.40816326530612246,,,0.8313241004943848,False,0.43396109342575073,0.430929958820343,0.719264805316925,0.717326819896698,0.7959183673469388,0.7857142857142857,,,20.0,78.0,20.0,0.7959183673469388,0.40816326530612246,0.3367191535738397,0.0036426375154405832,,,
cleveland,switzerland,5,reliability_gated_sfda,3,98,25,0.011479591836734693,38.0,0.3877551020408163,,,0.8237432837486267,False,0.45432591438293457,0.45201921463012695,0.7135874629020691,0.7119923830032349,0.8061224489795918,0.8061224489795918,,,19.0,79.0,19.0,0.8061224489795918,0.3877551020408163,0.3157439570282832,0.0031003705225884914,,,
cleveland,switzerland,5,reliability_gated_sfda,4,99,24,0.01388888888888889,40.0,0.40404040404040403,,,0.838697075843811,False,0.4330751895904541,0.4308986961841583,0.714241087436676,0.7120882272720337,0.7878787878787878,0.7878787878787878,,,20.0,78.0,21.0,0.7878787878787878,0.4242424242424243,0.35086906287405234,0.0030760704539716244,,,
cleveland,switzerland,5,reliability_gated_sfda,5,99,24,0.0101010101010101,40.0,0.40404040404040403,,,0.8435193300247192,False,0.4201793074607849,0.4175317585468292,0.7216956615447998,0.7197673320770264,0.797979797979798,0.7878787878787878,,,20.0,79.0,20.0,0.797979797979798,0.404040404040404,0.3373733061623201,0.0031087573152035475,,,
cleveland,switzerland,5,conservative_candidate,1,98,25,0.012755102040816325,40.0,,,,0.8339616060256958,False,0.4218418598175049,0.42180243134498596,,,0.7959183673469388,0.7959183673469388,,,20.0,,,0.7959183673469388,0.40816326530612246,0.3360507512827408,,full,0.9872448979591837,0.001793638220988214
cleveland,switzerland,5,conservative_candidate,2,98,25,0.007653061224489795,40.0,,,,0.8313241004943848,False,0.43396109342575073,0.4333500862121582,,,0.7959183673469388,0.7959183673469388,,,20.0,,,0.7959183673469388,0.40816326530612246,0.3367191535738397,,full,0.9923469387755102,0.0017068240558728576
cleveland,switzerland,5,conservative_candidate,3,98,25,0.011479591836734693,38.0,,,,0.8237432837486267,False,0.45432591438293457,0.454537570476532,,,0.8061224489795918,0.8061224489795918,,,19.0,,,0.8061224489795918,0.3877551020408163,0.3157439570282832,,full,0.9885204081632653,0.0022713104262948036
cleveland,switzerland,5,conservative_candidate,4,99,24,0.01388888888888889,40.0,,,,0.838697075843811,False,0.4330751895904541,0.4335431456565857,,,0.7878787878787878,0.797979797979798,,,20.0,,,0.7878787878787878,0.4242424242424243,0.35086906287405234,,full,0.9861111111111112,0.002272436860948801
cleveland,switzerland,5,conservative_candidate,5,99,24,0.0101010101010101,40.0,,,,0.8435193300247192,False,0.4201793074607849,0.4202931225299835,,,0.797979797979798,0.797979797979798,,,20.0,,,0.797979797979798,0.404040404040404,0.3373733061623201,,full,0.98989898989899,0.0018262092489749193
cleveland,va_long_beach,5,pseudo_label_sfda,1,160,40,0.13984375,58.0,0.3625,54.0,4.0,0.9334248900413513,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,5,pseudo_label_sfda,2,160,40,0.13828125000000002,55.0,0.34375,52.0,3.0,0.9339555501937866,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,5,pseudo_label_sfda,3,160,40,0.12578125,56.0,0.35,52.0,4.0,0.9360953569412231,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,5,pseudo_label_sfda,4,160,40,0.1328125,59.0,0.36875,57.0,2.0,0.9348210692405701,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,5,pseudo_label_sfda,5,160,40,0.14765625,56.0,0.35,53.0,3.0,0.9351149797439575,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,5,entropy_sfda,1,160,40,0.13984375,,,,,,,0.4289373457431793,0.38565492630004883,0.7028251886367798,0.7222049832344055,0.7625,0.7625,0.8196336627006531,0.8455036282539368,,,,,,,,,,
cleveland,va_long_beach,5,entropy_sfda,2,160,40,0.13828125000000002,,,,,,,0.4328518509864807,0.38797491788864136,0.7238588333129883,0.7503436207771301,0.79375,0.79375,0.8178104162216187,0.8439280390739441,,,,,,,,,,
cleveland,va_long_beach,5,entropy_sfda,3,160,40,0.12578125,,,,,,,0.43358954787254333,0.38962334394454956,0.7249048948287964,0.7547714114189148,0.79375,0.79375,0.8142045736312866,0.8391748666763306,,,,,,,,,,
cleveland,va_long_beach,5,entropy_sfda,4,160,40,0.1328125,,,,,,,0.4280855059623718,0.38461244106292725,0.7232519388198853,0.7488247156143188,0.79375,0.79375,0.8189838528633118,0.8446488380432129,,,,,,,,,,
cleveland,va_long_beach,5,entropy_sfda,5,160,40,0.14765625,,,,,,,0.4374789297580719,0.39478442072868347,0.6968890428543091,0.715824544429779,0.75625,0.75625,0.8124988675117493,0.838967502117157,,,,,,,,,,
cleveland,va_long_beach,5,reliability_gated_sfda,1,160,40,0.13984375,64.0,0.4,,,0.8614749908447266,False,0.4289373457431793,0.4254182279109955,0.7028251886367798,0.700231671333313,0.7625,0.7625,,,32.0,122.0,38.0,0.7625,0.4750000000000001,0.35197647135704757,0.003746224567294121,,,
cleveland,va_long_beach,5,reliability_gated_sfda,2,160,40,0.13828125000000002,64.0,0.4,,,0.8402637243270874,False,0.4328518509864807,0.4294961094856262,0.7238588333129883,0.7229204177856445,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.29867929005646154,0.0028860808815807104,,,
cleveland,va_long_beach,5,reliability_gated_sfda,3,160,40,0.12578125,64.0,0.4,,,0.8360216617584229,False,0.43358954787254333,0.43068188428878784,0.7249048948287964,0.7242268323898315,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.3014821474975907,0.002502766437828541,,,
cleveland,va_long_beach,5,reliability_gated_sfda,4,160,40,0.1328125,64.0,0.4,,,0.8448082208633423,False,0.4280855059623718,0.42540448904037476,0.7232519388198853,0.7213829159736633,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.30220044072484603,0.002924747299402952,,,
cleveland,va_long_beach,5,reliability_gated_sfda,5,160,40,0.14765625,64.0,0.4,,,0.8601795434951782,False,0.4374789297580719,0.4341050684452057,0.6968890428543091,0.6941083669662476,0.75625,0.75625,,,32.0,121.0,39.0,0.75625,0.48750000000000004,0.35741972066578453,0.0037663429975509644,,,
cleveland,va_long_beach,5,conservative_candidate,1,160,40,0.13984375,64.0,,,,0.8614749908447266,False,0.4289373457431793,0.42897629737854004,,,0.7625,0.7625,,,32.0,,,0.7625,0.4750000000000001,0.35197647135704757,,full,0.86015625,0.002211916958913207
cleveland,va_long_beach,5,conservative_candidate,2,160,40,0.13828125000000002,64.0,,,,0.8402637243270874,False,0.4328518509864807,0.43185630440711975,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.29867929005646154,,full,0.86171875,0.0030441484414041042
cleveland,va_long_beach,5,conservative_candidate,3,160,40,0.12578125,64.0,,,,0.8360216617584229,False,0.43358954787254333,0.43271368741989136,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.3014821474975907,,full,0.87421875,0.0032433513551950455
cleveland,va_long_beach,5,conservative_candidate,4,160,40,0.1328125,64.0,,,,0.8448082208633423,False,0.4280855059623718,0.42827945947647095,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.30220044072484603,,full,0.8671875,0.002052451018244028
cleveland,va_long_beach,5,conservative_candidate,5,160,40,0.14765625,64.0,,,,0.8601795434951782,False,0.4374789297580719,0.43735218048095703,,,0.75625,0.75625,,,32.0,,,0.75625,0.48750000000000004,0.35741972066578453,,full,0.85234375,0.0023319243919104338
cleveland,hungary,6,pseudo_label_sfda,1,235,59,0.0005319148936170213,90.0,0.3829787234042553,25.0,65.0,0.9387458562850952,False,,,,,,,,,,,,,,,,,,
cleveland,hungary,6,pseudo_label_sfda,2,235,59,0.002127659574468085,94.0,0.4,29.0,65.0,0.9420371651649475,False,,,,,,,,,,,,,,,,,,
cleveland,hungary,6,pseudo_label_sfda,3,235,59,0.002127659574468085,95.0,0.40425531914893614,23.0,72.0,0.9431160092353821,False,,,,,,,,,,,,,,,,,,
cleveland,hungary,6,pseudo_label_sfda,4,235,59,0.001595744680851064,94.0,0.4,32.0,62.0,0.9401566386222839,False,,,,,,,,,,,,,,,,,,
cleveland,hungary,6,pseudo_label_sfda,5,236,58,0.00211864406779661,95.0,0.4025423728813559,31.0,64.0,0.9420429468154907,False,,,,,,,,,,,,,,,,,,
cleveland,hungary,6,entropy_sfda,1,235,59,0.0005319148936170213,,,,,,,0.41284963488578796,0.3337867856025696,0.41035884618759155,0.3693212866783142,0.39148936170212767,0.33617021276595743,0.8204786777496338,0.8639000654220581,,,,,,,,,,
cleveland,hungary,6,entropy_sfda,2,235,59,0.002127659574468085,,,,,,,0.4016639292240143,0.32636985182762146,0.42857006192207336,0.3975340723991394,0.425531914893617,0.37446808510638296,0.8271790146827698,0.8675124049186707,,,,,,,,,,
cleveland,hungary,6,entropy_sfda,3,235,59,0.002127659574468085,,,,,,,0.401541531085968,0.32716915011405945,0.40601634979248047,0.36847221851348877,0.4127659574468085,0.3404255319148936,0.8250810503959656,0.8631002902984619,,,,,,,,,,
cleveland,hungary,6,entropy_sfda,4,235,59,0.001595744680851064,,,,,,,0.4082798659801483,0.32904133200645447,0.41915613412857056,0.3763268291950226,0.4085106382978723,0.34893617021276596,0.8218511939048767,0.8647230267524719,,,,,,,,,,
cleveland,hungary,6,entropy_sfda,5,236,58,0.00211864406779661,,,,,,,0.40777143836021423,0.3360767066478729,0.4352045953273773,0.40485239028930664,0.4364406779661017,0.3728813559322034,0.8207282423973083,0.8585664629936218,,,,,,,,,,
cleveland,hungary,6,reliability_gated_sfda,1,235,59,0.0005319148936170213,94.0,0.4,,,0.9278901815414429,False,0.41284963488578796,0.4051808714866638,0.41035884618759155,0.4081246852874756,0.39148936170212767,0.3872340425531915,,,47.0,92.0,143.0,0.39148936170212767,0.7829787234042553,0.7261318239144687,0.004658900201320648,,,
cleveland,hungary,6,reliability_gated_sfda,2,235,59,0.002127659574468085,94.0,0.4,,,0.9338434338569641,False,0.4016639292240143,0.3942548930644989,0.42857006192207336,0.4270264208316803,0.425531914893617,0.42127659574468085,,,47.0,100.0,135.0,0.425531914893617,0.851063829787234,0.7930693897309483,0.004368632100522518,,,
cleveland,hungary,6,reliability_gated_sfda,3,235,59,0.002127659574468085,94.0,0.4,,,0.9309892058372498,False,0.401541531085968,0.394216388463974,0.40601634979248047,0.4043087661266327,0.4127659574468085,0.4085106382978723,,,47.0,97.0,138.0,0.4127659574468085,0.825531914893617,0.7669260650276868,0.004218516871333122,,,
cleveland,hungary,6,reliability_gated_sfda,4,235,59,0.001595744680851064,94.0,0.4,,,0.9343655109405518,False,0.4082798659801483,0.4007570743560791,0.41915613412857056,0.41721054911613464,0.4085106382978723,0.40425531914893614,,,47.0,96.0,139.0,0.4085106382978723,0.8170212765957446,0.7621783166473513,0.004566575400531292,,,
cleveland,hungary,6,reliability_gated_sfda,5,236,58,0.00211864406779661,94.0,0.3983050847457627,,,0.9356592297554016,False,0.40777143836021423,0.40067026019096375,0.4352045953273773,0.43362492322921753,0.4364406779661017,0.4364406779661017,,,47.0,103.0,133.0,0.4364406779661017,0.8728813559322034,0.8149891592416655,0.004268217831850052,,,
cleveland,hungary,6,conservative_candidate,1,235,59,0.0005319148936170213,94.0,,,,0.9278901815414429,False,0.41284963488578796,0.41111645102500916,,,0.39148936170212767,0.3872340425531915,,,47.0,,,0.39148936170212767,0.7829787234042553,0.7261318239144687,,full,0.999468085106383,0.002303076209500432
cleveland,hungary,6,conservative_candidate,2,235,59,0.002127659574468085,94.0,,,,0.9338434338569641,False,0.4016639292240143,0.39983320236206055,,,0.425531914893617,0.42127659574468085,,,47.0,,,0.425531914893617,0.851063829787234,0.7930693897309483,,full,0.997872340425532,0.002355122473090887
cleveland,hungary,6,conservative_candidate,3,235,59,0.002127659574468085,94.0,,,,0.9309892058372498,False,0.401541531085968,0.40086039900779724,,,0.4127659574468085,0.4085106382978723,,,47.0,,,0.4127659574468085,0.825531914893617,0.7669260650276868,,full,0.997872340425532,0.0018921226728707552
cleveland,hungary,6,conservative_candidate,4,235,59,0.001595744680851064,94.0,,,,0.9343655109405518,False,0.4082798659801483,0.4070705473423004,,,0.4085106382978723,0.40425531914893614,,,47.0,,,0.4085106382978723,0.8170212765957446,0.7621783166473513,,full,0.9984042553191489,0.0016499499324709177
cleveland,hungary,6,conservative_candidate,5,236,58,0.00211864406779661,94.0,,,,0.9356592297554016,False,0.40777143836021423,0.40718770027160645,,,0.4364406779661017,0.4364406779661017,,,47.0,,,0.4364406779661017,0.8728813559322034,0.8149891592416655,,full,0.9978813559322034,0.0016017238376662135
cleveland,switzerland,6,pseudo_label_sfda,1,98,25,0.012755102040816325,18.0,0.1836734693877551,16.0,2.0,0.9295486807823181,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,6,pseudo_label_sfda,2,98,25,0.007653061224489795,15.0,0.15306122448979592,14.0,1.0,0.9277265071868896,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,6,pseudo_label_sfda,3,98,25,0.011479591836734693,10.0,0.10204081632653061,9.0,1.0,0.9250930547714233,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,6,pseudo_label_sfda,4,99,24,0.01388888888888889,16.0,0.16161616161616163,14.0,2.0,0.9316046237945557,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,6,pseudo_label_sfda,5,99,24,0.0101010101010101,17.0,0.1717171717171717,15.0,2.0,0.9302912354469299,False,,,,,,,,,,,,,,,,,,
cleveland,switzerland,6,entropy_sfda,1,98,25,0.012755102040816325,,,,,,,0.4633136987686157,0.43228858709335327,0.6973916888237,0.7173439264297485,0.7857142857142857,0.7857142857142857,0.7947927117347717,0.8144683837890625,,,,,,,,,,
cleveland,switzerland,6,entropy_sfda,2,98,25,0.007653061224489795,,,,,,,0.4756973087787628,0.4448557198047638,0.6898953914642334,0.7075348496437073,0.7755102040816326,0.7755102040816326,0.7855127453804016,0.8058179616928101,,,,,,,,,,
cleveland,switzerland,6,entropy_sfda,3,98,25,0.011479591836734693,,,,,,,0.4957379996776581,0.4675886332988739,0.6790573596954346,0.6957180500030518,0.7755102040816326,0.7755102040816326,0.7706215381622314,0.7901184558868408,,,,,,,,,,
cleveland,switzerland,6,entropy_sfda,4,99,24,0.01388888888888889,,,,,,,0.47758904099464417,0.4471539855003357,0.680776059627533,0.6948123574256897,0.7575757575757576,0.7575757575757576,0.7824985384941101,0.8023908138275146,,,,,,,,,,
cleveland,switzerland,6,entropy_sfda,5,99,24,0.0101010101010101,,,,,,,0.4671318829059601,0.4362335205078125,0.6892570853233337,0.7054365277290344,0.7676767676767676,0.7676767676767676,0.7912818789482117,0.8110107779502869,,,,,,,,,,
cleveland,switzerland,6,reliability_gated_sfda,1,98,25,0.012755102040816325,40.0,0.40816326530612246,,,0.829237163066864,False,0.4633136987686157,0.46043699979782104,0.6973916888237,0.6946569085121155,0.7857142857142857,0.7857142857142857,,,20.0,77.0,21.0,0.7857142857142857,0.4285714285714286,0.35085435361538964,0.0039784861728549,,,
cleveland,switzerland,6,reliability_gated_sfda,2,98,25,0.007653061224489795,40.0,0.40816326530612246,,,0.8225369453430176,False,0.4756973087787628,0.4718516170978546,0.6898953914642334,0.6878653764724731,0.7755102040816326,0.7653061224489796,,,20.0,76.0,22.0,0.7755102040816326,0.44897959183673475,0.3664760088632625,0.0041826809756457806,,,
cleveland,switzerland,6,reliability_gated_sfda,3,98,25,0.011479591836734693,40.0,0.40816326530612246,,,0.8143266439437866,False,0.4957379996776581,0.4927113950252533,0.6790573596954346,0.6767730116844177,0.7755102040816326,0.7755102040816326,,,20.0,76.0,22.0,0.7755102040816326,0.44897959183673475,0.3614189212630561,0.003881261684000492,,,
cleveland,switzerland,6,reliability_gated_sfda,4,99,24,0.01388888888888889,40.0,0.40404040404040403,,,0.8307113647460938,False,0.47758904099464417,0.47395583987236023,0.680776059627533,0.6782336235046387,0.7575757575757576,0.7474747474747475,,,20.0,75.0,24.0,0.7575757575757576,0.48484848484848486,0.3971751306193445,0.004349989350885153,,,
cleveland,switzerland,6,reliability_gated_sfda,5,99,24,0.0101010101010101,40.0,0.40404040404040403,,,0.8334196209907532,False,0.4671318829059601,0.4639912545681,0.6892570853233337,0.6868202686309814,0.7676767676767676,0.7575757575757576,,,20.0,76.0,23.0,0.7676767676767676,0.46464646464646475,0.3833339099506496,0.003850727342069149,,,
cleveland,switzerland,6,conservative_candidate,1,98,25,0.012755102040816325,40.0,,,,0.829237163066864,False,0.4633136987686157,0.4645964503288269,,,0.7857142857142857,0.7857142857142857,,,20.0,,,0.7857142857142857,0.4285714285714286,0.35085435361538964,,full,0.9872448979591837,0.0009554438292980194
cleveland,switzerland,6,conservative_candidate,2,98,25,0.007653061224489795,40.0,,,,0.8225369453430176,False,0.4756973087787628,0.4762645959854126,,,0.7755102040816326,0.7755102040816326,,,20.0,,,0.7755102040816326,0.44897959183673475,0.3664760088632625,,full,0.9923469387755102,0.0021112423855811357
cleveland,switzerland,6,conservative_candidate,3,98,25,0.011479591836734693,40.0,,,,0.8143266439437866,False,0.4957379996776581,0.4969842731952667,,,0.7755102040816326,0.7755102040816326,,,20.0,,,0.7755102040816326,0.44897959183673475,0.3614189212630561,,full,0.9885204081632653,0.0018801797414198518
cleveland,switzerland,6,conservative_candidate,4,99,24,0.01388888888888889,40.0,,,,0.8307113647460938,False,0.47758904099464417,0.47842133045196533,,,0.7575757575757576,0.7575757575757576,,,20.0,,,0.7575757575757576,0.48484848484848486,0.3971751306193445,,full,0.9861111111111112,0.0015597216552123427
cleveland,switzerland,6,conservative_candidate,5,99,24,0.0101010101010101,40.0,,,,0.8334196209907532,False,0.4671318829059601,0.46881380677223206,,,0.7676767676767676,0.7676767676767676,,,20.0,,,0.7676767676767676,0.46464646464646475,0.3833339099506496,,full,0.98989898989899,0.002062383573502302
cleveland,va_long_beach,6,pseudo_label_sfda,1,160,40,0.13984375,40.0,0.25,37.0,3.0,0.9318521618843079,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,pseudo_label_sfda,2,160,40,0.13828125000000002,38.0,0.2375,36.0,2.0,0.9314476847648621,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,pseudo_label_sfda,3,160,40,0.12578125,42.0,0.2625,39.0,3.0,0.9332293272018433,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,pseudo_label_sfda,4,160,40,0.1328125,40.0,0.25,38.0,2.0,0.9351658821105957,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,pseudo_label_sfda,5,160,40,0.14765625,40.0,0.25,38.0,2.0,0.9330538511276245,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,entropy_sfda,1,160,40,0.13984375,,,,,,,0.4609338343143463,0.4160849153995514,0.6785989999771118,0.695074200630188,0.7625,0.7625,0.7977216839790344,0.8269163966178894,,,,,,,,,,
cleveland,va_long_beach,6,entropy_sfda,2,160,40,0.13828125000000002,,,,,,,0.4660155177116394,0.4205508232116699,0.6979198455810547,0.7208017706871033,0.79375,0.79375,0.7948080897331238,0.8253481984138489,,,,,,,,,,
cleveland,va_long_beach,6,entropy_sfda,3,160,40,0.12578125,,,,,,,0.467334508895874,0.42422765493392944,0.7013508081436157,0.7259671092033386,0.79375,0.79375,0.7909121513366699,0.8194734454154968,,,,,,,,,,
cleveland,va_long_beach,6,entropy_sfda,4,160,40,0.1328125,,,,,,,0.4605562090873718,0.416046142578125,0.6978803873062134,0.7196122407913208,0.79375,0.79375,0.7970067262649536,0.8265376091003418,,,,,,,,,,
cleveland,va_long_beach,6,entropy_sfda,5,160,40,0.14765625,,,,,,,0.46651536226272583,0.42317038774490356,0.6749504208564758,0.6918754577636719,0.75625,0.75625,0.7926390767097473,0.8218578100204468,,,,,,,,,,
cleveland,va_long_beach,6,reliability_gated_sfda,1,160,40,0.13984375,64.0,0.4,,,0.8605351448059082,False,0.4609338343143463,0.45674973726272583,0.6785989999771118,0.6759289503097534,0.7625,0.7625,,,32.0,122.0,38.0,0.7625,0.4750000000000001,0.3515924744959921,0.004370777867734432,,,
cleveland,va_long_beach,6,reliability_gated_sfda,2,160,40,0.13828125000000002,64.0,0.4,,,0.8388354778289795,False,0.4660155177116394,0.4629289507865906,0.6979198455810547,0.6953938007354736,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.29817160700680695,0.0037659313529729843,,,
cleveland,va_long_beach,6,reliability_gated_sfda,3,160,40,0.12578125,64.0,0.4,,,0.8321845531463623,False,0.467334508895874,0.46481838822364807,0.7013508081436157,0.698525607585907,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.30009842767613015,0.003798347432166338,,,
cleveland,va_long_beach,6,reliability_gated_sfda,4,160,40,0.1328125,64.0,0.4,,,0.8441734313964844,False,0.4605562090873718,0.4573553502559662,0.6978803873062134,0.6951953768730164,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.3019733671098948,0.003967152442783117,,,
cleveland,va_long_beach,6,reliability_gated_sfda,5,160,40,0.14765625,64.0,0.4,,,0.8576627373695374,False,0.46651536226272583,0.4630144238471985,0.6749504208564758,0.67156583070755,0.75625,0.75625,,,32.0,121.0,39.0,0.75625,0.48750000000000004,0.3563739434798481,0.004560352303087711,,,
cleveland,va_long_beach,6,conservative_candidate,1,160,40,0.13984375,64.0,,,,0.8605351448059082,False,0.4609338343143463,0.46149349212646484,,,0.7625,0.7625,,,32.0,,,0.7625,0.4750000000000001,0.3515924744959921,,full,0.86015625,0.001863899058662355
cleveland,va_long_beach,6,conservative_candidate,2,160,40,0.13828125000000002,64.0,,,,0.8388354778289795,False,0.4660155177116394,0.46690669655799866,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.29817160700680695,,full,0.86171875,0.0013752499362453818
cleveland,va_long_beach,6,conservative_candidate,3,160,40,0.12578125,64.0,,,,0.8321845531463623,False,0.467334508895874,0.46842002868652344,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.30009842767613015,,full,0.87421875,0.0017168562626466155
cleveland,va_long_beach,6,conservative_candidate,4,160,40,0.1328125,64.0,,,,0.8441734313964844,False,0.4605562090873718,0.4613381028175354,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.3019733671098948,,full,0.8671875,0.0015021797735244036
