source,target,seed,source_epochs,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp,source_roc_auc,source_pr_auc,source_balanced_accuracy,source_brier,delta_roc_auc,delta_pr_auc,delta_balanced_accuracy,brier_improvement,negative_adaptation_auc,brier_worsened
cleveland,va_long_beach,0,34,conservative_candidate,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.722266087643111,0.8775076174005368,0.17875573767128267,23,28,22,127,0.7223976839057771,0.8775444785232398,0.6516646927227266,0.17915938794612885,-0.00013159626266612268,-3.686112270295805e-05,0.0,0.000403650274846179,True,False
cleveland,hungary,1,34,pseudo_label_sfda,0.8061224489795918,0.7990264953833802,0.7130434782608696,0.7735849056603774,0.824468085106383,0.7420814479638009,0.588431736791661,0.8790144520272983,0.8419618789697474,0.13843455758854234,155,33,24,82,0.88031914893617,0.843666557239936,0.7978221597751907,0.13577963411808014,-0.0013046969088716942,-0.0017046782701886087,0.001204335608189555,-0.0026549234704622005,True,True
cleveland,hungary,1,34,entropy_sfda,0.8197278911564626,0.8055499799277399,0.7476635514018691,0.7547169811320755,0.8563829787234043,0.7511737089201878,0.6098617846919162,0.8777599357687677,0.8390898435291246,0.1367395139630002,161,27,26,80,0.88031914893617,0.843666557239936,0.7978221597751907,0.13577963411808014,-0.0025592131674023744,-0.004576713710811364,0.007727820152549247,-0.0009598798449200474,True,True
cleveland,hungary,1,34,reliability_gated_sfda,0.8027210884353742,0.8004817342432757,0.7,0.7924528301886793,0.8085106382978723,0.7433628318584071,0.5871035182320469,0.8800180650341228,0.8434662042202941,0.13604082310811735,152,36,22,84,0.88031914893617,0.843666557239936,0.7978221597751907,0.13577963411808014,-0.0003010839020471945,-0.0002003530196419412,0.0026595744680850686,-0.0002611889900372144,True,True
cleveland,hungary,1,34,conservative_candidate,0.8061224489795918,0.8031413087113609,0.7058823529411765,0.7924528301886793,0.8138297872340425,0.7466666666666667,0.5930816253631543,0.8797169811320755,0.8432119633331152,0.13546233772537328,153,35,22,84,0.88031914893617,0.843666557239936,0.7978221597751907,0.13577963411808014,-0.0006021678040945,-0.00045459390682078826,0.005319148936170248,0.0003172963927068617,True,False
cleveland,switzerland,1,34,pseudo_label_sfda,0.7886178861788617,0.6543478260869565,0.9587628865979382,0.808695652173913,0.5,0.8773584905660378,0.1864454911778977,0.7315217391304347,0.9731457220683479,0.1398264006802796,4,4,22,93,0.7326086956521739,0.9734935481553044,0.65,0.1487627923488617,-0.0010869565217391797,-0.0003478260869564931,0.004347826086956497,0.008936391668582094,True,False
cleveland,switzerland,1,34,entropy_sfda,0.7967479674796748,0.6005434782608696,0.95,0.8260869565217391,0.375,0.8837209302325582,0.12717855807198916,0.7293478260869566,0.9729849422730357,0.13544138621980753,3,5,20,95,0.7326086956521739,0.9734935481553044,0.65,0.1487627923488617,-0.003260869565217317,-0.0005086058822687534,-0.0494565217391304,0.013321406129054164,True,False
cleveland,switzerland,1,34,reliability_gated_sfda,0.7723577235772358,0.6456521739130434,0.9578947368421052,0.7913043478260869,0.5,0.8666666666666667,0.1713168427447863,0.7293478260869566,0.9732394068010712,0.1510695864954462,4,4,24,91,0.7326086956521739,0.9734935481553044,0.65,0.1487627923488617,-0.003260869565217317,-0.00025414135423318385,-0.004347826086956608,-0.0023067941465844954,True,True
cleveland,switzerland,1,34,conservative_candidate,0.7804878048780488,0.65,0.9583333333333334,0.8,0.5,0.8720379146919431,0.17873008824606015,0.7293478260869566,0.9729395520487925,0.14761625803743442,4,4,23,92,0.7326086956521739,0.9734935481553044,0.65,0.1487627923488617,-0.003260869565217317,-0.000553996106511967,0.0,0.0011465343114272775,True,False
cleveland,va_long_beach,1,34,pseudo_label_sfda,0.76,0.6583761021186998,0.821656050955414,0.8657718120805369,0.45098039215686275,0.8431372549019608,0.3360576716027745,0.727003553099092,0.8861136408974091,0.17663724045788654,23,28,20,129,0.7298986708777471,0.8869484968082141,0.6516646927227266,0.17564663290977478,-0.002895117778655032,-0.0008348559108050102,0.006711409395973145,-0.0009906075481117549,True,True
