seed,target,variant,source_roc_auc,roc_auc,delta_roc_auc,source_brier,brier,brier_improvement,delta_balanced_accuracy,negative_adaptation_auc,brier_worsened
7,switzerland,no_pseudo,0.7195652173913043,0.7195652173913043,0.0,0.16971521079540253,0.1675193744925116,0.0021958363028909134,0.004347826086956497,False,False
7,switzerland,no_entropy,0.7195652173913043,0.7184782608695652,-0.0010869565217390686,0.16971521079540253,0.1733641367224152,-0.003648925927012686,0.0,True,True
7,switzerland,no_anchor,0.7195652173913043,0.7184782608695652,-0.0010869565217390686,0.16971521079540253,0.1741709866153286,-0.004455775819926067,-0.004347826086956497,True,True
7,switzerland,no_prior,0.7195652173913043,0.7184782608695652,-0.0010869565217390686,0.16971521079540253,0.17345570290618836,-0.003740492110785837,-0.004347826086956497,True,True
7,va_long_beach,no_pseudo,0.7312146335044085,0.7308198447164099,-0.0003947887879985901,0.18247690796852112,0.18191302257633765,0.0005638853921834663,0.003355704697986628,True,False
7,va_long_beach,no_entropy,0.7312146335044085,0.7314778260297407,0.00026319252533213433,0.18247690796852112,0.18340482701856525,-0.0009279190500441348,0.0,False,True
7,va_long_beach,no_anchor,0.7312146335044085,0.7310830372417424,-0.00013159626266612268,0.18247690796852112,0.1838353789598368,-0.001358470991315669,0.0,True,True
7,va_long_beach,no_prior,0.7312146335044085,0.7310830372417424,-0.00013159626266612268,0.18247690796852112,0.1835575390702698,-0.0010806311017486914,0.0,True,True
8,hungary,no_pseudo,0.875451625853071,0.8754516258530711,1.1102230246251565e-16,0.13970597088336945,0.1395980901777465,0.0001078807056229536,0.0,False,False
8,hungary,no_entropy,0.875451625853071,0.8755018065034124,5.018065034134711e-05,0.13970597088336945,0.14006016344365724,-0.00035419256028779156,0.0,False,True
8,hungary,no_anchor,0.875451625853071,0.8755519871537536,0.0001003613006825832,0.13970597088336945,0.13997661939503137,-0.0002706485116619195,0.0,False,True
8,hungary,no_prior,0.875451625853071,0.8755519871537536,0.0001003613006825832,0.13970597088336945,0.1399238339192674,-0.00021786303589796385,0.0,False,True
8,switzerland,no_pseudo,0.7597826086956522,0.7608695652173914,0.0010869565217391797,0.15335696935653687,0.15097736157864317,0.0023796077778936997,0.0,False,False
8,switzerland,no_entropy,0.7597826086956522,0.7608695652173914,0.0010869565217391797,0.15335696935653687,0.15564641828979955,-0.002289448933262689,-0.004347826086956608,False,True
8,switzerland,no_anchor,0.7597826086956522,0.7608695652173914,0.0010869565217391797,0.15335696935653687,0.158033882204689,-0.004676912848152137,-0.008695652173913104,False,True
8,switzerland,no_prior,0.7597826086956522,0.7619565217391304,0.0021739130434782483,0.15335696935653687,0.15609075373039666,-0.0027337843738597933,-0.004347826086956608,False,True
8,va_long_beach,no_pseudo,0.7285827082510857,0.728845900776418,0.00026319252533224535,0.17635402083396912,0.1757661713539828,0.0005878494799863299,0.0,False,False
8,va_long_beach,no_entropy,0.7285827082510857,0.7277931306750888,-0.0007895775759969581,0.17635402083396912,0.17730585671540283,-0.0009518358814337158,0.0,True,True
8,va_long_beach,no_anchor,0.7285827082510857,0.7295038820897487,0.0009211738386629698,0.17635402083396912,0.17756978296064752,-0.0012157621266783991,0.0,False,True
8,va_long_beach,no_prior,0.7285827082510857,0.7284511119884195,-0.0001315962626662337,0.17635402083396912,0.17729591144515403,-0.000941890611184909,0.0,True,True
9,hungary,no_pseudo,0.884684865515857,0.884634684865516,-5.0180650341014044e-05,0.13037876784801483,0.13007936028335884,0.00029940756465599017,0.0026595744680850686,True,False
9,hungary,no_entropy,0.884684865515857,0.8843336009634686,-0.0003512645523884306,0.13037876784801483,0.13067139844012415,-0.00029263059210932196,0.0,True,True
9,hungary,no_anchor,0.884684865515857,0.8841830590124448,-0.0005018065034122499,0.13037876784801483,0.13059477764949992,-0.00021600980148508975,0.0,True,True
9,hungary,no_prior,0.884684865515857,0.8844339622641508,-0.00025090325170618044,0.13037876784801483,0.13056583367114638,-0.00018706582313154918,0.0,True,True
9,switzerland,no_pseudo,0.7456521739130435,0.7478260869565218,0.0021739130434782483,0.16420753300189972,0.16190701146151973,0.0023005215403799906,0.0,False,False
9,switzerland,no_entropy,0.7456521739130435,0.7434782608695653,-0.0021739130434782483,0.16420753300189972,0.16823624044214094,-0.004028707440241225,-0.004347826086956497,True,True
9,switzerland,no_anchor,0.7456521739130435,0.7434782608695651,-0.0021739130434783593,0.16420753300189972,0.16993872721583003,-0.005731194213930313,-0.004347826086956497,True,True
9,switzerland,no_prior,0.7456521739130435,0.7434782608695651,-0.0021739130434783593,0.16420753300189972,0.1679184617765441,-0.0037109287746443786,-0.004347826086956497,True,True
