seed,target,variant,fold,reliability_mode,selected_per_class,selected_n,teacher_positive_rate,mean_selected_confidence,class_support_score,missingness_rate,missingness_factor,reliability_score,adaptation_skipped,entropy_before,entropy_after,positive_rate_before,positive_rate_after,teacher_drift
8,va_long_beach,candidate_full,3,full,32,64,0.79375,0.8333938121795654,0.4125000000000001,0.12578125,0.87421875,0.3005345049058088,False,0.45369967818260193,0.45244550704956055,0.79375,0.79375,0.004333990626037121
8,va_long_beach,candidate_full,4,full,32,64,0.79375,0.8397531509399414,0.4125000000000001,0.1328125,0.8671875,0.30039216717705136,False,0.44906124472618103,0.4475349485874176,0.79375,0.79375,0.004426292143762112
8,va_long_beach,candidate_full,5,full,32,64,0.75625,0.8501080274581909,0.48750000000000004,0.14765625,0.85234375,0.3532348287140485,False,0.4570395052433014,0.45687589049339294,0.75625,0.75625,0.0030729337595403194
8,va_long_beach,candidate_no_entropy,1,full,32,64,0.7625,0.8533264994621277,0.4750000000000001,0.13984375,0.86015625,0.3486472078564112,False,0.45081034302711487,0.45017609000205994,0.7625,0.7625,0.003677126718685031
8,va_long_beach,candidate_no_entropy,2,full,32,64,0.79375,0.835905134677887,0.4125000000000001,0.13828125000000002,0.86171875,0.29712999020644937,False,0.45488160848617554,0.45394498109817505,0.79375,0.79375,0.0037023979239165783
8,va_long_beach,candidate_no_entropy,3,full,32,64,0.79375,0.8333938121795654,0.4125000000000001,0.12578125,0.87421875,0.3005345049058088,False,0.45369967818260193,0.45335644483566284,0.79375,0.79375,0.0038765505887567997
8,va_long_beach,candidate_no_entropy,4,full,32,64,0.79375,0.8397531509399414,0.4125000000000001,0.1328125,0.8671875,0.30039216717705136,False,0.44906124472618103,0.4484793543815613,0.79375,0.79375,0.0037749395705759525
8,va_long_beach,candidate_no_entropy,5,full,32,64,0.75625,0.8501080274581909,0.48750000000000004,0.14765625,0.85234375,0.3532348287140485,False,0.4570395052433014,0.4579089283943176,0.75625,0.75625,0.0028992309235036373
8,va_long_beach,candidate_no_anchor,1,full,32,64,0.7625,0.8533264994621277,0.4750000000000001,0.13984375,0.86015625,0.3486472078564112,False,0.45081034302711487,0.4440767168998718,0.7625,0.7625,0.008352275937795639
8,va_long_beach,candidate_no_anchor,2,full,32,64,0.79375,0.835905134677887,0.4125000000000001,0.13828125000000002,0.86171875,0.29712999020644937,False,0.45488160848617554,0.4473001956939697,0.79375,0.79375,0.009682998061180115
