seed,target,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp,source_roc_auc,source_pr_auc,source_balanced_accuracy,source_brier,delta_roc_auc,delta_pr_auc,delta_balanced_accuracy,brier_improvement,negative_adaptation_auc
2,switzerland,reliability_gated_sfda,0.7398373983739838,0.6282608695652174,0.9560439560439561,0.7565217391304347,0.5,0.8446601941747572,0.14418577097066865,0.7576086956521739,0.9788954484367846,0.1640896089318943,4,4,28,87,0.7565217391304347,0.9786950434292938,0.6326086956521739,0.1607487052679062,0.0010869565217391797,0.00020040500749074486,-0.004347826086956497,-0.0033409036639881207,False
2,va_long_beach,pseudo_label_sfda,0.76,0.6583761021186998,0.821656050955414,0.8657718120805369,0.45098039215686275,0.8431372549019608,0.3360576716027745,0.7179234109751284,0.8797727088574729,0.17812726639770596,23,28,20,129,0.7154230819844715,0.8792612797498622,0.6550203974207133,0.17846263945102692,0.002500328990656886,0.0005114291076107058,0.003355704697986517,0.0003353730533209587,False
2,va_long_beach,entropy_sfda,0.755,0.6485721805500724,0.8164556962025317,0.8657718120805369,0.43137254901960786,0.8403908794788274,0.3179746710118314,0.7164758520858008,0.8788498364363619,0.1776169641339967,22,29,20,129,0.7154230819844715,0.8792612797498622,0.6550203974207133,0.17846263945102692,0.0010527701013293145,-0.0004114433135002926,-0.006448216870640899,0.0008456753170302256,False
2,va_long_beach,reliability_gated_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7166074483484668,0.8799089474711554,0.17954398889616283,23,28,21,128,0.7154230819844715,0.8792612797498622,0.6550203974207133,0.17846263945102692,0.0011843663639953261,0.0006476677212932103,0.0,-0.0010813494451359096,False
3,hungary,pseudo_label_sfda,0.8095238095238095,0.7934564431955038,0.7358490566037735,0.7358490566037735,0.851063829787234,0.7358490566037735,0.5869128863910076,0.8704335608189481,0.8257632796938232,0.13830972731177726,160,28,28,78,0.8733942191890808,0.829258584010152,0.7975712565234846,0.13829657435417175,-0.002960658370132707,-0.003495304316328718,-0.004114813327980804,-1.3152957605511162e-05,True
3,hungary,entropy_sfda,0.8129251700680272,0.7878863910076275,0.7628865979381443,0.6981132075471698,0.8776595744680851,0.729064039408867,0.587981968758809,0.8685768767563228,0.822047202701253,0.13790675278263972,165,23,32,74,0.8733942191890808,0.829258584010152,0.7975712565234846,0.13829657435417175,-0.004817342432757998,-0.007211381308898979,-0.009684865515857122,0.00038982157153202857,True
3,hungary,reliability_gated_sfda,0.8095238095238095,0.7975712565234846,0.7272727272727273,0.7547169811320755,0.8404255319148937,0.7407407407407407,0.5905376312394778,0.8726415094339622,0.8286696115476688,0.1384959113984298,158,30,26,80,0.8733942191890808,0.829258584010152,0.7975712565234846,0.13829657435417175,-0.0007527097551185413,-0.0005889724624831283,0.0,-0.00019933704425803556,True
3,switzerland,pseudo_label_sfda,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7565217391304347,0.9797961575561944,0.16558283719408162,4,4,26,89,0.7576086956521739,0.9798755286601495,0.6326086956521739,0.16727250814437866,-0.0010869565217391797,-7.937110395506153e-05,0.004347826086956497,0.0016896709502970397,True
3,switzerland,entropy_sfda,0.7642276422764228,0.6413043478260869,0.9574468085106383,0.782608695652174,0.5,0.861244019138756,0.16417858509099698,0.7576086956521739,0.9799012783284936,0.16060393523832206,4,4,25,90,0.7576086956521739,0.9798755286601495,0.6326086956521739,0.16727250814437866,0.0,2.5749668344121623e-05,0.008695652173912993,0.006668572906056602,False
3,switzerland,reliability_gated_sfda,0.7479674796747967,0.6326086956521739,0.9565217391304348,0.7652173913043478,0.5,0.8502415458937198,0.15063335603943892,0.758695652173913,0.9799880441561061,0.17017946768371775,4,4,27,88,0.7576086956521739,0.9798755286601495,0.6326086956521739,0.16727250814437866,0.0010869565217390686,0.00011251549595658883,0.0,-0.002906959539339088,False
3,va_long_beach,pseudo_label_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.727003553099092,0.8817858100313438,0.17865515710898328,23,28,21,128,0.7260823792604291,0.881728901329025,0.6550203974207133,0.17928633093833923,0.0009211738386629698,5.690870231878087e-05,0.0,0.0006311738293559577,False
3,va_long_beach,entropy_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7280563232004211,0.8822512209829414,0.17858818408436142,23,28,21,128,0.7260823792604291,0.881728901329025,0.6550203974207133,0.17928633093833923,0.001973943939992062,0.0005223196539163588,0.0,0.0006981468539778157,False
3,va_long_beach,reliability_gated_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7264771680484273,0.8817993982157292,0.18004848869476808,23,28,21,128,0.7260823792604291,0.881728901329025,0.6550203974207133,0.17928633093833923,0.000394788787998257,7.049688670413001e-05,0.0,-0.0007621577564288495,False
4,hungary,pseudo_label_sfda,0.826530612244898,0.8129265355279005,0.7570093457943925,0.7641509433962265,0.8617021276595744,0.7605633802816901,0.6245850039971734,0.8824267362505018,0.8397434482910425,0.13723325544230414,162,26,25,81,0.8840325170614212,0.8423375248997769,0.8102669610598154,0.13515280187129974,-0.0016057808109193328,-0.0025940766087343414,0.0026595744680850686,-0.0020804535710043925,True
4,hungary,entropy_sfda,0.8163265306122449,0.7967181854676837,0.7549019607843137,0.7264150943396226,0.8670212765957447,0.7403846153846154,0.5986256438652958,0.8808711360899237,0.8372316612339565,0.13524511562086408,163,25,29,77,0.8840325170614212,0.8423375248997769,0.8102669610598154,0.13515280187129974,-0.0031613809714974295,-0.005105863665820332,-0.013548775592131745,-9.23137495643378e-05,True
4,hungary,reliability_gated_sfda,0.8231292517006803,0.8102669610598154,0.75,0.7641509433962265,0.8563829787234043,0.7570093457943925,0.618057719416749,0.8837816138097149,0.8419768185113902,0.13546512503731484,161,27,25,81,0.8840325170614212,0.8423375248997769,0.8102669610598154,0.13515280187129974,-0.00025090325170629146,-0.0003607063883867001,0.0,-0.0003123231660150938,True
4,switzerland,pseudo_label_sfda,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7782608695652173,0.9815901431323341,0.14586945435108867,4,4,26,89,0.7815217391304348,0.9818825739778152,0.6864130434782609,0.1572275310754776,-0.003260869565217428,-0.00029243084548113973,-0.04945652173913051,0.011358076724388932,True
4,switzerland,entropy_sfda,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7793478260869565,0.9816942735786662,0.14447466115121474,4,4,26,89,0.7815217391304348,0.9818825739778152,0.6864130434782609,0.1572275310754776,-0.0021739130434782483,-0.00018830039914896624,-0.04945652173913051,0.01275286992426286,True
4,switzerland,reliability_gated_sfda,0.7398373983739838,0.6864130434782609,0.9662921348314607,0.7478260869565218,0.625,0.8431372549019608,0.20557284416589586,0.7782608695652175,0.9815129762793642,0.15962360779617846,5,3,29,86,0.7815217391304348,0.9818825739778152,0.6864130434782609,0.1572275310754776,-0.003260869565217317,-0.00036959769845101853,0.0,-0.002396076720700857,True
4,va_long_beach,pseudo_label_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7343729438083959,0.8824500907869721,0.1741934356727409,23,28,22,127,0.734504540071062,0.8830031965365452,0.6516646927227266,0.17922310531139374,-0.00013159626266612268,-0.000553105749573124,0.0,0.0050296696386528394,True
4,va_long_beach,entropy_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.734504540071062,0.8821274095223465,0.17673315037332432,23,28,22,127,0.734504540071062,0.8830031965365452,0.6516646927227266,0.17922310531139374,0.0,-0.00087578701419877,0.0,0.0024899549380694164,False
4,va_long_beach,reliability_gated_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7342413475457298,0.883141054977482,0.18039278650492677,23,28,22,127,0.734504540071062,0.8830031965365452,0.6516646927227266,0.17922310531139374,-0.00026319252533224535,0.00013785844093672228,0.0,-0.0011696811935330287,True
5,hungary,pseudo_label_sfda,0.8129251700680272,0.8043456443195505,0.7256637168141593,0.7735849056603774,0.8351063829787234,0.7488584474885844,0.600828374657758,0.8766559614612605,0.8371547160989912,0.13883734840909423,157,31,24,82,0.8781112003211561,0.8380978577405813,0.7951625853071056,0.14037412405014038,-0.0014552388598956245,-0.0009431416415901506,0.009183059012444872,0.0015367756410461508,True
5,hungary,entropy_sfda,0.8231292517006803,0.8102669610598154,0.75,0.7641509433962265,0.8563829787234043,0.7570093457943925,0.618057719416749,0.8748494580489764,0.8347155428782068,0.13670287446035564,161,27,25,81,0.8781112003211561,0.8380978577405813,0.7951625853071056,0.14037412405014038,-0.0032617422721796796,-0.0033823148623745025,0.015104375752709842,0.0036712495897847364,True
5,hungary,reliability_gated_sfda,0.7959183673469388,0.7951625853071056,0.6885245901639344,0.7924528301886793,0.7978723404255319,0.7368421052631579,0.5752796609400899,0.8778101164191089,0.8378610707026583,0.14038828944077575,150,38,22,84,0.8781112003211561,0.8380978577405813,0.7951625853071056,0.14037412405014038,-0.0003010839020471945,-0.00023678703792306965,0.0,-1.4165390635367814e-05,True
5,switzerland,pseudo_label_sfda,0.7723577235772358,0.5875,0.9484536082474226,0.8,0.375,0.8679245283018868,0.10569621154803355,0.7673913043478261,0.9801874512310864,0.15005826605916273,3,5,23,92,0.7684782608695653,0.9802960382961952,0.65,0.1514216810464859,-0.0010869565217391797,-0.00010858706510874505,-0.0625,0.001363414987323175,True
5,switzerland,entropy_sfda,0.7723577235772358,0.5875,0.9484536082474226,0.8,0.375,0.8679245283018868,0.10569621154803355,0.7684782608695653,0.9804819547405317,0.14738498237127667,3,5,23,92,0.7684782608695653,0.9802960382961952,0.65,0.1514216810464859,0.0,0.00018591644433652021,-0.0625,0.004036698675209227,False
5,switzerland,reliability_gated_sfda,0.7804878048780488,0.65,0.9583333333333334,0.8,0.5,0.8720379146919431,0.17873008824606015,0.767391304347826,0.9801579021548926,0.15369731686124838,4,4,23,92,0.7684782608695653,0.9802960382961952,0.65,0.1514216810464859,-0.0010869565217392907,-0.00013813614130253615,0.0,-0.0022756358147624778,True
5,va_long_beach,pseudo_label_sfda,0.755,0.6485721805500724,0.8164556962025317,0.8657718120805369,0.43137254901960786,0.8403908794788274,0.3179746710118314,0.7281879194630873,0.8813798351371405,0.1750618667065561,22,29,20,129,0.7273983418870904,0.8809225845494941,0.6583761021186998,0.1751755177974701,0.0007895775759968471,0.00045725058764634063,-0.009803921568627416,0.00011365109091399095,False
5,va_long_beach,entropy_sfda,0.755,0.6485721805500724,0.8164556962025317,0.8657718120805369,0.43137254901960786,0.8403908794788274,0.3179746710118314,0.7321358073430715,0.8820859832271054,0.17484023450387148,22,29,20,129,0.7273983418870904,0.8809225845494941,0.6583761021186998,0.1751755177974701,0.0047374654559810825,0.0011633986776112826,-0.009803921568627416,0.0003352832935986094,False
5,va_long_beach,reliability_gated_sfda,0.76,0.6583761021186998,0.821656050955414,0.8657718120805369,0.45098039215686275,0.8431372549019608,0.3360576716027745,0.7295038820897487,0.8819288521081183,0.17567945027987927,23,28,20,129,0.7273983418870904,0.8809225845494941,0.6583761021186998,0.1751755177974701,0.002105540202658296,0.0010062675586242076,0.0,-0.0005039324824091806,False
6,hungary,pseudo_label_sfda,0.8163265306122449,0.8008329987956644,0.7452830188679245,0.7452830188679245,0.8563829787234043,0.7452830188679245,0.6016659975913288,0.879616619831393,0.84377784414651,0.13168053778795238,161,27,27,79,0.8808209554395825,0.84624837488345,0.8076073865917303,0.13335499167442322,-0.001204335608189444,-0.0024705307369399243,-0.006774387796065873,0.0016744538864708336,True
6,hungary,entropy_sfda,0.8163265306122449,0.7987755921316739,0.75,0.7358490566037735,0.8617021276595744,0.7428571428571429,0.6000860052313263,0.8797671617824168,0.8435227931524782,0.1307036254534151,162,26,28,78,0.8808209554395825,0.84624837488345,0.8076073865917303,0.13335499167442322,-0.0010537936571657358,-0.0027255817309717045,-0.00883179446005633,0.002651366221008117,True
6,hungary,reliability_gated_sfda,0.8197278911564626,0.8076073865917303,0.7431192660550459,0.7641509433962265,0.851063829787234,0.7534883720930232,0.611588766413377,0.8810718586912888,0.8463861468476548,0.13319959306638987,160,28,25,81,0.8808209554395825,0.84624837488345,0.8076073865917303,0.13335499167442322,0.00025090325170629146,0.00013777196420483584,0.0,0.00015539860803334693,False
6,switzerland,pseudo_label_sfda,0.7560975609756098,0.6951086956521739,0.967032967032967,0.7652173913043478,0.625,0.8543689320388349,0.21933343973927985,0.7402173913043478,0.9764735467004932,0.16307981983383596,5,3,27,88,0.741304347826087,0.9766406396246193,0.6907608695652174,0.16317924857139587,-0.0010869565217391797,-0.00016709292412608878,0.004347826086956497,9.942873755991455e-05,True
6,switzerland,entropy_sfda,0.7723577235772358,0.7038043478260869,0.967741935483871,0.782608695652174,0.625,0.8653846153846154,0.23406433946035568,0.7391304347826086,0.976185267965012,0.1575799121792913,5,3,25,90,0.741304347826087,0.9766406396246193,0.6907608695652174,0.16317924857139587,-0.0021739130434783593,-0.0004553716596072954,0.01304347826086949,0.005599336392104581,True
6,switzerland,reliability_gated_sfda,0.7479674796747967,0.6907608695652174,0.9666666666666667,0.7565217391304347,0.625,0.848780487804878,0.2123415475273836,0.7434782608695653,0.9769460285323893,0.1662149667030978,5,3,28,87,0.741304347826087,0.9766406396246193,0.6907608695652174,0.16317924857139587,0.0021739130434782483,0.00030538890776998784,0.0,-0.00303571813170192,False
6,va_long_beach,pseudo_label_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7327937886564023,0.8843904112542176,0.17875137293719753,23,28,21,128,0.7329253849190683,0.8844330635676488,0.6550203974207133,0.17907413840293884,-0.00013159626266601165,-4.2652313431257305e-05,0.0,0.00032276546574130927,True
6,va_long_beach,entropy_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7343729438083958,0.8844036459641496,0.1793538789018147,23,28,21,128,0.7329253849190683,0.8844330635676488,0.6550203974207133,0.17907413840293884,0.0014475588893274605,-2.941760349928213e-05,0.0,-0.00027974049887585783,False
6,va_long_beach,reliability_gated_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7327937886564021,0.8843752747114729,0.1802315107274132,23,28,21,128,0.7329253849190683,0.8844330635676488,0.6550203974207133,0.17907413840293884,-0.0001315962626662337,-5.778885617591101e-05,0.0,-0.001157372324474354,True
7,hungary,pseudo_label_sfda,0.8197278911564626,0.7993777599357688,0.7623762376237624,0.7264150943396226,0.8723404255319149,0.7439613526570048,0.6053994834033661,0.8761541549578482,0.8342940287901299,0.13262148241763602,164,24,29,77,0.8768065034122843,0.8355029876416431,0.8016860698514653,0.13462598621845245,-0.0006523484544360691,-0.0012089588515131755,-0.002308309915696527,0.0020045038008164318,True
7,hungary,entropy_sfda,0.8163265306122449,0.7884885588117222,0.776595744680851,0.6886792452830188,0.8882978723404256,0.73,0.5940343002863735,0.8753010839020473,0.8327577996037934,0.13240622621193002,167,21,33,73,0.8768065034122843,0.8355029876416431,0.8016860698514653,0.13462598621845245,-0.0015054195102369716,-0.002745188037849733,-0.013197511039743093,0.0022197600065224365,True
7,hungary,reliability_gated_sfda,0.8095238095238095,0.8016860698514653,0.7192982456140351,0.7735849056603774,0.8297872340425532,0.7454545454545455,0.5946048292047812,0.8764050582095544,0.8352706709136871,0.13473535886425253,156,32,24,82,0.8768065034122843,0.8355029876416431,0.8016860698514653,0.13462598621845245,-0.0004014452027298887,-0.00023231672795598346,0.0,-0.00010937264580007655,True
7,switzerland,pseudo_label_sfda,0.7642276422764228,0.6413043478260869,0.9574468085106383,0.782608695652174,0.5,0.861244019138756,0.16417858509099698,0.717391304347826,0.9715977867298223,0.17180398645550685,4,4,25,90,0.7195652173913043,0.9719291696015162,0.6369565217391304,0.16971521079540253,-0.0021739130434782483,-0.0003313828716938749,0.004347826086956497,-0.0020887756601043195,True
7,switzerland,entropy_sfda,0.7723577235772358,0.6456521739130434,0.9578947368421052,0.7913043478260869,0.5,0.8666666666666667,0.1713168427447863,0.7195652173913043,0.9725675287434258,0.16355054900582067,4,4,24,91,0.7195652173913043,0.9719291696015162,0.6369565217391304,0.16971521079540253,0.0,0.0006383591419095724,0.008695652173912993,0.00616466178958186,False
7,switzerland,reliability_gated_sfda,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7184782608695652,0.9720074827874732,0.17302682200941016,4,4,26,89,0.7195652173913043,0.9719291696015162,0.6369565217391304,0.16971521079540253,-0.0010869565217390686,7.831318595696857e-05,0.0,-0.003311611214007637,True
7,va_long_beach,pseudo_label_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7312146335044085,0.8874458070245227,0.1828254013347513,23,28,21,128,0.7312146335044085,0.8873999065832696,0.6516646927227266,0.18247690796852112,0.0,4.590044125307724e-05,0.003355704697986628,-0.00034849336623019034,False
7,va_long_beach,entropy_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7310830372417424,0.8865684402276433,0.18236232081772066,23,28,21,128,0.7312146335044085,0.8873999065832696,0.6516646927227266,0.18247690796852112,-0.00013159626266612268,-0.0008314663556263646,0.003355704697986628,0.00011458715080045478,True
7,va_long_beach,reliability_gated_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7310830372417424,0.8872438087091036,0.18345092138764407,23,28,22,127,0.7312146335044085,0.8873999065832696,0.6516646927227266,0.18247690796852112,-0.00013159626266612268,-0.00015609787416603904,0.0,-0.0009740134191229544,True
8,hungary,pseudo_label_sfda,0.8095238095238095,0.7955138498594941,0.7314814814814815,0.7452830188679245,0.8457446808510638,0.7383177570093458,0.5886692397938273,0.875,0.8328119404807995,0.13960389024898687,159,29,27,79,0.875451625853071,0.8331041413551281,0.8016860698514653,0.13970597088336945,-0.00045162585307101377,-0.0002922008743285742,-0.006172219991971151,0.00010208063438257864,True
