seed,target,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp,source_roc_auc,source_pr_auc,source_balanced_accuracy,source_brier,delta_roc_auc,delta_pr_auc,delta_balanced_accuracy,brier_improvement,negative_adaptation_auc
8,hungary,entropy_sfda,0.8163265306122449,0.7987755921316739,0.75,0.7358490566037735,0.8617021276595744,0.7428571428571429,0.6000860052313263,0.874347651545564,0.8304007653753424,0.1384853963817419,162,26,28,78,0.875451625853071,0.8331041413551281,0.8016860698514653,0.13970597088336945,-0.001103974307506972,-0.0027033759797857604,-0.00291047771979136,0.001220574501627547,True
8,hungary,reliability_gated_sfda,0.8095238095238095,0.8016860698514653,0.7192982456140351,0.7735849056603774,0.8297872340425532,0.7454545454545455,0.5946048292047812,0.8755018065034124,0.8330151666150145,0.13995413953522665,156,32,24,82,0.875451625853071,0.8331041413551281,0.8016860698514653,0.13970597088336945,5.018065034134711e-05,-8.897474011360096e-05,0.0,-0.00024816865185720016,False
8,switzerland,pseudo_label_sfda,0.7804878048780488,0.65,0.9583333333333334,0.8,0.5,0.8720379146919431,0.17873008824606015,0.7619565217391304,0.9803668578660949,0.1471578717373327,4,4,23,92,0.7597826086956522,0.9800655180821114,0.65,0.15335696935653687,0.0021739130434782483,0.0003013397839835008,0.0,0.006199097619204175,False
8,switzerland,entropy_sfda,0.7723577235772358,0.5875,0.9484536082474226,0.8,0.375,0.8679245283018868,0.10569621154803355,0.7619565217391304,0.9803437967615121,0.14362211808510542,3,5,23,92,0.7597826086956522,0.9800655180821114,0.65,0.15335696935653687,0.0021739130434782483,0.00027827867940066753,-0.0625,0.00973485127143145,False
8,switzerland,reliability_gated_sfda,0.7723577235772358,0.6456521739130434,0.9578947368421052,0.7913043478260869,0.5,0.8666666666666667,0.1713168427447863,0.7597826086956522,0.9800929620758947,0.15547681703587937,4,4,24,91,0.7597826086956522,0.9800655180821114,0.65,0.15335696935653687,0.0,2.7443993783293763e-05,-0.004347826086956608,-0.002119847679342507,False
8,va_long_beach,pseudo_label_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.727924726937755,0.8806386584594228,0.1766065460956677,23,28,21,128,0.7285827082510857,0.8809344165520648,0.6550203974207133,0.17635402083396912,-0.0006579813133307244,-0.00029575809264204,0.0,-0.0002525252616985829,True
8,va_long_beach,entropy_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7256875904724306,0.8788530993575285,0.17797884129206998,23,28,21,128,0.7285827082510857,0.8809344165520648,0.6550203974207133,0.17635402083396912,-0.002895117778655143,-0.002081317194536303,0.0,-0.0016248204581008618,True
8,va_long_beach,reliability_gated_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7285827082510857,0.8809976001582595,0.17726552482829075,23,28,21,128,0.7285827082510857,0.8809344165520648,0.6550203974207133,0.17635402083396912,0.0,6.318360619461671e-05,0.0,-0.000911503994321633,False
9,hungary,pseudo_label_sfda,0.8231292517006803,0.8040947410678443,0.7647058823529411,0.7358490566037735,0.8723404255319149,0.75,0.6135077628654985,0.8840826977117623,0.8392392901188672,0.1306574592816429,164,24,28,78,0.884684865515857,0.8409397761423213,0.8149839421918909,0.13037876784801483,-0.000602167804094722,-0.001700486023454073,-0.010889201124046566,-0.00027869143362807547,True
9,hungary,entropy_sfda,0.826530612244898,0.8005820955439582,0.7894736842105263,0.7075471698113207,0.8936170212765957,0.746268656716418,0.6172152101735431,0.88358089120835,0.8376983390393219,0.13010423155804696,168,20,31,75,0.884684865515857,0.8409397761423213,0.8149839421918909,0.13037876784801483,-0.001103974307506972,-0.0032414371029994005,-0.014401846647932648,0.00027453628996787494,True
9,hungary,reliability_gated_sfda,0.826530612244898,0.8149839421918909,0.7522935779816514,0.7735849056603774,0.8563829787234043,0.7627906976744186,0.6262549244334041,0.8843837816138097,0.8407710277886786,0.13059831670332167,161,27,24,82,0.884684865515857,0.8409397761423213,0.8149839421918909,0.13037876784801483,-0.0003010839020473055,-0.00016874835364266705,0.0,-0.0002195488553068392,True
9,switzerland,pseudo_label_sfda,0.7642276422764228,0.6994565217391304,0.967391304347826,0.7739130434782608,0.625,0.8599033816425121,0.22656738387899214,0.7456521739130435,0.9768569091718102,0.1583857734904027,5,3,26,89,0.7456521739130435,0.9769063534076969,0.6994565217391304,0.16420753300189972,0.0,-4.9444235886708654e-05,0.0,0.005821759511497021,False
9,switzerland,entropy_sfda,0.7886178861788617,0.7125,0.968421052631579,0.8,0.625,0.8761904761904762,0.24994360266123677,0.7434782608695653,0.9767170861666529,0.14789894544086574,5,3,23,92,0.7456521739130435,0.9769063534076969,0.6994565217391304,0.16420753300189972,-0.0021739130434782483,-0.00018926724104406656,0.013043478260869601,0.016308587561033983,True
9,switzerland,reliability_gated_sfda,0.7560975609756098,0.6951086956521739,0.967032967032967,0.7652173913043478,0.625,0.8543689320388349,0.21933343973927985,0.7434782608695653,0.9766967798239368,0.16745832194900237,5,3,27,88,0.7456521739130435,0.9769063534076969,0.6994565217391304,0.16420753300189972,-0.0021739130434782483,-0.00020957358376016977,-0.004347826086956497,-0.0032507889471026508,True
9,va_long_beach,pseudo_label_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7393736017897092,0.8883836273172994,0.17730692008816296,23,28,22,127,0.7402947756283722,0.8888956119572048,0.6516646927227266,0.17817142605781555,-0.0009211738386629698,-0.0005119846399054273,0.0,0.0008645059696525959,True
9,va_long_beach,entropy_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7416107382550337,0.8891233670400247,0.17661532468951727,23,28,21,128,0.7402947756283722,0.8888956119572048,0.6516646927227266,0.17817142605781555,0.0013159626266614488,0.00022775508281991375,0.003355704697986628,0.001556101368298285,False
9,va_long_beach,reliability_gated_sfda,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7395051980523754,0.88861000429575,0.17951505086381686,23,28,22,127,0.7402947756283722,0.8888956119572048,0.6516646927227266,0.17817142605781555,-0.0007895775759968471,-0.0002856076614548009,0.0,-0.001343624806001309,True
