seed,target,method,roc_auc,pr_auc,balanced_accuracy,brier,source_roc_auc,source_brier,delta_roc_auc,brier_improvement,negative_adaptation
3,hungary,reliability_gated_sfda,0.8726415094339622,0.8286696115476688,0.7975712565234846,0.1384959113984298,0.8733942191890808,0.1382965743541717,-0.0007527097551185413,-0.00019933704425809107,True
3,switzerland,source_only,0.7576086956521739,0.9798755286601496,0.6326086956521739,0.1672725081443786,0.7576086956521739,0.1672725081443786,0.0,0.0,False
3,switzerland,pseudo_label_sfda,0.7565217391304347,0.9797961575561944,0.6369565217391304,0.1655828371940816,0.7576086956521739,0.1672725081443786,-0.0010869565217391797,0.001689670950297012,True
3,switzerland,entropy_sfda,0.7576086956521739,0.9799012783284936,0.6413043478260869,0.160603935238322,0.7576086956521739,0.1672725081443786,0.0,0.006668572906056602,False
3,switzerland,reliability_gated_sfda,0.758695652173913,0.979988044156106,0.6326086956521739,0.1701794676837177,0.7576086956521739,0.1672725081443786,0.0010869565217390686,-0.002906959539339088,False
3,va_long_beach,source_only,0.7260823792604291,0.881728901329025,0.6550203974207133,0.1792863309383392,0.7260823792604291,0.1792863309383392,0.0,0.0,False
3,va_long_beach,pseudo_label_sfda,0.727003553099092,0.8817858100313438,0.6550203974207133,0.1786551571089832,0.7260823792604291,0.1792863309383392,0.0009211738386629698,0.0006311738293560132,False
3,va_long_beach,entropy_sfda,0.7280563232004211,0.8822512209829414,0.6550203974207133,0.1785881840843614,0.7260823792604291,0.1792863309383392,0.001973943939992062,0.0006981468539778157,False
3,va_long_beach,reliability_gated_sfda,0.7264771680484273,0.8817993982157292,0.6550203974207133,0.180048488694768,0.7260823792604291,0.1792863309383392,0.000394788787998257,-0.000762157756428794,False
4,hungary,source_only,0.8840325170614212,0.8423375248997769,0.8102669610598154,0.1351528018712997,0.8840325170614212,0.1351528018712997,0.0,0.0,False
4,hungary,pseudo_label_sfda,0.8824267362505018,0.8397434482910425,0.8129265355279005,0.1372332554423041,0.8840325170614212,0.1351528018712997,-0.0016057808109193328,-0.0020804535710044203,True
4,hungary,entropy_sfda,0.8808711360899237,0.8372316612339565,0.7967181854676837,0.135245115620864,0.8840325170614212,0.1351528018712997,-0.0031613809714974295,-9.231374956431004e-05,True
4,hungary,reliability_gated_sfda,0.8837816138097149,0.8419768185113902,0.8102669610598154,0.1354651250373148,0.8840325170614212,0.1351528018712997,-0.00025090325170629146,-0.00031232316601512156,True
4,switzerland,source_only,0.7815217391304348,0.9818825739778152,0.6864130434782609,0.1572275310754776,0.7815217391304348,0.1572275310754776,0.0,0.0,False
