source,target,seed,fold,adapt_n,test_n,target_n,mean_classifier_discrepancy,centroid_distance,positive_rate_before,positive_rate_after,entropy_before,entropy_after,probability_drift,mean_dlar_confident_fraction,mean_pseudo_positive_fraction,mean_dlar_loss,mean_lcl_loss,mean_common_neighbors,mean_lcl_pair_count
hungary,va_long_beach,3,5,160,40,160,0.021798616275191307,1.452003002166748,0.5062500238418579,0.5062500238418579,0.5276891589164734,0.5179563164710999,0.007334951311349869,0.29375001788139343,0.4749999940395355,0.30742650032043456,0.7858292460441589,1.87625,300.2
hungary,cleveland,4,1,242,61,242,0.02979699894785881,1.2534207105636597,0.3429751992225647,0.3512396514415741,0.5386556386947632,0.5312153100967407,0.0066069141030311584,0.114876027405262,0.3471074104309082,0.3299276947975159,0.4933794289827347,1.2487603305785124,302.2
hungary,cleveland,4,2,242,61,242,0.029120400547981262,1.229017734527588,0.3429751992225647,0.3512396514415741,0.5410940647125244,0.5333008170127869,0.007261819671839476,0.09008263945579528,0.3512396514415741,0.3336082220077515,0.5279737949371338,1.3119834710743803,317.5
hungary,cleveland,4,3,242,61,242,0.02999357134103775,1.2860711812973022,0.35537189245224,0.3636363446712494,0.5358436703681946,0.5284162163734436,0.006171344313770533,0.11322313845157624,0.3595041036605835,0.32743489146232607,0.5155096113681793,1.26198347107438,305.4
hungary,cleveland,4,4,243,60,243,0.028997059911489487,1.268376350402832,0.3333333134651184,0.3333333134651184,0.5360471606254578,0.5288093090057373,0.005713663995265961,0.10123456418514251,0.3349794030189514,0.32612247467041017,0.4934856653213501,1.2551440329218109,305.0
hungary,cleveland,4,5,243,60,243,0.029813647270202637,1.2418713569641113,0.3580246865749359,0.36625513434410095,0.539770781993866,0.5322433710098267,0.006289156153798103,0.10781892687082291,0.36213991045951843,0.3315177023410797,0.4819335162639618,1.177366255144033,286.1
hungary,switzerland,4,1,98,25,98,0.034044377505779266,1.0086722373962402,0.5204081535339355,0.5204081535339355,0.5631597638130188,0.5551437139511108,0.006912060547620058,0.15510203838348388,0.47959181666374207,0.361185759305954,0.9102468013763427,2.0622448979591836,202.1
hungary,switzerland,4,2,98,25,98,0.03332560509443283,0.9151100516319275,0.5204081535339355,0.5408163070678711,0.574306309223175,0.5657391548156738,0.00842075515538454,0.13265305757522583,0.4897959232330322,0.37603707909584044,0.9385264337062835,2.046938775510204,200.6
hungary,switzerland,4,3,98,25,98,0.03145807981491089,0.9140123128890991,0.4693877398967743,0.47959181666374207,0.5759950876235962,0.5672528743743896,0.008816968649625778,0.1428571343421936,0.47959181666374207,0.3653002858161926,0.9180922210216522,2.0214285714285714,198.1
hungary,switzerland,4,4,99,24,99,0.033542416989803314,0.9856368899345398,0.49494948983192444,0.49494948983192444,0.5677013993263245,0.5596026182174683,0.007482700049877167,0.13333333134651185,0.4747474789619446,0.36667323112487793,0.8662400186061859,1.9818181818181817,196.2
hungary,switzerland,4,5,99,24,99,0.03295031562447548,1.0040227174758911,0.5151515007019043,0.5252525210380554,0.5645180940628052,0.5563856363296509,0.007376806810498238,0.15555555522441863,0.4848484992980957,0.3665632426738739,0.8578628063201904,1.9919191919191916,197.2
hungary,va_long_beach,4,1,160,40,160,0.029897166416049004,1.3597981929779053,0.48125001788139343,0.48125001788139343,0.5262622833251953,0.51845782995224,0.006359245162457228,0.04750000014901161,0.45625001192092896,0.327741402387619,0.7408709228038788,1.8043749999999998,288.7
hungary,va_long_beach,4,2,160,40,160,0.03054657019674778,1.310075283050537,0.5062500238418579,0.5,0.531220018863678,0.5240603089332581,0.006043511442840099,0.05000000074505806,0.45000001788139343,0.3410739958286285,0.7276904940605163,1.810625,289.7
hungary,va_long_beach,4,3,160,40,160,0.030668748542666435,1.358604907989502,0.5062500238418579,0.5,0.527047336101532,0.5196077227592468,0.00626834062859416,0.04250000119209289,0.45000001788139343,0.338755202293396,0.6578661143779755,1.671875,267.5
hungary,va_long_beach,4,4,160,40,160,0.03145946189761162,1.4080498218536377,0.512499988079071,0.5062500238418579,0.5207441449165344,0.5132587552070618,0.006140206940472126,0.042500000447034836,0.4625000059604645,0.3332377791404724,0.7365029752254486,1.8712499999999994,299.4
hungary,va_long_beach,4,5,160,40,160,0.03126147389411926,1.4093022346496582,0.46875,0.4625000059604645,0.5226892828941345,0.5151483416557312,0.007044368889182806,0.042500000447034836,0.4312500059604645,0.3286551237106323,0.7974958956241608,1.9087500000000002,305.4
hungary,cleveland,5,1,242,61,242,0.08036742359399796,0.999707818031311,0.3719007968902588,0.3760330379009247,0.5848498344421387,0.5789527297019958,0.005696441978216171,0.14462809264659882,0.42975205183029175,0.39128327965736387,0.6976121425628662,1.481818181818182,358.6
hungary,cleveland,5,2,242,61,242,0.0810871571302414,0.9915339350700378,0.3595041036605835,0.3636363446712494,0.5844693779945374,0.5784733295440674,0.005729128140956163,0.1528925597667694,0.41322311758995056,0.3906520187854767,0.656202620267868,1.409917355371901,341.2
hungary,cleveland,5,3,242,61,242,0.07876567542552948,1.0056458711624146,0.3842974901199341,0.3884297311306,0.5850082039833069,0.579102098941803,0.005700338631868362,0.1652892529964447,0.42975205183029175,0.3895966947078705,0.6650496184825897,1.3991735537190082,338.6
hungary,cleveland,5,4,243,60,243,0.08100240677595139,1.030006766319275,0.34567901492118835,0.3497942388057709,0.580985963344574,0.574815034866333,0.005818186793476343,0.16460904479026794,0.3991769552230835,0.3831481337547302,0.6916836738586426,1.4703703703703703,357.3
hungary,cleveland,5,5,243,60,243,0.07848919928073883,0.9946737885475159,0.37037035822868347,0.37037035822868347,0.585939347743988,0.5800370573997498,0.00568325025960803,0.16131686568260192,0.4238682985305786,0.39263715744018557,0.7130174100399017,1.500411522633745,364.6
hungary,switzerland,5,1,98,25,98,0.05021003261208534,0.7833995223045349,0.5714285373687744,0.5714285373687744,0.6083992719650269,0.6033040881156921,0.005585276987403631,0.3122448980808258,0.5102040767669678,0.43399286866188047,0.9980902433395386,1.9234693877551021,188.5
hungary,switzerland,5,2,98,25,98,0.05057577043771744,0.7681896090507507,0.5816326141357422,0.5918367505073547,0.6117898225784302,0.6065134406089783,0.005900180898606777,0.2918367326259613,0.5204081535339355,0.43951337337493895,1.035037362575531,1.993877551020408,195.4
hungary,switzerland,5,3,98,25,98,0.049478791654109955,0.7241181135177612,0.5204081535339355,0.5306122303009033,0.6174690127372742,0.6124631762504578,0.005850313231348991,0.2693877458572388,0.4897959232330322,0.44357128739356994,1.127485752105713,2.102040816326531,206.0
hungary,switzerland,5,4,99,24,99,0.05144296959042549,0.7924383282661438,0.5252525210380554,0.5252525210380554,0.6104920506477356,0.6053044199943542,0.005708048585802317,0.2707070767879486,0.49494948983192444,0.4373224675655365,1.0962794899940491,2.0868686868686863,206.6
hungary,switzerland,5,5,99,24,99,0.04881691187620163,0.8178821206092834,0.5656565427780151,0.5656565427780151,0.6066663265228271,0.6011926531791687,0.005803715903311968,0.30101010799407957,0.5151515007019043,0.4313814163208008,1.1066303968429565,2.1474747474747473,212.6
hungary,va_long_beach,5,1,160,40,160,0.04988246038556099,1.022325873374939,0.5375000238418579,0.5375000238418579,0.5844920873641968,0.5780450701713562,0.0064611355774104595,0.33250001072883606,0.518750011920929,0.37484443187713623,0.8886731624603271,1.8212499999999998,291.4
hungary,va_long_beach,5,2,160,40,160,0.048396121710538864,0.9428454041481018,0.5625,0.5625,0.590732753276825,0.5850094556808472,0.006050945725291967,0.3262500107288361,0.543749988079071,0.38324521780014037,0.9215117156505584,1.82875,292.6
hungary,va_long_beach,5,3,160,40,160,0.04790741205215454,0.9464378356933594,0.5625,0.5625,0.5898179411888123,0.5842165350914001,0.006116815377026796,0.3062500059604645,0.53125,0.3890096604824066,0.8573593497276306,1.7181250000000001,274.9
hungary,va_long_beach,5,4,160,40,160,0.047610510140657425,0.9962357878684998,0.5687500238418579,0.5687500238418579,0.5842499136924744,0.5782372951507568,0.006205000448971987,0.32500000596046447,0.53125,0.38417779207229613,0.8390361905097962,1.6981250000000003,271.7
hungary,va_long_beach,5,5,160,40,160,0.052971865981817245,1.0064502954483032,0.518750011920929,0.518750011920929,0.5866047739982605,0.580308735370636,0.0064849271439015865,0.33000001311302185,0.5062500238418579,0.38029364943504335,0.8346658885478974,1.709375,273.5
hungary,cleveland,6,1,242,61,242,0.04497784003615379,1.3767650127410889,0.26033055782318115,0.26033055782318115,0.5328012108802795,0.5277115702629089,0.004842586815357208,0.3495867609977722,0.4264462649822235,0.40989634990692136,0.6310922920703887,1.4541322314049587,351.9
hungary,cleveland,6,2,242,61,242,0.04555261507630348,1.3616982698440552,0.25206610560417175,0.25206610560417175,0.5348405241966248,0.5293963551521301,0.004786078818142414,0.3520660996437073,0.41735535860061646,0.4064475238323212,0.6570252478122711,1.4723140495867768,356.3
hungary,cleveland,6,3,242,61,242,0.04566452279686928,1.3982373476028442,0.28512394428253174,0.28512394428253174,0.5362664461135864,0.5309302806854248,0.004885542672127485,0.348760312795639,0.43388429284095764,0.4055174648761749,0.6612186849117279,1.4962809917355373,362.1
hungary,cleveland,6,4,243,60,243,0.04489022493362427,1.3954603672027588,0.2633744776248932,0.2633744776248932,0.532745361328125,0.527289867401123,0.004753902554512024,0.3448559582233429,0.4197530746459961,0.4077253580093384,0.6169181048870087,1.4102880658436214,342.7
hungary,cleveland,6,5,243,60,243,0.04533250629901886,1.3619405031204224,0.27572014927864075,0.27572014927864075,0.5402790307998657,0.5352790355682373,0.004738822113722563,0.3423868238925934,0.43786005973815917,0.41274158358573915,0.6621031880378723,1.4419753086419753,350.4
hungary,switzerland,6,1,98,25,98,0.04867416247725487,0.6914895176887512,0.47959181666374207,0.47959181666374207,0.6281849145889282,0.6246334314346313,0.004533863160759211,0.2448979616165161,0.5510203838348389,0.4746071457862854,1.36880065202713,2.463265306122449,241.4
hungary,switzerland,6,2,98,25,98,0.047082170844078064,0.6365957856178284,0.4897959232330322,0.4897959232330322,0.6338064670562744,0.6306043863296509,0.004450357984751463,0.20204080939292907,0.5510203838348389,0.4885596036911011,1.3062940001487733,2.3591836734693876,231.2
hungary,switzerland,6,3,98,25,98,0.04624483361840248,0.5799844861030579,0.43877550959587097,0.43877550959587097,0.6357827186584473,0.6325127482414246,0.0045617795549333096,0.2551020383834839,0.5265305995941162,0.4929370045661926,1.3401231527328492,2.3755102040816327,232.8
hungary,switzerland,6,4,99,24,99,0.045782845467329025,0.657352089881897,0.46464645862579346,0.46464645862579346,0.631015419960022,0.6274816989898682,0.004648467525839806,0.2222222238779068,0.5353535413742065,0.4822145998477936,1.352700161933899,2.426262626262626,240.2
hungary,switzerland,6,5,99,24,99,0.048650842159986496,0.6675953269004822,0.4848484992980957,0.4848484992980957,0.6314224600791931,0.6280692219734192,0.004595632664859295,0.21212121844291687,0.5555555820465088,0.48742749691009524,1.3656490206718446,2.4333333333333327,240.9
hungary,va_long_beach,6,1,160,40,160,0.048315174877643585,0.9181491732597351,0.45625001192092896,0.4625000059604645,0.6061315536499023,0.6010573506355286,0.005793351214379072,0.26250001788139343,0.550000011920929,0.43116386532783507,1.0593544006347657,2.09125,334.6
hungary,va_long_beach,6,2,160,40,160,0.04976963624358177,0.8505486845970154,0.46875,0.4749999940395355,0.6130550503730774,0.6081987619400024,0.005583039950579405,0.24375000596046448,0.550000011920929,0.43923153877258303,1.0780676364898683,2.081875,333.1
hungary,va_long_beach,6,3,160,40,160,0.04943929985165596,0.8629066944122314,0.46875,0.46875,0.6115871667861938,0.6066575050354004,0.005583993624895811,0.25,0.543749988079071,0.43426350355148313,0.9801687479019165,1.8887500000000004,302.2
hungary,va_long_beach,6,4,160,40,160,0.04951367899775505,0.8805606365203857,0.4625000059604645,0.46875,0.6100108623504639,0.6045464873313904,0.005999328102916479,0.24375000596046448,0.5375000238418579,0.429944783449173,1.071565854549408,2.073125,331.7
hungary,va_long_beach,6,5,160,40,160,0.04779979959130287,0.927907407283783,0.4437499940395355,0.45000001788139343,0.6042075753211975,0.59852534532547,0.006022750865668058,0.2562499940395355,0.512499988079071,0.4194807827472687,1.0614750027656554,2.066875,330.7
hungary,cleveland,7,1,242,61,242,0.06420040130615234,1.3580008745193481,0.3429751992225647,0.3388429582118988,0.5441269278526306,0.5362297892570496,0.006224839482456446,0.11900825947523117,0.40495866537094116,0.36661000847816466,0.6331181585788727,1.5376033057851237,372.1
hungary,cleveland,7,2,242,61,242,0.06442777812480927,1.3254187107086182,0.3347107172012329,0.3223140239715576,0.545041024684906,0.5373121500015259,0.006119239144027233,0.12727272659540176,0.3966941833496094,0.36879701614379884,0.6397204279899598,1.522727272727273,368.5
hungary,cleveland,7,3,242,61,242,0.06438010185956955,1.3641011714935303,0.35537189245224,0.3471074104309082,0.5451090931892395,0.5371591448783875,0.006504221353679895,0.13140495419502257,0.40909090638160706,0.3631792366504669,0.6625141084194184,1.55702479338843,376.8
hungary,cleveland,7,4,243,60,243,0.06504036486148834,1.3798571825027466,0.3292180895805359,0.32098764181137085,0.5403411984443665,0.5319990515708923,0.006708099972456694,0.13991768658161163,0.38271602988243103,0.3586714923381805,0.6204625308513642,1.4835390946502058,360.5
hungary,cleveland,7,5,243,60,243,0.06288725137710571,1.338687777519226,0.3539094626903534,0.34156376123428345,0.54766446352005,0.5395488739013672,0.006682694889605045,0.13415637314319612,0.40740740299224854,0.36442769765853883,0.6425317525863647,1.5024691358024693,365.1
hungary,switzerland,7,1,98,25,98,0.047604020684957504,0.9812467694282532,0.5102040767669678,0.5,0.5940669178962708,0.5883343815803528,0.006253101397305727,0.2224489778280258,0.5,0.39829646348953246,1.1620463132858276,2.427551020408163,237.9
hungary,switzerland,7,2,98,25,98,0.04697095975279808,0.9122126698493958,0.5102040767669678,0.5,0.6002039313316345,0.5950781106948853,0.005468378309160471,0.22448979318141937,0.5,0.411927330493927,1.1979252457618714,2.4397959183673468,239.1
hungary,switzerland,7,3,98,25,98,0.04641237109899521,0.8693224191665649,0.4591836631298065,0.4591836631298065,0.6040596961975098,0.5989784002304077,0.005476846359670162,0.22040816247463227,0.4693877398967743,0.4153275966644287,1.1205739736557008,2.2510204081632654,220.6
hungary,switzerland,7,4,99,24,99,0.04778963327407837,0.9550691843032837,0.4848484992980957,0.4747474789619446,0.5967027544975281,0.5910474061965942,0.006246640346944332,0.20202020108699797,0.4747474789619446,0.4027659475803375,1.0412907123565673,2.2070707070707067,218.5
hungary,switzerland,7,5,99,24,99,0.0473405085504055,0.9939501881599426,0.5151515007019043,0.5151515007019043,0.5926187038421631,0.5868653655052185,0.005825478583574295,0.20808081030845643,0.5151515007019043,0.39534653425216676,1.0926302433013917,2.3040404040404034,228.1
hungary,va_long_beach,7,1,160,40,160,0.0500979982316494,1.2706818580627441,0.512499988079071,0.5062500238418579,0.5673525333404541,0.5601548552513123,0.00670181680470705,0.24125000238418579,0.5,0.35335431694984437,1.0832858681678772,2.346875,375.5
hungary,va_long_beach,7,2,160,40,160,0.04964374750852585,1.2033392190933228,0.53125,0.5250000357627869,0.5736626982688904,0.5669833421707153,0.006596863269805908,0.21250000298023225,0.518750011920929,0.3605892539024353,1.0599718689918518,2.260625,361.7
hungary,va_long_beach,7,3,160,40,160,0.049102913588285446,1.2077150344848633,0.5250000357627869,0.518750011920929,0.573979377746582,0.5671724677085876,0.006618477404117584,0.21875000298023223,0.518750011920929,0.36185691952705384,0.9331678986549378,2.0075,321.2
hungary,va_long_beach,7,4,160,40,160,0.048461295664310455,1.2729361057281494,0.5250000357627869,0.518750011920929,0.5680021643638611,0.5611116290092468,0.006650667171925306,0.25,0.512499988079071,0.35503789186477663,1.0266724944114685,2.2181249999999997,354.9
hungary,va_long_beach,7,5,160,40,160,0.050685327500104904,1.2796704769134521,0.48125001788139343,0.48125001788139343,0.5677370429039001,0.5605292320251465,0.007169056683778763,0.22375000715255738,0.4749999940395355,0.3518446981906891,1.029670786857605,2.23,356.8
hungary,cleveland,8,1,242,61,242,0.024771016091108322,1.6603647470474243,0.3347107172012329,0.3347107172012329,0.5062465667724609,0.49567297101020813,0.007500737905502319,0.3917355120182037,0.3842974901199341,0.2983164608478546,0.6205741107463837,1.5388429752066115,372.4
hungary,cleveland,8,2,242,61,242,0.025103198364377022,1.6205072402954102,0.3223140239715576,0.3223140239715576,0.5095990300178528,0.4990379214286804,0.007522846572101116,0.39834707975387573,0.39256197214126587,0.3087365746498108,0.6080768465995788,1.509504132231405,365.3
hungary,cleveland,8,3,242,61,242,0.025332557037472725,1.6709461212158203,0.3595041036605835,0.3595041036605835,0.5095131993293762,0.4986547529697418,0.007830793038010597,0.3983470916748047,0.3966941833496094,0.297956383228302,0.6243255794048309,1.512396694214876,366.0
hungary,cleveland,8,4,243,60,243,0.02483406662940979,1.6687593460083008,0.3127571940422058,0.3127571940422058,0.5058700442314148,0.4953519403934479,0.007592912297695875,0.38271602988243103,0.3786008059978485,0.30204762816429137,0.5699273765087127,1.4168724279835392,344.3
hungary,cleveland,8,5,243,60,243,0.02527794986963272,1.6219332218170166,0.3539094626903534,0.3539094626903534,0.5140575170516968,0.5030765533447266,0.008023584261536598,0.401646089553833,0.4,0.30615886449813845,0.6346703052520752,1.5609053497942387,379.3
hungary,switzerland,8,1,98,25,98,0.03182558715343475,1.1083256006240845,0.6020408272743225,0.5918367505073547,0.574481189250946,0.5661843419075012,0.007570973131805658,0.3265306055545807,0.5510203838348389,0.37934539318084715,1.0188583254814148,2.2500000000000004,220.5
hungary,switzerland,8,2,98,25,98,0.031572647392749786,1.0578025579452515,0.6020408272743225,0.5918367505073547,0.5800455808639526,0.5719680786132812,0.007776505779474974,0.3040816366672516,0.5408163070678711,0.38614567518234255,0.9999514758586884,2.2091836734693877,216.5
hungary,switzerland,8,3,98,25,98,0.030510857701301575,0.9648237824440002,0.5918367505073547,0.5816326141357422,0.5903810858726501,0.5826992392539978,0.007597277872264385,0.33265305161476133,0.5265305995941162,0.40019707679748534,0.9885308504104614,2.1091836734693876,206.7
hungary,switzerland,8,4,99,24,99,0.030544158071279526,1.1013500690460205,0.5959596037864685,0.5858585834503174,0.5766215324401855,0.5692704319953918,0.007183576002717018,0.3050504982471466,0.5252525210380554,0.38653906583786013,1.0399748086929321,2.2666666666666666,224.4
hungary,switzerland,8,5,99,24,99,0.029360078275203705,1.1316264867782593,0.6161616444587708,0.6161616444587708,0.5714629292488098,0.5627923011779785,0.00795764196664095,0.32929293513298036,0.5757575631141663,0.37196229100227357,1.0012329816818237,2.2525252525252526,223.0
hungary,va_long_beach,8,1,160,40,160,0.029380498453974724,1.4638527631759644,0.5562500357627869,0.5562500357627869,0.5450249910354614,0.5365262031555176,0.00783213134855032,0.39875001311302183,0.5037500143051148,0.3386191189289093,1.0250601887702941,2.369375,379.1
hungary,va_long_beach,8,2,160,40,160,0.03032941184937954,1.358640193939209,0.5875000357627869,0.5875000357627869,0.5531824231147766,0.5454453825950623,0.007809802889823914,0.4237500011920929,0.5250000357627869,0.3478626489639282,0.9806679606437683,2.221875,355.5
hungary,va_long_beach,8,3,160,40,160,0.031245356425642967,1.3861775398254395,0.5875000357627869,0.5875000357627869,0.550325334072113,0.5427492260932922,0.007643549237400293,0.40500000715255735,0.518750011920929,0.3510363519191742,1.0093223094940185,2.2781249999999997,364.5
hungary,va_long_beach,8,4,160,40,160,0.028805140405893326,1.4530072212219238,0.581250011920929,0.581250011920929,0.5443698763847351,0.5362566113471985,0.007827815599739552,0.3875,0.518750011920929,0.3387983202934265,0.9819217562675476,2.236875,357.9
hungary,va_long_beach,8,5,160,40,160,0.030593937262892723,1.4740017652511597,0.5375000238418579,0.5375000238418579,0.5445761680603027,0.536082923412323,0.008299070410430431,0.41625000834465026,0.48750001192092896,0.3332171022891998,0.9952855169773102,2.300625,368.1
hungary,cleveland,9,1,242,61,242,0.02623620256781578,1.292690396308899,0.3801652789115906,0.3884297311306,0.5455312728881836,0.5374243855476379,0.007562239654362202,0.29504130482673646,0.41074379086494445,0.33702254891395567,0.5606392860412598,1.4057851239669423,340.2
hungary,cleveland,9,2,242,61,242,0.024915453046560287,1.2599962949752808,0.3760330379009247,0.3842974901199341,0.5484194159507751,0.5409005880355835,0.007385037839412689,0.27851237654685973,0.41735535860061646,0.3443587303161621,0.5365432918071746,1.3442148760330581,325.3
hungary,cleveland,9,3,242,61,242,0.026201369240880013,1.302567958831787,0.3842974901199341,0.3884297311306,0.5458377003669739,0.5376391410827637,0.007496193051338196,0.299999988079071,0.41322311758995056,0.33770245909690855,0.5419657528400421,1.3367768595041323,323.5
hungary,cleveland,9,4,243,60,243,0.024805143475532532,1.2959885597229004,0.36213991045951843,0.37037035822868347,0.5448256731033325,0.5368930697441101,0.00673893466591835,0.2954732418060303,0.4,0.3385929048061371,0.5596424520015717,1.3991769547325106,340.0
hungary,cleveland,9,5,243,60,243,0.024981243535876274,1.254191279411316,0.3786008059978485,0.38271602988243103,0.5506393313407898,0.5425076484680176,0.007065518293529749,0.28888887763023374,0.40740740299224854,0.3421355962753296,0.586471962928772,1.454320987654321,353.4
hungary,switzerland,9,1,98,25,98,0.026923969388008118,1.0110357999801636,0.5816326141357422,0.5816326141357422,0.5776321887969971,0.5704420804977417,0.006488055922091007,0.22448979318141937,0.5204081535339355,0.38304311633110044,0.9813703298568726,2.095918367346939,205.4
hungary,switzerland,9,2,98,25,98,0.027484480291604996,0.9471795558929443,0.6020408272743225,0.6020408272743225,0.5842142701148987,0.5769719481468201,0.007144268602132797,0.21836734414100648,0.5306122303009033,0.39458559155464173,0.9304987668991089,1.9693877551020407,193.0
hungary,switzerland,9,3,98,25,98,0.02570858784019947,0.9289677143096924,0.5510203838348389,0.5510203838348389,0.5882371068000793,0.5807867050170898,0.007788970600813627,0.2183673471212387,0.5306122303009033,0.38358710408210756,0.87788907289505,1.8591836734693878,182.2
hungary,switzerland,9,4,99,24,99,0.026851309463381767,0.9536815881729126,0.5656565427780151,0.5656565427780151,0.5849090218544006,0.5778965950012207,0.0067773256450891495,0.20202020108699797,0.5151515007019043,0.3935685992240906,0.9129386246204376,2.003030303030303,198.3
hungary,switzerland,9,5,99,24,99,0.026792779564857483,1.0037786960601807,0.5858585834503174,0.5858585834503174,0.5781421661376953,0.5702952742576599,0.007588398177176714,0.226262629032135,0.5353535413742065,0.3826550304889679,0.8917386829853058,1.9414141414141413,192.2
hungary,va_long_beach,9,1,160,40,160,0.02592945098876953,1.3666331768035889,0.518750011920929,0.518750011920929,0.5447984933853149,0.536445677280426,0.006981660611927509,0.3012500047683716,0.4937500059604645,0.3343534529209137,0.8689904034137725,2.073125,331.7
hungary,va_long_beach,9,2,160,40,160,0.025826454162597656,1.2898821830749512,0.5375000238418579,0.5375000238418579,0.5516769289970398,0.5433529019355774,0.007060542702674866,0.2862500071525574,0.512499988079071,0.33855119347572327,0.8623870253562927,1.9962499999999999,319.4
hungary,va_long_beach,9,3,160,40,160,0.026277711614966393,1.3260082006454468,0.543749988079071,0.543749988079071,0.54844731092453,0.5404607653617859,0.007183268200606108,0.2449999988079071,0.5062500238418579,0.3403955340385437,0.7826519966125488,1.8849999999999998,301.6
hungary,va_long_beach,9,4,160,40,160,0.02581207826733589,1.376612901687622,0.5375000238418579,0.5375000238418579,0.5430907011032104,0.5349733233451843,0.0065877544693648815,0.2625,0.512499988079071,0.3347981333732605,0.8213826596736908,1.9912500000000002,318.6
hungary,va_long_beach,9,5,160,40,160,0.025870954617857933,1.3767354488372803,0.48750001192092896,0.48750001192092896,0.5449821352958679,0.536795437335968,0.007332277484238148,0.2962500095367432,0.4749999940395355,0.332659512758255,0.8491465389728546,2.0050000000000003,320.8
switzerland,cleveland,0,1,242,61,242,0.08816559612751007,0.025540390983223915,0.9999999403953552,0.9999999403953552,0.6550282835960388,0.6549973487854004,0.0011504784924909472,0.3338842809200287,0.42975205183029175,0.7928043246269226,0.27638462781906126,0.4524793388429752,109.5
switzerland,cleveland,0,2,242,61,242,0.08757344633340836,0.027739258483052254,0.9999999403953552,0.9999999403953552,0.6542291045188904,0.6541870832443237,0.0010638738749548793,0.348760312795639,0.43801650404930115,0.7872101187705993,0.25688824355602263,0.41942148760330583,101.5
switzerland,cleveland,0,3,242,61,242,0.08947282284498215,0.022959107533097267,0.9999999403953552,0.9999999403953552,0.6561437249183655,0.6563056707382202,0.001119507709518075,0.3223140358924866,0.44214874505996704,0.7893993139266968,0.2235609471797943,0.362396694214876,87.7
switzerland,cleveland,0,4,243,60,243,0.08659226447343826,0.028019379824399948,0.9999999403953552,0.9999999403953552,0.6542313098907471,0.6541801691055298,0.0011870617745444179,0.34403290748596194,0.45679011940956116,0.7775729060173034,0.2541962280869484,0.4148148148148148,100.8
switzerland,cleveland,0,5,243,60,243,0.08789117634296417,0.027485348284244537,0.9999999403953552,0.9999999403953552,0.6551412343978882,0.6552081108093262,0.00111446063965559,0.3201645970344543,0.43539092540740965,0.788235342502594,0.2402039110660553,0.39423868312757204,95.8
switzerland,hungary,0,1,235,59,235,0.0845576822757721,0.034841202199459076,0.9999999403953552,0.9999999403953552,0.6580513119697571,0.6578046083450317,0.0010181005345657468,0.31914892196655276,0.45276594161987305,0.7630377054214478,0.2570577308535576,0.4165957446808511,97.9
switzerland,hungary,0,2,235,59,235,0.08497107774019241,0.039385925978422165,0.9999999403953552,0.9999999403953552,0.6571342945098877,0.6567585468292236,0.001199816819280386,0.33021275997161864,0.4451063573360443,0.7635473608970642,0.32850230038166045,0.5297872340425531,124.5
switzerland,hungary,0,3,235,59,235,0.08443974703550339,0.035683710128068924,0.9999999403953552,0.9999999403953552,0.6565011143684387,0.6559968590736389,0.0013378271833062172,0.33872339129447937,0.48085105419158936,0.7493188977241516,0.29465706646442413,0.4804255319148936,112.9
switzerland,hungary,0,4,235,59,235,0.08607576787471771,0.035585884004831314,0.9999999403953552,0.9999999403953552,0.6579717397689819,0.6578275561332703,0.0010721072321757674,0.31148935556411744,0.42978721857070923,0.774825394153595,0.29266296327114105,0.4727659574468085,111.1
switzerland,hungary,0,5,236,58,236,0.08677101135253906,0.037619370967149734,1.0,1.0,0.6574713587760925,0.6572079062461853,0.0011095281224697828,0.30762711763381956,0.4415254294872284,0.7690594434738159,0.2706192880868912,0.4402542372881356,103.9
switzerland,va_long_beach,0,1,160,40,160,0.12177486717700958,0.015130321495234966,1.0,1.0,0.6622238755226135,0.6619735956192017,0.000598606129642576,0.23125000298023224,0.45500001311302185,0.8121027708053589,0.3906406193971634,0.609375,97.5
switzerland,va_long_beach,0,2,160,40,160,0.12245521694421768,0.015057433396577835,1.0,1.0,0.6618750691413879,0.6616093516349792,0.0007427241653203964,0.2212500035762787,0.4625000059604645,0.8112980365753174,0.35293455719947814,0.5525,88.4
switzerland,va_long_beach,0,3,160,40,160,0.12351689487695694,0.016965260729193687,1.0,1.0,0.6608157157897949,0.6602639555931091,0.0010428838431835175,0.2487500011920929,0.5,0.7936611771583557,0.38437339663505554,0.6031250000000001,96.5
switzerland,va_long_beach,0,4,160,40,160,0.12315040081739426,0.01582878828048706,1.0,1.0,0.6619350910186768,0.661507785320282,0.0008445043349638581,0.26125000715255736,0.4749999940395355,0.8057801842689514,0.43310987055301664,0.67625,108.2
switzerland,va_long_beach,0,5,160,40,160,0.12186221033334732,0.016149800270795822,1.0,1.0,0.6617579460144043,0.6613041162490845,0.0008827034616842866,0.21375000178813935,0.4487500131130219,0.8133697867393493,0.492340287566185,0.7725000000000001,123.6
switzerland,cleveland,1,1,242,61,242,0.021290943026542664,0.042167309671640396,0.9999999403953552,0.9999999403953552,0.6701427102088928,0.6696543097496033,0.0010284680174663663,0.1603305697441101,0.4057851076126099,0.7264005184173584,0.4234119653701782,0.6615702479338843,160.1
