architecture,source,target,seed,method,n,prevalence,roc_auc_recomputed,average_precision,brier_recomputed,ece10,accuracy,balanced_accuracy,sensitivity,specificity,predicted_positive_rate,mean_probability,roc_auc_frozen,brier_frozen,source_roc_auc,source_brier,adapted_auc_diff,adapted_brier_diff
single_head,cleveland,hungary,2,reliability_gated_sfda,294,0.36054421768707484,0.8761541549578483,0.8290801398898017,0.1386898366215516,0.0822199988083876,0.7993197278911565,0.79370734644721,0.7735849056603774,0.8138297872340425,0.3979591836734694,0.4168103809094652,0.8761541549578483,0.1386898366215516,0.8765054195102369,0.1385558545589447,0.0,0.0
single_head,cleveland,hungary,2,conservative_candidate,294,0.36054421768707484,0.875853071055801,0.8288326283718381,0.13840407612556035,0.08816593494519694,0.8027210884353742,0.796366920915295,0.7735849056603774,0.8191489361702128,0.3945578231292517,0.4170278359495965,0.875853071055801,0.1384040761255603,0.8765054195102369,0.1385558545589447,0.0,5.551115123125783e-17
single_head,cleveland,hungary,3,pseudo_label_sfda,294,0.36054421768707484,0.8718386190285026,0.8262081289065247,0.14269177224956753,0.09526469365718973,0.8095238095238095,0.7934564431955038,0.7358490566037735,0.851063829787234,0.36054421768707484,0.3998416102171375,0.8718386190285026,0.1426917722495675,0.8740465676435166,0.1428151279687881,0.0,2.7755575615628914e-17
single_head,cleveland,hungary,3,entropy_sfda,294,0.36054421768707484,0.8706844640706544,0.8234590773385897,0.14197815197262234,0.0851266454944077,0.8197278911564626,0.8014351665997591,0.7358490566037735,0.8670212765957447,0.35034013605442177,0.388829742122337,0.8706844640706544,0.1419781519726223,0.8740465676435166,0.1428151279687881,0.0,2.7755575615628914e-17
single_head,cleveland,hungary,3,reliability_gated_sfda,294,0.36054421768707484,0.8737956643918104,0.8272441622917287,0.14309372271997364,0.08096113220984939,0.7959183673469388,0.7951625853071056,0.7924528301886793,0.7978723404255319,0.41496598639455784,0.425493252340096,0.8737956643918104,0.1430937227199736,0.8740465676435166,0.1428151279687881,0.0,5.551115123125783e-17
single_head,cleveland,hungary,3,conservative_candidate,294,0.36054421768707484,0.8736451224407868,0.8270651646420614,0.1428306518645041,0.08133861943635914,0.7959183673469388,0.7951625853071056,0.7924528301886793,0.7978723404255319,0.41496598639455784,0.42602958551411624,0.8736451224407868,0.142830651864504,0.8740465676435166,0.1428151279687881,0.0,1.1102230246251565e-16
single_head,cleveland,hungary,4,pseudo_label_sfda,294,0.36054421768707484,0.8775592131674026,0.8360327854392142,0.14400166560284522,0.09928313446180505,0.8095238095238095,0.7996286631874749,0.7641509433962265,0.8351063829787234,0.38095238095238093,0.40506921879801466,0.8775592131674026,0.1440016656028452,0.8766057808109193,0.1428221762180328,0.0,2.7755575615628914e-17
single_head,cleveland,hungary,4,entropy_sfda,294,0.36054421768707484,0.8759534323564833,0.8335172523098908,0.14193034376523128,0.09950245675143037,0.8095238095238095,0.7934564431955038,0.7358490566037735,0.851063829787234,0.36054421768707484,0.3914602885282516,0.8759534323564833,0.1419303437652312,0.8766057808109193,0.1428221762180328,0.0,8.326672684688674e-17
single_head,cleveland,hungary,4,reliability_gated_sfda,294,0.36054421768707484,0.8765556001605781,0.8349338768803948,0.1431931937166547,0.09860505150681756,0.8027210884353742,0.796366920915295,0.7735849056603774,0.8191489361702128,0.3945578231292517,0.42570327336703534,0.8765556001605781,0.1431931937166547,0.8766057808109193,0.1428221762180328,0.0,0.0
single_head,cleveland,hungary,4,conservative_candidate,294,0.36054421768707484,0.8766559614612606,0.8354543273270136,0.14254388760117281,0.09623755029953866,0.8027210884353742,0.796366920915295,0.7735849056603774,0.8191489361702128,0.3945578231292517,0.4253637244113955,0.8766559614612606,0.1425438876011728,0.8766057808109193,0.1428221762180328,0.0,2.7755575615628914e-17
single_head,cleveland,hungary,5,pseudo_label_sfda,294,0.36054421768707484,0.875652348454436,0.8341188077939352,0.14474965838269918,0.09781481625217642,0.7959183673469388,0.7931051786431152,0.7830188679245284,0.8031914893617021,0.40816326530612246,0.41041040637920023,0.875652348454436,0.1447496583826991,0.8764552388598956,0.1454291492700576,0.0,8.326672684688674e-17
single_head,cleveland,hungary,5,entropy_sfda,294,0.36054421768707484,0.8747992773986351,0.8323385246580212,0.1416543472035694,0.0949519059995386,0.8061224489795918,0.7969690887193899,0.7641509433962265,0.8297872340425532,0.3843537414965986,0.3965145123146037,0.8747992773986351,0.1416543472035694,0.8764552388598956,0.1454291492700576,0.0,0.0
single_head,cleveland,hungary,5,reliability_gated_sfda,294,0.36054421768707484,0.8764050582095543,0.8357178705510606,0.14561748443043906,0.11195532617247883,0.7891156462585034,0.7919008430349257,0.8018867924528302,0.7819148936170213,0.42857142857142855,0.43280716671697084,0.8764050582095543,0.145617484430439,0.8764552388598956,0.1454291492700576,0.0,5.551115123125783e-17
single_head,cleveland,hungary,5,conservative_candidate,294,0.36054421768707484,0.8765054195102369,0.8359193163905139,0.1452330021562803,0.10859511797411407,0.7891156462585034,0.7919008430349257,0.8018867924528302,0.7819148936170213,0.42857142857142855,0.4334035903044349,0.8765054195102369,0.1452330021562803,0.8764552388598956,0.1454291492700576,0.0,0.0
single_head,cleveland,hungary,6,pseudo_label_sfda,294,0.36054421768707484,0.8781613809714973,0.8422106550928229,0.1354610144127828,0.08250908894610091,0.8197278911564626,0.8096647932557206,0.7735849056603774,0.8457446808510638,0.37755102040816324,0.39488550324822924,0.8781613809714973,0.1354610144127828,0.878311922922521,0.1373570710420608,0.0,0.0
single_head,cleveland,hungary,6,entropy_sfda,294,0.36054421768707484,0.8778101164191088,0.8411301837077823,0.1345116055020137,0.07704569912217812,0.8231292517006803,0.8061521477318345,0.7452830188679245,0.8670212765957447,0.35374149659863946,0.38310768494864,0.8778101164191088,0.1345116055020136,0.878311922922521,0.1373570710420608,0.0,8.326672684688674e-17
single_head,cleveland,hungary,6,reliability_gated_sfda,294,0.36054421768707484,0.8784122842232036,0.8434248656224934,0.13733041231835533,0.08367060765079191,0.7993197278911565,0.7978221597751907,0.7924528301886793,0.8031914893617021,0.41156462585034015,0.41807612993114557,0.8784122842232036,0.1373304123183553,0.878311922922521,0.1373570710420608,0.0,2.7755575615628914e-17
single_head,cleveland,hungary,6,conservative_candidate,294,0.36054421768707484,0.8785628261742272,0.8435226280370154,0.1369611244171574,0.0818101081262235,0.7993197278911565,0.7978221597751907,0.7924528301886793,0.8031914893617021,0.41156462585034015,0.41796497932198096,0.8785628261742272,0.1369611244171574,0.878311922922521,0.1373570710420608,0.0,0.0
