architecture,source,target,direction,seed,method,method_label,n,prevalence,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,roc_auc,pr_auc,brier,ece10,predicted_positive_rate,mean_probability,tn,fp,fn,tp
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,4,dual_head_source_only,Dual-head source-only,200,0.745,0.74,0.6707461508093171,0.8344827586206897,0.8120805369127517,0.5294117647058824,0.8231292517006803,0.33334488390234673,0.7395051980523754,0.8877718165183021,0.17534562093464934,0.0940107810497284,0.725,0.6753870767354965,27,24,28,121
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,4,dlar_lcl,DLAR-LCL,200,0.745,0.735,0.6738386629819713,0.8380281690140845,0.7986577181208053,0.5490196078431373,0.8178694158075601,0.33396151462219986,0.7397683905777076,0.887669288186775,0.1762870454788247,0.09729708880186083,0.71,0.6732538822293281,28,23,30,119
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,5,dual_head_source_only,Dual-head source-only,200,0.745,0.73,0.6769311751546256,0.841726618705036,0.785234899328859,0.5686274509803921,0.8125,0.33499649439042123,0.7397683905777076,0.8849690202496626,0.17295877334946386,0.09428352504968647,0.695,0.6565965810418128,29,22,32,117
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,5,dlar_lcl,DLAR-LCL,200,0.745,0.735,0.6867350967232531,0.8478260869565217,0.785234899328859,0.5882352941176471,0.8153310104529616,0.3519644345439879,0.7402947756283722,0.8851917847942707,0.17331276173329033,0.09030683726072311,0.69,0.6564425855875016,30,21,32,117
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,6,dual_head_source_only,Dual-head source-only,200,0.745,0.725,0.6606790367153572,0.8309859154929577,0.7919463087248322,0.5294117647058824,0.8109965635738832,0.30868055212241186,0.7192393736017897,0.8798725887304322,0.18739343128876573,0.13573315829038618,0.71,0.6092668417096138,27,24,31,118
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,6,dlar_lcl,DLAR-LCL,200,0.745,0.72,0.6637715488880116,0.8345323741007195,0.7785234899328859,0.5490196078431373,0.8055555555555556,0.31008042935580454,0.7192393736017898,0.8799373340604753,0.18808954125870828,0.13690027423202986,0.695,0.6080997257679701,28,23,33,116
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,7,dual_head_source_only,Dual-head source-only,200,0.745,0.705,0.6408080010527701,0.8214285714285714,0.7718120805369127,0.5098039215686274,0.7958477508650519,0.2678526257251177,0.7206869324911174,0.8815825345759091,0.18270682060481044,0.11033961929380892,0.7,0.6385707431286574,26,25,34,115
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,7,dlar_lcl,DLAR-LCL,200,0.745,0.695,0.6405448085274379,0.8235294117647058,0.7516778523489933,0.5294117647058824,0.7859649122807018,0.26264164202677037,0.7197657586524543,0.8812832675540907,0.18384250588828452,0.11202645607292652,0.68,0.6367165970057249,27,24,37,112
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,8,dual_head_source_only,Dual-head source-only,200,0.745,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7252928016844322,0.8785010371748865,0.17730450891721555,0.08192826829850675,0.78,0.6730094615370035,23,28,21,128
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,8,dlar_lcl,DLAR-LCL,200,0.745,0.75,0.6516646927227266,0.8193548387096774,0.8523489932885906,0.45098039215686275,0.8355263157894737,0.3166070647818646,0.7255559942097644,0.8785629879947231,0.1781633884790524,0.08280639491975308,0.775,0.6714254186302423,23,28,22,127
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,9,dual_head_source_only,Dual-head source-only,200,0.745,0.76,0.6712725358599816,0.8300653594771242,0.8523489932885906,0.49019607843137253,0.8410596026490066,0.35212860116347333,0.7401631793657059,0.8838886778423672,0.17425251334399994,0.09292731769382954,0.765,0.662409068569541,25,26,22,127
dual_head,cleveland,va_long_beach,Cleveland -> VA Long Beach,9,dlar_lcl,DLAR-LCL,200,0.745,0.765,0.681076457428609,0.8355263157894737,0.8523489932885906,0.5098039215686274,0.8438538205980066,0.3695964529864684,0.7400315831030398,0.8838698927937024,0.17502552760048723,0.10799871616065501,0.76,0.6608923438936471,26,25,22,127
