target,method,accuracy,balanced_accuracy,precision,sensitivity,specificity,f1,mcc,roc_auc,pr_auc,brier,tn,fp,fn,tp
hungary,source_only,0.8095238095238095,0.8058008831794461,0.711864406779661,0.7924528301886793,0.8191489361702128,0.75,0.5991054229429108,0.878763548775592,0.8420356250946823,0.13957658410072327,154,34,22,84
hungary,reliability_gated_sfda,0.8129251700680272,0.8084604576475312,0.717948717948718,0.7924528301886793,0.824468085106383,0.7533632286995515,0.6051761267700942,0.8786130068245684,0.8416646242063864,0.13920434168793983,155,33,22,84
switzerland,source_only,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7293478260869566,0.9761600226960403,0.1655389368534088,4,4,26,89
switzerland,reliability_gated_sfda,0.7560975609756098,0.6369565217391304,0.956989247311828,0.7739130434782608,0.5,0.8557692307692307,0.157291236117359,0.7271739130434782,0.9760024785661567,0.16768369268411426,4,4,26,89
va_long_beach,source_only,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7264771680484274,0.8811857871853916,0.1743866354227066,23,28,21,128
va_long_beach,reliability_gated_sfda,0.755,0.6550203974207133,0.8205128205128205,0.8590604026845637,0.45098039215686275,0.839344262295082,0.3262183798157361,0.7262139755230951,0.8811889573691111,0.1749734791042522,23,28,21,128
