source,target,seed,model_state,max_probability_difference,mean_probability_difference,passed
switzerland,va_long_beach,0,source_only,1.1920928966180355e-07,4.768371616448164e-09,True
switzerland,va_long_beach,0,pseudo_label_sfda,1.1102230246251565e-16,5.384581669432009e-17,True
switzerland,va_long_beach,0,entropy_sfda,1.1102230246251565e-16,5.162537064506978e-17,True
switzerland,va_long_beach,0,reliability_gated_sfda,1.1102230246251565e-16,3.552713678800501e-17,True
switzerland,va_long_beach,0,conservative_candidate,1.1102230246251565e-16,3.552713678800501e-17,True
