source,target,seed,fold,model_state,adapt_n,test_n,background_n,background_target_indices,max_additivity_error,mean_additivity_error,adapt_selected_n,adapt_coverage,adapt_pseudo_positive_n,adapt_pseudo_negative_n,adapt_mean_selected_confidence,adapt_adaptation_skipped,adapt_entropy_before,adapt_entropy_after,adapt_mean_probability_before,adapt_mean_probability_after,adapt_positive_rate_before,adapt_positive_rate_after,adapt_confidence_before,adapt_confidence_after,adapt_selected_per_class,adapt_available_positive,adapt_available_negative,adapt_teacher_positive_rate,adapt_class_support_score,adapt_missingness_rate,adapt_reliability_score,adapt_mean_abs_teacher_drift,adapt_missingness_factor,adapt_teacher_drift
cleveland,va_long_beach,6,1,source_only,160,40,32,13;20;32;35;41;42;43;49;50;53;85;89;96;98;101;102;108;109;113;123;126;127;130;133;147;159;160;161;167;192;195;198,3.688037395477295e-07,1.0409858077764512e-07,,,,,,,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,1,pseudo_label_sfda,160,40,32,13;20;32;35;41;42;43;49;50;53;85;89;96;98;101;102;108;109;113;123;126;127;130;133;147;159;160;161;167;192;195;198,4.628673195838928e-07,1.3218086678534746e-07,40.0,0.25,37.0,3.0,0.9318521618843079,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,1,entropy_sfda,160,40,32,13;20;32;35;41;42;43;49;50;53;85;89;96;98;101;102;108;109;113;123;126;127;130;133;147;159;160;161;167;192;195;198,4.10713255405426e-07,9.13857547857333e-08,,,,,,,0.4609338343143463,0.4160849153995514,0.6785989999771118,0.695074200630188,0.7625,0.7625,0.7977216839790344,0.8269163966178894,,,,,,,,,,
cleveland,va_long_beach,6,1,reliability_gated_sfda,160,40,32,13;20;32;35;41;42;43;49;50;53;85;89;96;98;101;102;108;109;113;123;126;127;130;133;147;159;160;161;167;192;195;198,3.2316893339157104e-07,1.2702366802841425e-07,64.0,0.4,,,0.8605351448059082,False,0.4609338343143463,0.45674973726272583,0.6785989999771118,0.6759289503097534,0.7625,0.7625,,,32.0,122.0,38.0,0.7625,0.4750000000000001,0.13984375,0.3515924744959921,0.004370777867734432,,
cleveland,va_long_beach,6,1,conservative_candidate,160,40,32,13;20;32;35;41;42;43;49;50;53;85;89;96;98;101;102;108;109;113;123;126;127;130;133;147;159;160;161;167;192;195;198,2.9336661100387573e-07,1.1608208296820522e-07,64.0,,,,0.8605351448059082,False,0.4609338343143463,0.46149349212646484,,,0.7625,0.7625,,,32.0,,,0.7625,0.4750000000000001,0.13984375,0.3515924744959921,,0.86015625,0.001863899058662355
cleveland,va_long_beach,6,2,source_only,160,40,32,0;1;17;18;20;37;39;40;58;60;64;67;72;81;102;104;110;115;121;124;141;145;152;154;159;163;171;175;177;179;192;194,4.023313522338867e-07,1.2645323295146226e-07,,,,,,,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,2,pseudo_label_sfda,160,40,32,0;1;17;18;20;37;39;40;58;60;64;67;72;81;102;104;110;115;121;124;141;145;152;154;159;163;171;175;177;179;192;194,5.252659320831299e-07,1.706823240965605e-07,38.0,0.2375,36.0,2.0,0.9314476847648621,False,,,,,,,,,,,,,,,,,,
cleveland,va_long_beach,6,2,entropy_sfda,160,40,32,0;1;17;18;20;37;39;40;58;60;64;67;72;81;102;104;110;115;121;124;141;145;152;154;159;163;171;175;177;179;192;194,4.33996319770813e-07,1.2636010069400072e-07,,,,,,,0.4660155177116394,0.4205508232116699,0.6979198455810547,0.7208017706871033,0.79375,0.79375,0.7948080897331238,0.8253481984138489,,,,,,,,,,
cleveland,va_long_beach,6,2,reliability_gated_sfda,160,40,32,0;1;17;18;20;37;39;40;58;60;64;67;72;81;102;104;110;115;121;124;141;145;152;154;159;163;171;175;177;179;192;194,3.8463622331619263e-07,1.3054959708824753e-07,64.0,0.4,,,0.8388354778289795,False,0.4660155177116394,0.4629289507865906,0.6979198455810547,0.6953938007354736,0.79375,0.79375,,,32.0,127.0,33.0,0.79375,0.4125000000000001,0.13828125000000002,0.29817160700680695,0.0037659313529729843,,
cleveland,va_long_beach,6,2,conservative_candidate,160,40,32,0;1;17;18;20;37;39;40;58;60;64;67;72;81;102;104;110;115;121;124;141;145;152;154;159;163;171;175;177;179;192;194,3.157183527946472e-07,1.0277872206643223e-07,64.0,,,,0.8388354778289795,False,0.4660155177116394,0.46690669655799866,,,0.79375,0.79375,,,32.0,,,0.79375,0.4125000000000001,0.13828125000000002,0.29817160700680695,,0.86171875,0.0013752499362453818
